District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
DAVANGERE,Arecanut, 1998-99,Whole Year ,12332.0,57723,4.68074927019137
DAVANGERE,Arecanut, 2000-01,Whole Year ,14476.0,13944,0.963249516441006
DAVANGERE,Arecanut, 2001-02,Whole Year ,19487.0,18771,0.963257556319598
DAVANGERE,Arecanut, 2003-04,Whole Year ,21235.0,20455,0.963268189310101
DAVANGERE,Arecanut, 2004-05,Whole Year ,22015.0,21206,0.96325232795821
DAVANGERE,Arecanut, 2005-06,Whole Year ,23241.0,108785,4.68073662923282
DAVANGERE,Arecanut, 2006-07,Whole Year ,22779.0,21942,0.963255630185697
DAVANGERE,Arecanut, 2007-08,Whole Year ,24229.0,113409,4.68071319493169
DAVANGERE,Arecanut, 2008-09,Whole Year ,26931.0,126056,4.6807025361108
DAVANGERE,Arecanut, 2009-10,Whole Year ,28518.0,133485,4.68072796128761
DAVANGERE,Arecanut, 2010-11,Whole Year ,33336.0,422764,12.6819054475642
DAVANGERE,Arecanut, 2011-12,Whole Year ,32199.0,260754,8.09820180750955
DAVANGERE,Arecanut, 2012-13,Whole Year ,29415.0,236083,8.02593914669386
DAVANGERE,Arecanut, 2013-14,Whole Year ,26291.0,345913,13.1570879768742
DAVANGERE,Arecanut, 2014-15,Whole Year ,32316.0,232268,7.1873994306226
DAVANGERE,Arecanut, 2015-16,Whole Year ,35045.0,308955,8.8159509202454
DAVANGERE,Arecanut, 2016-17,Whole Year ,35796.0,406297,11.3503464074198
DAVANGERE,Arecanut, 2017-18,Whole Year ,44723.0,649526,14.5233101536122
DAVANGERE,Arecanut, 2018-19,Whole Year ,62501.0,582253,9.31589894561687
DAVANGERE,Arhar/Tur, 1998-99,Kharif     ,6657.0,3428,0.514946672675379
DAVANGERE,Arhar/Tur, 1999-00,Kharif     ,7135.0,4284,0.60042046250876
DAVANGERE,Arhar/Tur, 2000-01,Kharif     ,8054.0,6167,0.765706481251552
DAVANGERE,Arhar/Tur, 2001-02,Kharif     ,7871.0,7582,0.963282937365011
DAVANGERE,Arhar/Tur, 2002-03,Kharif     ,6343.0,4827,0.760996373955542
DAVANGERE,Arhar/Tur, 2003-04,Kharif     ,5384.0,2537,0.471210995542348
