District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
Bijapur,Arecanut, 2018-19,Whole Year ,3.0,27,9
Bijapur,Arhar/Tur, 1997-98,Kharif     ,20286.0,2428,0.119688455092182
Bijapur,Arhar/Tur, 1998-99,Kharif     ,14304.0,5191,0.36290548098434
Bijapur,Arhar/Tur, 1999-00,Kharif     ,20462.0,11197,0.547209461440719
Bijapur,Arhar/Tur, 2000-01,Kharif     ,30781.0,18013,0.585198661511972
Bijapur,Arhar/Tur, 2001-02,Kharif     ,11863.0,4339,0.365759082862682
Bijapur,Arhar/Tur, 2002-03,Kharif     ,18001.0,6037,0.335370257207933
Bijapur,Arhar/Tur, 2003-04,Kharif     ,21604.0,5418,0.250786891316423
Bijapur,Arhar/Tur, 2004-05,Kharif     ,36948.0,7055,0.19094402944679
Bijapur,Arhar/Tur, 2005-06,Kharif     ,38153.0,15404,0.403742824941682
Bijapur,Arhar/Tur, 2006-07,Kharif     ,48162.0,20818,0.432249491300195
Bijapur,Arhar/Tur, 2007-08,Kharif     ,78533.0,34394,0.437956018489043
Bijapur,Arhar/Tur, 2008-09,Kharif     ,48686.0,19287,0.396150844185187
Bijapur,Arhar/Tur, 2009-10,Kharif     ,104091.0,31050,0.298296682710321
Bijapur,Arhar/Tur, 2010-11,Kharif     ,189677.0,107215,0.565250399363128
Bijapur,Arhar/Tur, 2011-12,Kharif     ,102093.0,38601,0.378096441479827
Bijapur,Arhar/Tur, 2012-13,Kharif     ,86199.0,50689,0.588046265037877
Bijapur,Arhar/Tur, 2013-14,Kharif     ,180625.0,170564,0.944298961937716
Bijapur,Arhar/Tur, 2014-15,Kharif     ,187324.0,114783,0.612751169097393
Bijapur,Arhar/Tur, 2015-16,Kharif     ,135696.0,39576,0.291651927838698
Bijapur,Arhar/Tur, 2016-17,Kharif     ,388932.0,330320,0.849300134727922
Bijapur,Arhar/Tur, 2017-18,Kharif     ,262563.0,159638,0.607998842182638
Bijapur,Arhar/Tur, 2018-19,Kharif     ,520937.0,167273,0.321100248206597
Bijapur,Bajra, 1997-98,Kharif     ,94756.0,40777,0.430336865211702
Bijapur,Bajra, 1998-99,Kharif     ,88693.0,64614,0.728512960436562
Bijapur,Bajra, 1999-00,Kharif     ,114012.0,73692,0.646353015472056
Bijapur,Bajra, 2000-01,Kharif     ,111741.0,89582,0.801693201242158
Bijapur,Bajra, 2001-02,Kharif     ,10298.0,5437,0.527966595455428
Bijapur,Bajra, 2002-03,Kharif     ,55607.0,22679,0.40784433614473
Bijapur,Bajra, 2003-04,Kharif     ,36571.0,21145,0.578190369418392
Bijapur,Bajra, 2004-05,Kharif     ,97629.0,64623,0.661924223335279
Bijapur,Bajra, 2005-06,Kharif     ,83066.0,52471,0.631678424385428
Bijapur,Bajra, 2006-07,Kharif     ,95656.0,44250,0.462595132558334
Bijapur,Bajra, 2007-08,Kharif     ,116368.0,74324,0.638697923827857
Bijapur,Bajra, 2008-09,Kharif     ,33180.0,18521,0.558197709463532
Bijapur,Bajra, 2009-10,Kharif     ,62057.0,28246,0.455162189599884
