District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
TUMKUR,Arecanut, 1997-98,Whole Year ,7282.0,8932,1.22658610271903
TUMKUR,Arecanut, 1998-99,Whole Year ,7649.0,43262,5.65590273238332
TUMKUR,Arecanut, 2000-01,Whole Year ,10428.0,12791,1.22660145761412
TUMKUR,Arecanut, 2001-02,Whole Year ,12628.0,15490,1.22663921444409
TUMKUR,Arecanut, 2003-04,Whole Year ,15459.0,18962,1.22659939193997
TUMKUR,Arecanut, 2004-05,Whole Year ,16197.0,19867,1.22658517009323
TUMKUR,Arecanut, 2005-06,Whole Year ,19044.0,107710,5.65584961142617
TUMKUR,Arecanut, 2006-07,Whole Year ,19584.0,24022,1.2266135620915
TUMKUR,Arecanut, 2007-08,Whole Year ,19937.0,112761,5.65586597783017
TUMKUR,Arecanut, 2008-09,Whole Year ,22058.0,124757,5.65586181884124
TUMKUR,Arecanut, 2009-10,Whole Year ,25045.0,141651,5.65585945298463
TUMKUR,Arecanut, 2010-11,Whole Year ,29014.0,259664,8.94961053284621
TUMKUR,Arecanut, 2011-12,Whole Year ,29807.0,217923,7.31113496829604
TUMKUR,Arecanut, 2012-13,Whole Year ,30917.0,226039,7.31115567487143
TUMKUR,Arecanut, 2013-14,Whole Year ,29334.0,241183,8.22196086452581
TUMKUR,Arecanut, 2014-15,Whole Year ,32775.0,314901,9.60796338672769
TUMKUR,Arecanut, 2015-16,Whole Year ,34719.0,351452,10.1227569918488
TUMKUR,Arecanut, 2016-17,Whole Year ,35680.0,262981,7.37054372197309
TUMKUR,Arecanut, 2017-18,Whole Year ,37211.0,309631,8.32095348149741
TUMKUR,Arecanut, 2018-19,Whole Year ,55148.0,501469,9.09314934358454
TUMKUR,Arhar/Tur, 1997-98,Kharif     ,11135.0,3427,0.307768298158958
TUMKUR,Arhar/Tur, 1998-99,Kharif     ,15946.0,6787,0.425623980935658
TUMKUR,Arhar/Tur, 1999-00,Kharif     ,12898.0,3566,0.276476973174135
TUMKUR,Arhar/Tur, 2000-01,Kharif     ,11220.0,6012,0.535828877005348
TUMKUR,Arhar/Tur, 2001-02,Kharif     ,9512.0,5033,0.529121110176619
TUMKUR,Arhar/Tur, 2002-03,Kharif     ,10208.0,3947,0.386657523510972
TUMKUR,Arhar/Tur, 2003-04,Kharif     ,9806.0,2906,0.296349173975117
TUMKUR,Arhar/Tur, 2004-05,Kharif     ,12595.0,9465,0.751488685986503
TUMKUR,Arhar/Tur, 2005-06,Kharif     ,11861.0,8778,0.740072506534019
TUMKUR,Arhar/Tur, 2006-07,Kharif     ,9257.0,3579,0.386626336826186
TUMKUR,Arhar/Tur, 2007-08,Kharif     ,13744.0,11386,0.828434225844005
TUMKUR,Arhar/Tur, 2008-09,Kharif     ,19497.0,13558,0.695389034210391
TUMKUR,Arhar/Tur, 2009-10,Kharif     ,12229.0,7098,0.580423583285632
TUMKUR,Arhar/Tur, 2010-11,Kharif     ,19151.0,5604,0.292621795206517
TUMKUR,Arhar/Tur, 2011-12,Kharif     ,14476.0,4868,0.33628074053606
TUMKUR,Arhar/Tur, 2012-13,Kharif     ,10988.0,3100,0.282125955587914
TUMKUR,Arhar/Tur, 2013-14,Kharif     ,10966.0,4240,0.38664964435528
TUMKUR,Arhar/Tur, 2014-15,Kharif     ,10040.0,2337,0.232768924302789
TUMKUR,Arhar/Tur, 2015-16,Kharif     ,9824.0,3378,0.343851791530945
TUMKUR,Arhar/Tur, 2016-17,Kharif     ,14142.0,3009,0.212770470937633
TUMKUR,Arhar/Tur, 2017-18,Kharif     ,10963.0,2874,0.262154519748244
TUMKUR,Arhar/Tur, 2018-19,Kharif     ,10507.0,3573,0.340059008280194
TUMKUR,Bajra, 1997-98,Kharif     ,223.0,47,0.210762331838565
TUMKUR,Bajra, 1998-99,Kharif     ,376.0,176,0.468085106382979
TUMKUR,Bajra, 1999-00,Kharif     ,207.0,79,0.381642512077295
TUMKUR,Bajra, 2000-01,Kharif     ,311.0,136,0.437299035369775
TUMKUR,Bajra, 2001-02,Kharif     ,253.0,102,0.403162055335968
TUMKUR,Bajra, 2002-03,Kharif     ,244.0,89,0.364754098360656
TUMKUR,Bajra, 2003-04,Kharif     ,309.0,88,0.284789644012945
