District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
Kolar,Arecanut, 1997-98,Whole Year ,111.0,155,1.3963963963964
Kolar,Arecanut, 1998-99,Whole Year ,111.0,749,6.74774774774775
Kolar,Arecanut, 2000-01,Whole Year ,86.0,120,1.3953488372093
Kolar,Arecanut, 2001-02,Whole Year ,81.0,113,1.39506172839506
Kolar,Arecanut, 2003-04,Whole Year ,67.0,94,1.40298507462687
Kolar,Arecanut, 2004-05,Whole Year ,54.0,76,1.40740740740741
Kolar,Arecanut, 2005-06,Whole Year ,54.0,364,6.74074074074074
Kolar,Arecanut, 2006-07,Whole Year ,54.0,76,1.40740740740741
Kolar,Arecanut, 2018-19,Whole Year ,5.0,45,9
Kolar,Arhar/Tur, 1997-98,Kharif     ,9925.0,3432,0.345793450881612
Kolar,Arhar/Tur, 1998-99,Kharif     ,12694.0,11239,0.885378919174413
Kolar,Arhar/Tur, 1999-00,Kharif     ,8908.0,5568,0.625056129321958
Kolar,Arhar/Tur, 2000-01,Kharif     ,8048.0,6828,0.848409542743539
Kolar,Arhar/Tur, 2001-02,Kharif     ,4702.0,1979,0.420884729902169
Kolar,Arhar/Tur, 2002-03,Kharif     ,2883.0,852,0.295525494276795
Kolar,Arhar/Tur, 2003-04,Kharif     ,6078.0,4533,0.745804540967424
Kolar,Arhar/Tur, 2004-05,Kharif     ,7907.0,6332,0.80080940938409
Kolar,Arhar/Tur, 2005-06,Kharif     ,8991.0,5091,0.566232899566233
Kolar,Arhar/Tur, 2006-07,Kharif     ,6166.0,3321,0.538598767434317
Kolar,Arhar/Tur, 2007-08,Kharif     ,3195.0,1685,0.527386541471048
Kolar,Arhar/Tur, 2008-09,Kharif     ,3200.0,2803,0.8759375
Kolar,Arhar/Tur, 2009-10,Kharif     ,1852.0,1510,0.815334773218143
Kolar,Arhar/Tur, 2010-11,Kharif     ,4086.0,7503,1.83627019089574
Kolar,Arhar/Tur, 2011-12,Kharif     ,3401.0,5208,1.53131431931785
Kolar,Arhar/Tur, 2012-13,Kharif     ,3829.0,4420,1.15434839383651
Kolar,Arhar/Tur, 2013-14,Kharif     ,2506.0,1895,0.756185155626496
Kolar,Arhar/Tur, 2014-15,Kharif     ,4657.0,4929,1.05840669959201
Kolar,Arhar/Tur, 2015-16,Kharif     ,2637.0,1816,0.688661357603337
Kolar,Arhar/Tur, 2016-17,Kharif     ,3540.0,972,0.274576271186441
Kolar,Arhar/Tur, 2017-18,Kharif     ,2297.0,2653,1.154984762734
Kolar,Arhar/Tur, 2018-19,Kharif     ,2053.0,876,0.426692644909888
Kolar,Bajra, 1997-98,Kharif     ,119.0,44,0.369747899159664
Kolar,Bajra, 1998-99,Kharif     ,172.0,81,0.47093023255814
Kolar,Bajra, 1999-00,Kharif     ,228.0,87,0.381578947368421
Kolar,Bajra, 2000-01,Kharif     ,44.0,19,0.431818181818182
Kolar,Bajra, 2002-03,Kharif     ,378.0,138,0.365079365079365
Kolar,Bajra, 2003-04,Kharif     ,31.0,9,0.290322580645161
Kolar,Bajra, 2004-05,Kharif     ,77.0,29,0.376623376623377
Kolar,Bajra, 2005-06,Kharif     ,93.0,54,0.580645161290323
Kolar,Bajra, 2006-07,Kharif     ,100.0,45,0.45
Kolar,Bajra, 2007-08,Kharif     ,39.0,27,0.692307692307692
Kolar,Bajra, 2018-19,Kharif     ,98.0,89,0.908163265306122
Kolar,Banana, 1999-00,Whole Year ,422.0,9902,23.4644549763033
Kolar,Banana, 2000-01,Whole Year ,481.0,8842,18.3825363825364
Kolar,Banana, 2002-03,Whole Year ,1096.0,14701,13.4133211678832
Kolar,Banana, 2003-04,Whole Year ,1366.0,42123,30.8367496339678
Kolar,Banana, 2004-05,Whole Year ,1101.0,7498,6.81017257039055
Kolar,Banana, 2005-06,Whole Year ,1382.0,23168,16.7641099855282
Kolar,Banana, 2006-07,Whole Year ,2068.0,63037,30.4821083172147
Kolar,Banana, 2007-08,Whole Year ,568.0,5824,10.2535211267606
Kolar,Banana, 2008-09,Whole Year ,518.0,16886,32.5984555984556
Kolar,Banana, 2009-10,Whole Year ,568.0,8145,14.3397887323944
Kolar,Banana, 2010-11,Whole Year ,823.0,10525,12.7885783718105
Kolar,Banana, 2011-12,Whole Year ,750.0,10234,13.6453333333333
Kolar,Cardamom, 2018-19,Whole Year ,1.0,0.1,0.1
Kolar,Cashewnut, 2008-09,Whole Year ,883.0,542.85957,0.61479
Kolar,Cashewnut, 2009-10,Whole Year ,883.0,670,0.758776896942242
Kolar,Cashewnut, 2010-11,Whole Year ,1566.0,569,0.363346104725415
Kolar,Cashewnut, 2011-12,Whole Year ,1566.0,2223,1.41954022988506
Kolar,Cashewnut, 2012-13,Whole Year ,1515.0,2151,1.41980198019802
Kolar,Cashewnut, 2013-14,Whole Year ,1425.0,868,0.609122807017544
Kolar,Cashewnut, 2014-15,Whole Year ,700.0,450,0.642857142857143
Kolar,Cashewnut, 2015-16,Whole Year ,314.0,183,0.582802547770701
Kolar,Cashewnut, 2016-17,Whole Year ,197.0,91,0.461928934010152
Kolar,Cashewnut, 2017-18,Whole Year ,97.0,71,0.731958762886598
Kolar,Cashewnut, 2018-19,Whole Year ,69.0,83,1.20289855072464
Kolar,Castor seed, 1998-99,Kharif     ,298.0,254,0.852348993288591
Kolar,Castor seed, 1999-00,Kharif     ,412.0,318,0.771844660194175
Kolar,Castor seed, 2000-01,Kharif     ,292.0,374,1.28082191780822
Kolar,Castor seed, 2001-02,Kharif     ,124.0,92,0.741935483870968
Kolar,Castor seed, 2002-03,Kharif     ,140.0,129,0.921428571428571
Kolar,Castor seed, 2003-04,Kharif     ,671.0,602,0.897168405365127
Kolar,Castor seed, 2004-05,Kharif     ,297.0,258,0.868686868686869
Kolar,Castor seed, 2005-06,Kharif     ,497.0,517,1.04024144869215
Kolar,Castor seed, 2006-07,Kharif     ,497.0,397,0.798792756539235
Kolar,Castor seed, 2007-08,Kharif     ,45.0,30,0.666666666666667
Kolar,Castor seed, 2008-09,Kharif     ,69.0,65,0.942028985507246
Kolar,Castor seed, 2009-10,Kharif     ,72.0,47,0.652777777777778
Kolar,Castor seed, 2010-11,Kharif     ,80.0,67,0.8375
Kolar,Castor seed, 2011-12,Kharif     ,87.0,73,0.839080459770115
Kolar,Castor seed, 2012-13,Kharif     ,104.0,65,0.625
Kolar,Castor seed, 2013-14,Kharif     ,104.0,93,0.894230769230769
Kolar,Castor seed, 2014-15,Kharif     ,57.0,35,0.614035087719298
Kolar,Castor seed, 2015-16,Kharif     ,55.0,29,0.527272727272727
Kolar,Castor seed, 2016-17,Kharif     ,60.0,30,0.5
Kolar,Castor seed, 2017-18,Kharif     ,57.0,37,0.649122807017544
Kolar,Castor seed, 2018-19,Kharif     ,30.0,17,0.566666666666667
Kolar,Coconut , 1998-99,Whole Year ,2101.0,10030000,4773.91718229415
Kolar,Coconut , 1999-00,Whole Year ,2101.0,10030000,4773.91718229415
Kolar,Coconut , 2000-01,Whole Year ,2101.0,10030000,4773.91718229415
Kolar,Coconut , 2001-02,Whole Year ,2101.0,7523000,3580.67586863398
Kolar,Coconut , 2002-03,Whole Year ,2101.0,7523000,3580.67586863398
Kolar,Coconut , 2003-04,Whole Year ,2101.0,7523000,3580.67586863398
Kolar,Coconut , 2004-05,Whole Year ,2101.0,7523000,3580.67586863398
Kolar,Coconut , 2005-06,Whole Year ,2101.0,7523000,3580.67586863398
Kolar,Coconut , 2006-07,Whole Year ,2101.0,7523000,3580.67586863398
Kolar,Coconut , 2007-08,Whole Year ,1471.0,7490000,5091.7743031951
Kolar,Coconut , 2008-09,Whole Year ,1471.0,10078000,6851.12168592794
Kolar,Coconut , 2009-10,Whole Year ,1471.0,10459000,7110.12916383413
Kolar,Coconut , 2010-11,Whole Year ,2805.0,26814000,9559.35828877005
Kolar,Coconut , 2011-12,Whole Year ,2805.0,27886000,9941.53297682709
