District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
CHIKBALLAPUR,Arecanut, 2010-11,Whole Year ,296.0,3201,10.8141891891892
CHIKBALLAPUR,Arecanut, 2011-12,Whole Year ,159.0,1288,8.10062893081761
CHIKBALLAPUR,Arecanut, 2012-13,Whole Year ,159.0,1276,8.0251572327044
CHIKBALLAPUR,Arecanut, 2013-14,Whole Year ,159.0,1771,11.1383647798742
CHIKBALLAPUR,Arecanut, 2014-15,Whole Year ,140.0,1295,9.25
CHIKBALLAPUR,Arecanut, 2015-16,Whole Year ,182.0,1784,9.8021978021978
CHIKBALLAPUR,Arecanut, 2016-17,Whole Year ,108.0,1097,10.1574074074074
CHIKBALLAPUR,Arecanut, 2017-18,Whole Year ,110.0,1193,10.8454545454545
CHIKBALLAPUR,Arecanut, 2018-19,Whole Year ,422.0,3768,8.92890995260663
CHIKBALLAPUR,Arhar/Tur, 2007-08,Kharif     ,7021.0,3001,0.427431989745051
CHIKBALLAPUR,Arhar/Tur, 2008-09,Kharif     ,8247.0,4309,0.522493027767673
CHIKBALLAPUR,Arhar/Tur, 2009-10,Kharif     ,3894.0,1539,0.395223420647149
CHIKBALLAPUR,Arhar/Tur, 2010-11,Kharif     ,10964.0,9260,0.844582269244801
CHIKBALLAPUR,Arhar/Tur, 2011-12,Kharif     ,7279.0,4951,0.680175848330815
CHIKBALLAPUR,Arhar/Tur, 2012-13,Kharif     ,5802.0,2210,0.380903136849362
CHIKBALLAPUR,Arhar/Tur, 2013-14,Kharif     ,4989.0,4033,0.808378432551613
CHIKBALLAPUR,Arhar/Tur, 2014-15,Kharif     ,3417.0,1834,0.536728124085455
CHIKBALLAPUR,Arhar/Tur, 2015-16,Kharif     ,7682.0,3780,0.492059359541786
CHIKBALLAPUR,Arhar/Tur, 2016-17,Kharif     ,13168.0,4979,0.378113608748481
CHIKBALLAPUR,Arhar/Tur, 2017-18,Kharif     ,10720.0,11172,1.04216417910448
CHIKBALLAPUR,Arhar/Tur, 2018-19,Kharif     ,4417.0,1229,0.278243151460267
CHIKBALLAPUR,Bajra, 2010-11,Kharif     ,46.0,42,0.91304347826087
CHIKBALLAPUR,Bajra, 2011-12,Kharif     ,843.0,1001,1.18742586002372
CHIKBALLAPUR,Bajra, 2013-14,Kharif     ,2.0,2,1
CHIKBALLAPUR,Bajra, 2015-16,Kharif     ,82.0,54,0.658536585365854
CHIKBALLAPUR,Bajra, 2016-17,Kharif     ,40.0,42,1.05
CHIKBALLAPUR,Bajra, 2017-18,Kharif     ,106.0,169,1.59433962264151
CHIKBALLAPUR,Bajra, 2018-19,Kharif     ,210.0,191,0.90952380952381
CHIKBALLAPUR,Banana, 2007-08,Whole Year ,590.0,7490,12.6949152542373
CHIKBALLAPUR,Banana, 2008-09,Whole Year ,2321.0,42377,18.2580784144765
CHIKBALLAPUR,Banana, 2009-10,Whole Year ,2273.0,41284,18.162780466344
CHIKBALLAPUR,Banana, 2010-11,Whole Year ,2413.0,50586,20.9639452963116
CHIKBALLAPUR,Banana, 2011-12,Whole Year ,3297.0,76734,23.2738853503185
CHIKBALLAPUR,Cashewnut, 2008-09,Whole Year ,1967.0,718.56477,0.36531
CHIKBALLAPUR,Cashewnut, 2009-10,Whole Year ,2628.0,2971,1.13051750380518
CHIKBALLAPUR,Cashewnut, 2010-11,Whole Year ,2694.0,1446,0.536748329621381
CHIKBALLAPUR,Cashewnut, 2011-12,Whole Year ,2708.0,3212,1.18611521418021
CHIKBALLAPUR,Cashewnut, 2012-13,Whole Year ,2740.0,3250,1.18613138686131
CHIKBALLAPUR,Cashewnut, 2013-14,Whole Year ,2740.0,2444,0.891970802919708
CHIKBALLAPUR,Cashewnut, 2014-15,Whole Year ,2408.0,3004,1.24750830564784
CHIKBALLAPUR,Cashewnut, 2015-16,Whole Year ,2407.0,3107,1.29081844619859
CHIKBALLAPUR,Cashewnut, 2016-17,Whole Year ,2299.0,2661,1.15745976511527
CHIKBALLAPUR,Cashewnut, 2017-18,Whole Year ,2399.0,3206,1.33639016256774
CHIKBALLAPUR,Cashewnut, 2018-19,Whole Year ,1000.0,1038,1.038
CHIKBALLAPUR,Castor seed, 2007-08,Kharif     ,582.0,390,0.670103092783505
CHIKBALLAPUR,Castor seed, 2008-09,Kharif     ,730.0,692,0.947945205479452
CHIKBALLAPUR,Castor seed, 2009-10,Kharif     ,246.0,159,0.646341463414634
CHIKBALLAPUR,Castor seed, 2010-11,Kharif     ,330.0,276,0.836363636363636
CHIKBALLAPUR,Castor seed, 2011-12,Kharif     ,118.0,99,0.838983050847458
CHIKBALLAPUR,Castor seed, 2012-13,Kharif     ,53.0,33,0.622641509433962
CHIKBALLAPUR,Castor seed, 2013-14,Kharif     ,56.0,50,0.892857142857143
CHIKBALLAPUR,Castor seed, 2014-15,Kharif     ,73.0,44,0.602739726027397
CHIKBALLAPUR,Castor seed, 2015-16,Kharif     ,84.0,44,0.523809523809524
CHIKBALLAPUR,Castor seed, 2016-17,Kharif     ,70.0,35,0.5
CHIKBALLAPUR,Castor seed, 2017-18,Kharif     ,303.0,195,0.643564356435644
CHIKBALLAPUR,Castor seed, 2018-19,Kharif     ,21.0,5,0.238095238095238
CHIKBALLAPUR,Coconut , 2007-08,Whole Year ,630.0,3208000,5092.06349206349
CHIKBALLAPUR,Coconut , 2008-09,Whole Year ,699.0,4789000,6851.21602288984
CHIKBALLAPUR,Coconut , 2009-10,Whole Year ,821.0,5837000,7109.62241169306
CHIKBALLAPUR,Coconut , 2010-11,Whole Year ,1203.0,11500000,9559.43474646717
CHIKBALLAPUR,Coconut , 2011-12,Whole Year ,3192.0,31734000,9941.72932330827
CHIKBALLAPUR,Coconut , 2012-13,Whole Year ,3091.0,30433000,9845.68100938208
CHIKBALLAPUR,Coconut , 2013-14,Whole Year ,3091.0,24524000,7934.00194111938
CHIKBALLAPUR,Coconut , 2014-15,Whole Year ,2087.0,18624000,8923.81408720652
CHIKBALLAPUR,Coconut , 2015-16,Whole Year ,2100.0,17561000,8362.38095238095
CHIKBALLAPUR,Coconut , 2016-17,Whole Year ,1759.0,13752000,7818.07845366686
CHIKBALLAPUR,Coconut , 2017-18,Whole Year ,1700.0,13442000,7907.05882352941
CHIKBALLAPUR,Coconut , 2018-19,Whole Year ,591.0,4186000,7082.910321489
CHIKBALLAPUR,Coriander, 2007-08,Whole Year ,37.0,13,0.351351351351351
CHIKBALLAPUR,Coriander, 2008-09,Whole Year ,12.0,6,0.5
CHIKBALLAPUR,Coriander, 2009-10,Whole Year ,15.0,7,0.466666666666667
CHIKBALLAPUR,Coriander, 2010-11,Whole Year ,14.0,5,0.357142857142857
CHIKBALLAPUR,Coriander, 2012-13,Whole Year ,142.0,56,0.394366197183099
CHIKBALLAPUR,Coriander, 2014-15,Whole Year ,136.0,46,0.338235294117647
CHIKBALLAPUR,Coriander, 2015-16,Whole Year ,131.0,56,0.427480916030534
CHIKBALLAPUR,Coriander, 2016-17,Whole Year ,206.0,135,0.655339805825243
CHIKBALLAPUR,Coriander, 2017-18,Whole Year ,253.0,91,0.359683794466403
CHIKBALLAPUR,Coriander, 2018-19,Whole Year ,168.0,165,0.982142857142857
CHIKBALLAPUR,Cotton(lint), 2010-11,Kharif     ,93.0,244,2.62365591397849
CHIKBALLAPUR,Cotton(lint), 2010-11,Rabi       ,134.0,291,2.17164179104478
CHIKBALLAPUR,Cotton(lint), 2011-12,Kharif     ,136.0,416,3.05882352941176
CHIKBALLAPUR,Cotton(lint), 2011-12,Rabi       ,60.0,113,1.88333333333333
CHIKBALLAPUR,Cotton(lint), 2012-13,Kharif     ,120.0,276,2.3
CHIKBALLAPUR,Cotton(lint), 2012-13,Summer     ,35.0,97,2.77142857142857
CHIKBALLAPUR,Cotton(lint), 2013-14,Kharif     ,160.0,474,2.9625
CHIKBALLAPUR,Cotton(lint), 2014-15,Kharif     ,67.0,183,2.73134328358209
CHIKBALLAPUR,Cotton(lint), 2015-16,Kharif     ,107.0,197,1.8411214953271
CHIKBALLAPUR,Cotton(lint), 2016-17,Kharif     ,109.0,228,2.09174311926605
CHIKBALLAPUR,Cotton(lint), 2017-18,Kharif     ,40.0,140,3.5
CHIKBALLAPUR,Cotton(lint), 2018-19,Kharif     ,118.0,231,1.95762711864407
CHIKBALLAPUR,Cowpea(Lobia), 2010-11,Kharif     ,1428.0,1012,0.708683473389356
CHIKBALLAPUR,Cowpea(Lobia), 2010-11,Rabi       ,8.0,2,0.25
CHIKBALLAPUR,Cowpea(Lobia), 2011-12,Kharif     ,1269.0,691,0.544523246650906
CHIKBALLAPUR,Cowpea(Lobia), 2011-12,Rabi       ,22.0,8,0.363636363636364
CHIKBALLAPUR,Cowpea(Lobia), 2012-13,Kharif     ,1571.0,1807,1.1502227880331
CHIKBALLAPUR,Cowpea(Lobia), 2012-13,Rabi       ,20.0,7,0.35
CHIKBALLAPUR,Cowpea(Lobia), 2012-13,Summer     ,5.0,2,0.4
