District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
Hassan,Other Kharif pulses, 2005-06,Kharif     ,9198.0,2534,0.275494672754947
Hassan,Other Kharif pulses, 2006-07,Kharif     ,6459.0,3780,0.585229911751045
Hassan,Other Kharif pulses, 2007-08,Kharif     ,8128.0,3507,0.431471456692913
Hassan,Other Kharif pulses, 2008-09,Kharif     ,9145.0,3402,0.372006560962274
Hassan,Other Kharif pulses, 2009-10,Kharif     ,11141.0,5589,0.501660533165784
Hassan,Other Kharif pulses, 2010-11,Kharif     ,4080.0,2802,0.686764705882353
Hassan,Other Kharif pulses, 2011-12,Kharif     ,3840.0,2459,0.640364583333333
Hassan,Other Kharif pulses, 2012-13,Kharif     ,6520.0,3085,0.473159509202454
Hassan,Other Kharif pulses, 2013-14,Kharif     ,4068.0,3896,0.95771878072763
Hassan,Other Kharif pulses, 2014-15,Kharif     ,3157.0,2972,0.941400063351283
Hassan,Other Kharif pulses, 2015-16,Kharif     ,2645.0,1643,0.62117202268431
Hassan,Other Kharif pulses, 2016-17,Kharif     ,2901.0,504,0.173733195449845
Hassan,Other Kharif pulses, 2017-18,Kharif     ,4637.0,4987,1.07547983610093
Hassan,Other Kharif pulses, 2018-19,Kharif     ,2399.0,1486,0.619424760316799
Hassan,Peas & beans (Pulses), 1998-99,Kharif     ,191.0,1392,7.28795811518325
Hassan,Peas & beans (Pulses), 1998-99,Rabi       ,16.0,102,6.375
Hassan,Peas & beans (Pulses), 1998-99,Summer     ,243.0,1970,8.10699588477366
Hassan,Peas & beans (Pulses), 2001-02,Whole Year ,897.0,6607,7.36566332218506
Hassan,Peas & beans (Pulses), 2005-06,Kharif     ,104.0,697,6.70192307692308
Hassan,Peas & beans (Pulses), 2005-06,Rabi       ,12.0,84,7
Hassan,Peas & beans (Pulses), 2005-06,Summer     ,23.0,116,5.04347826086957
Hassan,Peas & beans (Pulses), 2010-11,Kharif     ,515.0,4586,8.90485436893204
Hassan,Peas & beans (Pulses), 2010-11,Rabi       ,320.0,2421,7.565625
Hassan,Peas & beans (Pulses), 2010-11,Summer     ,167.0,1471,8.80838323353293
Hassan,Peas & beans (Pulses), 2011-12,Kharif     ,614.0,5776,9.4071661237785
Hassan,Peas & beans (Pulses), 2011-12,Rabi       ,76.0,636,8.36842105263158
Hassan,Peas & beans (Pulses), 2011-12,Summer     ,131.0,631,4.81679389312977
Hassan,Potato, 1998-99,Kharif     ,14692.0,153737,10.4639940103458
Hassan,Potato, 1998-99,Rabi       ,506.0,5795,11.4525691699605
Hassan,Potato, 1998-99,Summer     ,205.0,2369,11.5560975609756
Hassan,Potato, 1999-00,Whole Year ,11247.0,139906,12.4394060638392
Hassan,Potato, 2000-01,Whole Year ,14230.0,142180,9.99156711173577
Hassan,Potato, 2001-02,Whole Year ,15367.0,138495,9.01249430598035
Hassan,Potato, 2002-03,Whole Year ,35647.0,50077,1.40480264818919
Hassan,Potato, 2003-04,Whole Year ,35363.0,155712,4.40324633091084
Hassan,Potato, 2004-05,Whole Year ,36151.0,183135,5.065834969987
Hassan,Potato, 2005-06,Kharif     ,55716.0,185997,3.33830497523153
Hassan,Potato, 2005-06,Rabi       ,50.0,904,18.08
Hassan,Potato, 2005-06,Summer     ,25.0,360,14.4
Hassan,Potato, 2006-07,Whole Year ,42834.0,263565,6.15317271326516
Hassan,Potato, 2007-08,Kharif     ,43327.0,110804,2.55738915687677
Hassan,Potato, 2007-08,Rabi       ,26.0,320,12.3076923076923
Hassan,Potato, 2008-09,Kharif     ,57481.0,78143,1.35945790783041
Hassan,Potato, 2008-09,Rabi       ,15.0,216,14.4
Hassan,Potato, 2009-10,Kharif     ,18250.0,81434,4.46213698630137
Hassan,Potato, 2009-10,Rabi       ,15.0,221,14.7333333333333
Hassan,Potato, 2010-11,Kharif     ,20610.0,139465,6.76686074721009
Hassan,Potato, 2010-11,Rabi       ,37.0,431,11.6486486486487
Hassan,Potato, 2011-12,Kharif     ,20267.0,152412,7.52020525978191
Hassan,Potato, 2011-12,Rabi       ,19.0,231,12.1578947368421
Hassan,Potato, 2011-12,Summer     ,2.0,29,14.5
Hassan,Potato, 2012-13,Kharif     ,16245.0,84062,5.17463835026162
Hassan,Potato, 2013-14,Kharif     ,18561.0,90157,4.857335272884
Hassan,Potato, 2014-15,Kharif     ,22207.0,124934,5.62588373035529
Hassan,Potato, 2014-15,Rabi       ,10.0,154,15.4
Hassan,Potato, 2014-15,Summer     ,4.0,55,13.75
Hassan,Potato, 2015-16,Kharif     ,18639.0,61691,3.30978056762702
Hassan,Potato, 2015-16,Rabi       ,30.0,452,15.0666666666667
Hassan,Potato, 2015-16,Summer     ,2.0,27,13.5
Hassan,Potato, 2016-17,Kharif     ,10089.0,101050,10.01585885618
Hassan,Potato, 2016-17,Rabi       ,60.0,830,13.8333333333333
