District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
Bangalore Urban,Arecanut, 1997-98,Whole Year ,762.0,1066,1.3989501312336
Bangalore Urban,Arecanut, 1998-99,Whole Year ,81.0,546,6.74074074074074
Bangalore Urban,Arecanut, 2000-01,Whole Year ,81.0,113,1.39506172839506
Bangalore Urban,Arecanut, 2001-02,Whole Year ,81.0,113,1.39506172839506
Bangalore Urban,Arecanut, 2003-04,Whole Year ,216.0,302,1.39814814814815
Bangalore Urban,Arecanut, 2004-05,Whole Year ,233.0,326,1.39914163090129
Bangalore Urban,Arecanut, 2005-06,Whole Year ,274.0,1845,6.73357664233577
Bangalore Urban,Arecanut, 2006-07,Whole Year ,247.0,346,1.40080971659919
Bangalore Urban,Arecanut, 2007-08,Whole Year ,326.0,2196,6.73619631901841
Bangalore Urban,Arecanut, 2008-09,Whole Year ,315.0,2122,6.73650793650794
Bangalore Urban,Arecanut, 2009-10,Whole Year ,384.0,2586,6.734375
Bangalore Urban,Arecanut, 2010-11,Whole Year ,383.0,4141,10.8120104438642
Bangalore Urban,Arecanut, 2011-12,Whole Year ,401.0,3247,8.09725685785536
Bangalore Urban,Arecanut, 2012-13,Whole Year ,346.0,2777,8.02601156069364
Bangalore Urban,Arecanut, 2013-14,Whole Year ,464.0,5168,11.1379310344828
Bangalore Urban,Arecanut, 2014-15,Whole Year ,231.0,2137,9.25108225108225
Bangalore Urban,Arecanut, 2015-16,Whole Year ,222.0,2176,9.8018018018018
Bangalore Urban,Arecanut, 2016-17,Whole Year ,264.0,2682,10.1590909090909
Bangalore Urban,Arecanut, 2017-18,Whole Year ,297.0,3221,10.8451178451178
Bangalore Urban,Arecanut, 2018-19,Whole Year ,401.0,3580,8.92768079800499
Bangalore Urban,Arhar/Tur, 1997-98,Kharif     ,6057.0,4131,0.682020802377415
Bangalore Urban,Arhar/Tur, 1998-99,Kharif     ,936.0,436,0.465811965811966
Bangalore Urban,Arhar/Tur, 1999-00,Kharif     ,1417.0,808,0.570218772053635
Bangalore Urban,Arhar/Tur, 2000-01,Kharif     ,909.0,411,0.452145214521452
Bangalore Urban,Arhar/Tur, 2001-02,Kharif     ,553.0,169,0.305605786618445
Bangalore Urban,Arhar/Tur, 2002-03,Kharif     ,319.0,149,0.467084639498433
Bangalore Urban,Arhar/Tur, 2003-04,Kharif     ,843.0,316,0.37485172004745
Bangalore Urban,Arhar/Tur, 2004-05,Kharif     ,1008.0,522,0.517857142857143
Bangalore Urban,Arhar/Tur, 2005-06,Kharif     ,849.0,577,0.67962308598351
Bangalore Urban,Arhar/Tur, 2006-07,Kharif     ,586.0,258,0.440273037542662
Bangalore Urban,Arhar/Tur, 2007-08,Kharif     ,630.0,417,0.661904761904762
Bangalore Urban,Arhar/Tur, 2008-09,Kharif     ,714.0,376,0.526610644257703
Bangalore Urban,Arhar/Tur, 2009-10,Kharif     ,617.0,285,0.461912479740681
Bangalore Urban,Arhar/Tur, 2010-11,Kharif     ,737.0,432,0.586160108548168
Bangalore Urban,Arhar/Tur, 2011-12,Kharif     ,1013.0,464,0.458045409674235
Bangalore Urban,Arhar/Tur, 2012-13,Kharif     ,638.0,452,0.70846394984326
Bangalore Urban,Arhar/Tur, 2013-14,Kharif     ,1011.0,929,0.9188921859545
Bangalore Urban,Arhar/Tur, 2014-15,Kharif     ,2093.0,1362,0.650740563784042
Bangalore Urban,Arhar/Tur, 2015-16,Kharif     ,463.0,170,0.367170626349892
Bangalore Urban,Arhar/Tur, 2016-17,Kharif     ,821.0,820,0.99878197320341
Bangalore Urban,Arhar/Tur, 2017-18,Kharif     ,600.0,569,0.948333333333333
Bangalore Urban,Arhar/Tur, 2018-19,Kharif     ,461.0,279,0.605206073752712
Bangalore Urban,Bajra, 2012-13,Kharif     ,2.0,2,1
Bangalore Urban,Bajra, 2013-14,Kharif     ,7.0,8,1.14285714285714
Bangalore Urban,Bajra, 2017-18,Kharif     ,3.0,5,1.66666666666667
Bangalore Urban,Bajra, 2018-19,Kharif     ,9.0,8,0.888888888888889
Bangalore Urban,Banana, 1999-00,Whole Year ,1191.0,27946,23.4643157010915
Bangalore Urban,Banana, 2000-01,Whole Year ,1359.0,24982,18.3826342899191
Bangalore Urban,Banana, 2002-03,Whole Year ,345.0,7631,22.1188405797101
Bangalore Urban,Banana, 2003-04,Whole Year ,314.0,6121,19.4936305732484
Bangalore Urban,Banana, 2004-05,Whole Year ,530.0,23206,43.7849056603774
Bangalore Urban,Banana, 2005-06,Whole Year ,490.0,5733,11.7
Bangalore Urban,Banana, 2006-07,Whole Year ,532.0,2808,5.2781954887218
Bangalore Urban,Banana, 2007-08,Whole Year ,415.0,15375,37.0481927710843
Bangalore Urban,Banana, 2008-09,Whole Year ,372.0,16495,44.3413978494624
Bangalore Urban,Banana, 2009-10,Whole Year ,408.0,13127,32.1740196078431
Bangalore Urban,Banana, 2010-11,Whole Year ,255.0,8548,33.521568627451
Bangalore Urban,Banana, 2011-12,Whole Year ,281.0,7021,24.9857651245552
Bangalore Urban,Black pepper, 1997-98,Kharif     ,1.0,2,2
Bangalore Urban,Black pepper, 2009-10,Whole Year ,17.0,63,3.70588235294118
Bangalore Urban,Black pepper, 2010-11,Whole Year ,16.0,9.7,0.60625
Bangalore Urban,Black pepper, 2011-12,Whole Year ,15.0,4.2,0.28
Bangalore Urban,Black pepper, 2012-13,Whole Year ,2.0,6,3
Bangalore Urban,Black pepper, 2013-14,Whole Year ,2.0,5,2.5
Bangalore Urban,Black pepper, 2014-15,Whole Year ,2.0,1.2,0.6
Bangalore Urban,Black pepper, 2015-16,Whole Year ,11.0,8.4,0.763636363636364
Bangalore Urban,Black pepper, 2016-17,Whole Year ,2.0,1.2,0.6
Bangalore Urban,Black pepper, 2017-18,Whole Year ,1.0,0.7,0.7
Bangalore Urban,Cashewnut, 2012-13,Whole Year ,3.0,2,0.666666666666667
Bangalore Urban,Cashewnut, 2013-14,Whole Year ,3.0,3,1
Bangalore Urban,Cashewnut, 2018-19,Whole Year ,4.0,5,1.25
Bangalore Urban,Castor seed, 1998-99,Kharif     ,351.0,299,0.851851851851852
Bangalore Urban,Castor seed, 1999-00,Kharif     ,508.0,392,0.771653543307087
Bangalore Urban,Castor seed, 2000-01,Kharif     ,585.0,749,1.28034188034188
Bangalore Urban,Castor seed, 2001-02,Kharif     ,465.0,344,0.739784946236559
Bangalore Urban,Castor seed, 2002-03,Kharif     ,308.0,284,0.922077922077922
Bangalore Urban,Castor seed, 2003-04,Kharif     ,399.0,358,0.897243107769424
Bangalore Urban,Castor seed, 2004-05,Kharif     ,457.0,396,0.866520787746171
Bangalore Urban,Castor seed, 2005-06,Kharif     ,512.0,533,1.041015625
Bangalore Urban,Castor seed, 2006-07,Kharif     ,248.0,198,0.798387096774194
Bangalore Urban,Castor seed, 2007-08,Kharif     ,277.0,186,0.671480144404332
Bangalore Urban,Castor seed, 2008-09,Kharif     ,288.0,273,0.947916666666667
Bangalore Urban,Castor seed, 2009-10,Kharif     ,235.0,152,0.646808510638298
Bangalore Urban,Castor seed, 2010-11,Kharif     ,265.0,222,0.837735849056604
Bangalore Urban,Castor seed, 2011-12,Kharif     ,288.0,242,0.840277777777778
Bangalore Urban,Castor seed, 2012-13,Kharif     ,99.0,62,0.626262626262626
