District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
DHARWAD,Arecanut, 1997-98,Whole Year ,219.0,306,1.3972602739726
DHARWAD,Arecanut, 1998-99,Whole Year ,7.0,47,6.71428571428571
DHARWAD,Arecanut, 2000-01,Whole Year ,17.0,24,1.41176470588235
DHARWAD,Arecanut, 2001-02,Whole Year ,10.0,14,1.4
DHARWAD,Arecanut, 2003-04,Whole Year ,8.0,11,1.375
DHARWAD,Arecanut, 2004-05,Whole Year ,11.0,15,1.36363636363636
DHARWAD,Arecanut, 2005-06,Whole Year ,15.0,101,6.73333333333333
DHARWAD,Arecanut, 2006-07,Whole Year ,18.0,25,1.38888888888889
DHARWAD,Arecanut, 2007-08,Whole Year ,17.0,114,6.70588235294118
DHARWAD,Arecanut, 2008-09,Whole Year ,9.0,61,6.77777777777778
DHARWAD,Arecanut, 2009-10,Whole Year ,15.0,101,6.73333333333333
DHARWAD,Arecanut, 2010-11,Whole Year ,16.0,173,10.8125
DHARWAD,Arecanut, 2011-12,Whole Year ,16.0,130,8.125
DHARWAD,Arecanut, 2012-13,Whole Year ,4.0,32,8
DHARWAD,Arecanut, 2013-14,Whole Year ,17.0,189,11.1176470588235
DHARWAD,Arecanut, 2014-15,Whole Year ,14.0,130,9.28571428571429
DHARWAD,Arecanut, 2015-16,Whole Year ,18.0,176,9.77777777777778
DHARWAD,Arecanut, 2016-17,Whole Year ,29.0,295,10.1724137931034
DHARWAD,Arecanut, 2017-18,Whole Year ,32.0,347,10.84375
DHARWAD,Arecanut, 2018-19,Whole Year ,101.0,902,8.93069306930693
DHARWAD,Arhar/Tur, 1997-98,Kharif     ,13160.0,4851,0.368617021276596
DHARWAD,Arhar/Tur, 1998-99,Kharif     ,2473.0,611,0.24706833805095
DHARWAD,Arhar/Tur, 1999-00,Kharif     ,2156.0,883,0.409554730983302
DHARWAD,Arhar/Tur, 2000-01,Kharif     ,2407.0,2184,0.907353552139593
DHARWAD,Arhar/Tur, 2001-02,Kharif     ,2247.0,378,0.168224299065421
DHARWAD,Arhar/Tur, 2002-03,Kharif     ,2551.0,162,0.0635045080360643
DHARWAD,Arhar/Tur, 2003-04,Kharif     ,3004.0,300,0.099866844207723
DHARWAD,Arhar/Tur, 2004-05,Kharif     ,2893.0,1627,0.562391980642931
