District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
Bidar,Arhar/Tur, 1997-98,Kharif     ,48463.0,3499,0.0721994098590677
Bidar,Arhar/Tur, 1998-99,Kharif     ,54354.0,41464,0.762850940133201
Bidar,Arhar/Tur, 1999-00,Kharif     ,56604.0,44847,0.792293830824677
Bidar,Arhar/Tur, 2000-01,Kharif     ,62518.0,23757,0.380002559262932
Bidar,Arhar/Tur, 2001-02,Kharif     ,64077.0,24349,0.379995942381822
Bidar,Arhar/Tur, 2002-03,Kharif     ,67313.0,40990,0.608946265951599
Bidar,Arhar/Tur, 2003-04,Kharif     ,73792.0,31967,0.433204141370338
Bidar,Arhar/Tur, 2004-05,Kharif     ,70100.0,44286,0.631754636233951
Bidar,Arhar/Tur, 2005-06,Kharif     ,69344.0,56522,0.815095754499308
Bidar,Arhar/Tur, 2006-07,Kharif     ,69189.0,34902,0.504444348090014
Bidar,Arhar/Tur, 2007-08,Kharif     ,66110.0,48422,0.732445923460899
Bidar,Arhar/Tur, 2008-09,Kharif     ,62667.0,50782,0.810346753474716
Bidar,Arhar/Tur, 2009-10,Kharif     ,67000.0,49647,0.741
Bidar,Arhar/Tur, 2010-11,Kharif     ,72728.0,65568,0.901550984490155
Bidar,Arhar/Tur, 2011-12,Kharif     ,76010.0,44842,0.589948690961716
Bidar,Arhar/Tur, 2012-13,Kharif     ,68625.0,82666,1.20460473588342
Bidar,Arhar/Tur, 2013-14,Kharif     ,73270.0,59305,0.809403575815477
Bidar,Arhar/Tur, 2014-15,Kharif     ,65965.0,44243,0.670704161297658
Bidar,Arhar/Tur, 2015-16,Kharif     ,67453.0,29797,0.441744622181371
Bidar,Arhar/Tur, 2016-17,Kharif     ,81611.0,101487,1.24354560047052
Bidar,Arhar/Tur, 2017-18,Kharif     ,78680.0,129909,1.65110574478902
Bidar,Arhar/Tur, 2018-19,Kharif     ,77019.0,34828,0.452200106467235
Bidar,Bajra, 1997-98,Kharif     ,14756.0,9500,0.643805909460558
Bidar,Bajra, 1998-99,Kharif     ,13994.0,6398,0.457195941117622
Bidar,Bajra, 1999-00,Kharif     ,8690.0,6722,0.773532796317606
Bidar,Bajra, 2000-01,Kharif     ,9808.0,7442,0.758768352365416
Bidar,Bajra, 2001-02,Kharif     ,8672.0,5038,0.580950184501845
Bidar,Bajra, 2002-03,Kharif     ,8364.0,6234,0.745337159253945
Bidar,Bajra, 2003-04,Kharif     ,10039.0,9804,0.976591293953581
Bidar,Bajra, 2004-05,Kharif     ,8912.0,7744,0.868940754039497
Bidar,Bajra, 2005-06,Kharif     ,9577.0,6050,0.63172183355957
Bidar,Bajra, 2006-07,Kharif     ,9430.0,7831,0.830434782608696
Bidar,Bajra, 2007-08,Kharif     ,8077.0,8456,1.04692336263464
Bidar,Bajra, 2008-09,Kharif     ,7219.0,7065,0.97866740545782
Bidar,Bajra, 2009-10,Kharif     ,7943.0,4377,0.55105124008561
Bidar,Bajra, 2010-11,Kharif     ,6717.0,5117,0.761798421914545
