District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
UTTAR KANNAD,Arecanut, 1997-98,Whole Year ,9363.0,12727,1.35928655345509
UTTAR KANNAD,Arecanut, 1998-99,Whole Year ,9728.0,63023,6.478515625
UTTAR KANNAD,Arecanut, 2000-01,Whole Year ,11160.0,15169,1.359229390681
UTTAR KANNAD,Arecanut, 2001-02,Whole Year ,11483.0,15608,1.35922668292258
UTTAR KANNAD,Arecanut, 2003-04,Whole Year ,12177.0,16552,1.35928389586926
UTTAR KANNAD,Arecanut, 2004-05,Whole Year ,12287.0,16701,1.35924147472939
UTTAR KANNAD,Arecanut, 2005-06,Whole Year ,14324.0,92799,6.47856743926278
UTTAR KANNAD,Arecanut, 2006-07,Whole Year ,14813.0,20135,1.35927901167893
UTTAR KANNAD,Arecanut, 2007-08,Whole Year ,14988.0,97101,6.47858286629303
UTTAR KANNAD,Arecanut, 2008-09,Whole Year ,15801.0,102368,6.47857730523385
UTTAR KANNAD,Arecanut, 2009-10,Whole Year ,16078.0,104162,6.47854210722727
UTTAR KANNAD,Arecanut, 2010-11,Whole Year ,16634.0,232441,13.9738487435373
UTTAR KANNAD,Arecanut, 2011-12,Whole Year ,17075.0,240463,14.0827525622255
UTTAR KANNAD,Arecanut, 2012-13,Whole Year ,17746.0,249912,14.082722867125
UTTAR KANNAD,Arecanut, 2013-14,Whole Year ,17671.0,196828,11.1384754682814
UTTAR KANNAD,Arecanut, 2014-15,Whole Year ,17912.0,227247,12.6868579723091
UTTAR KANNAD,Arecanut, 2015-16,Whole Year ,18431.0,243411,13.206608431447
UTTAR KANNAD,Arecanut, 2016-17,Whole Year ,18527.0,246513,13.3056080315216
UTTAR KANNAD,Arecanut, 2017-18,Whole Year ,18925.0,225204,11.8998150594452
UTTAR KANNAD,Arecanut, 2018-19,Whole Year ,30989.0,436410,14.0827390364323
UTTAR KANNAD,Arhar/Tur, 1997-98,Kharif     ,218.0,51,0.23394495412844
UTTAR KANNAD,Arhar/Tur, 1998-99,Kharif     ,204.0,95,0.465686274509804
