District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
DAKSHIN KANNAD,Arecanut, 1997-98,Whole Year ,24727.0,44112,1.7839608525094
DAKSHIN KANNAD,Arecanut, 1998-99,Whole Year ,21698.0,181622,8.37044888929855
DAKSHIN KANNAD,Arecanut, 2000-01,Whole Year ,25447.0,45397,1.78398239478131
DAKSHIN KANNAD,Arecanut, 2001-02,Whole Year ,25578.0,45631,1.78399405739307
DAKSHIN KANNAD,Arecanut, 2003-04,Whole Year ,27092.0,48332,1.78399527535804
DAKSHIN KANNAD,Arecanut, 2004-05,Whole Year ,27209.0,48540,1.78396853982138
DAKSHIN KANNAD,Arecanut, 2005-06,Whole Year ,27338.0,228831,8.37043675470042
DAKSHIN KANNAD,Arecanut, 2006-07,Whole Year ,27481.0,49026,1.78399621556712
DAKSHIN KANNAD,Arecanut, 2007-08,Whole Year ,27532.0,230455,8.37044166787738
DAKSHIN KANNAD,Arecanut, 2008-09,Whole Year ,27575.0,230815,8.37044424297371
DAKSHIN KANNAD,Arecanut, 2009-10,Whole Year ,27645.0,231401,8.37044673539519
DAKSHIN KANNAD,Arecanut, 2010-11,Whole Year ,27668.0,339926,12.2858898366344
DAKSHIN KANNAD,Arecanut, 2011-12,Whole Year ,27734.0,342934,12.365111415591
DAKSHIN KANNAD,Arecanut, 2012-13,Whole Year ,27921.0,345246,12.3651015364779
DAKSHIN KANNAD,Arecanut, 2013-14,Whole Year ,28232.0,357756,12.6720034003967
DAKSHIN KANNAD,Arecanut, 2014-15,Whole Year ,35183.0,447929,12.7314043714294
DAKSHIN KANNAD,Arecanut, 2015-16,Whole Year ,35409.0,370005,10.4494620011861
DAKSHIN KANNAD,Arecanut, 2016-17,Whole Year ,36725.0,450109,12.2562014976174
DAKSHIN KANNAD,Arecanut, 2017-18,Whole Year ,39396.0,425512,10.800893491725
DAKSHIN KANNAD,Arecanut, 2018-19,Whole Year ,84157.0,700266,8.32094775241513
DAKSHIN KANNAD,Arhar/Tur, 2018-19,Kharif     ,1.0,1,1
DAKSHIN KANNAD,Bajra, 2018-19,Kharif     ,4.0,4,1
DAKSHIN KANNAD,Banana, 1999-00,Whole Year ,1891.0,56940,30.1110523532522
DAKSHIN KANNAD,Banana, 2000-01,Whole Year ,2911.0,64912,22.2988663689454
DAKSHIN KANNAD,Banana, 2002-03,Whole Year ,3495.0,71931,20.5811158798283
DAKSHIN KANNAD,Banana, 2003-04,Whole Year ,4494.0,38783,8.6299510458389
DAKSHIN KANNAD,Banana, 2004-05,Whole Year ,5220.0,64952,12.4429118773946
DAKSHIN KANNAD,Banana, 2005-06,Whole Year ,8032.0,15301,1.90500498007968
DAKSHIN KANNAD,Banana, 2006-07,Whole Year ,3089.0,10444,3.38102945937197
DAKSHIN KANNAD,Banana, 2007-08,Whole Year ,3132.0,3154,1.00702426564496
DAKSHIN KANNAD,Banana, 2008-09,Whole Year ,3128.0,3804,1.21611253196931
DAKSHIN KANNAD,Banana, 2009-10,Whole Year ,3135.0,7888,2.51610845295056
DAKSHIN KANNAD,Banana, 2010-11,Whole Year ,3146.0,8186,2.60203432930706
DAKSHIN KANNAD,Banana, 2011-12,Whole Year ,3173.0,9268,2.92089505200126
DAKSHIN KANNAD,Black pepper, 1997-98,Kharif     ,1059.0,245,0.231350330500472
DAKSHIN KANNAD,Black pepper, 1998-99,Whole Year ,860.0,1992,2.31627906976744
DAKSHIN KANNAD,Black pepper, 1999-00,Whole Year ,870.0,2015,2.31609195402299
DAKSHIN KANNAD,Black pepper, 2000-01,Whole Year ,912.0,2113,2.31688596491228
DAKSHIN KANNAD,Black pepper, 2001-02,Whole Year ,1930.0,4471,2.31658031088083
DAKSHIN KANNAD,Black pepper, 2002-03,Whole Year ,1945.0,4506,2.31670951156812
DAKSHIN KANNAD,Black pepper, 2003-04,Whole Year ,1973.0,4571,2.31677648251394
DAKSHIN KANNAD,Black pepper, 2004-05,Whole Year ,1986.0,4601,2.31671701913394
DAKSHIN KANNAD,Black pepper, 2005-06,Whole Year ,1976.0,4578,2.3168016194332
DAKSHIN KANNAD,Black pepper, 2006-07,Whole Year ,2008.0,4652,2.31673306772908
DAKSHIN KANNAD,Black pepper, 2007-08,Whole Year ,2014.0,4048,2.00993048659384
DAKSHIN KANNAD,Black pepper, 2008-09,Whole Year ,2059.0,8724,4.23700825643516
DAKSHIN KANNAD,Black pepper, 2009-10,Whole Year ,2092.0,7435,3.55401529636711
DAKSHIN KANNAD,Black pepper, 2010-11,Whole Year ,2112.0,1087.3,0.514820075757576
DAKSHIN KANNAD,Black pepper, 2011-12,Whole Year ,2146.0,1111.1,0.517753960857409
DAKSHIN KANNAD,Black pepper, 2012-13,Whole Year ,2183.0,11303,5.17773705909299
DAKSHIN KANNAD,Black pepper, 2013-14,Whole Year ,2241.0,10893,4.86077643908969
DAKSHIN KANNAD,Black pepper, 2014-15,Whole Year ,2546.0,1320.8,0.518774548311076
DAKSHIN KANNAD,Black pepper, 2015-16,Whole Year ,2736.0,1029.3,0.376206140350877
DAKSHIN KANNAD,Black pepper, 2016-17,Whole Year ,3122.0,831.4,0.266303651505445
DAKSHIN KANNAD,Black pepper, 2017-18,Whole Year ,3558.0,2043,0.574198988195616
DAKSHIN KANNAD,Black pepper, 2018-19,Whole Year ,5322.0,1053.8,0.198008267568583
DAKSHIN KANNAD,Cardamom, 1997-98,Whole Year ,523.0,24,0.0458891013384321
DAKSHIN KANNAD,Cardamom, 1998-99,Whole Year ,518.0,24,0.0463320463320463
DAKSHIN KANNAD,Cardamom, 1999-00,Whole Year ,422.0,20,0.0473933649289099
DAKSHIN KANNAD,Cardamom, 2000-01,Whole Year ,258.0,12,0.0465116279069768
DAKSHIN KANNAD,Cardamom, 2002-03,Whole Year ,172.0,8,0.0465116279069768
DAKSHIN KANNAD,Cardamom, 2003-04,Whole Year ,173.0,8,0.046242774566474
DAKSHIN KANNAD,Cardamom, 2004-05,Whole Year ,171.0,8,0.0467836257309942
DAKSHIN KANNAD,Cardamom, 2005-06,Whole Year ,164.0,8,0.0487804878048781
DAKSHIN KANNAD,Cardamom, 2006-07,Whole Year ,139.0,6,0.0431654676258993
DAKSHIN KANNAD,Cardamom, 2007-08,Whole Year ,137.0,13,0.0948905109489051
DAKSHIN KANNAD,Cardamom, 2008-09,Whole Year ,124.0,12,0.0967741935483871
DAKSHIN KANNAD,Cardamom, 2009-10,Whole Year ,127.0,8,0.062992125984252
DAKSHIN KANNAD,Cardamom, 2010-11,Whole Year ,130.0,11,0.0846153846153846
DAKSHIN KANNAD,Cardamom, 2011-12,Whole Year ,130.0,11,0.0846153846153846
DAKSHIN KANNAD,Cardamom, 2012-13,Whole Year ,122.0,10,0.0819672131147541
DAKSHIN KANNAD,Cardamom, 2013-14,Whole Year ,122.0,10,0.0819672131147541
DAKSHIN KANNAD,Cardamom, 2014-15,Whole Year ,116.0,9,0.0775862068965517
DAKSHIN KANNAD,Cardamom, 2015-16,Whole Year ,106.0,9,0.0849056603773585
DAKSHIN KANNAD,Cardamom, 2016-17,Whole Year ,45.0,5,0.111111111111111
DAKSHIN KANNAD,Cardamom, 2017-18,Whole Year ,45.0,5,0.111111111111111
DAKSHIN KANNAD,Cardamom, 2018-19,Whole Year ,3.0,0.3,0.1
DAKSHIN KANNAD,Cashewnut, 2008-09,Whole Year ,30941.0,18807.79626,0.60786
DAKSHIN KANNAD,Cashewnut, 2009-10,Whole Year ,30957.0,23476,0.758342216623058
