District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
Mandya,Arecanut, 1997-98,Whole Year ,630.0,881,1.3984126984127
Mandya,Arecanut, 1998-99,Whole Year ,674.0,4539,6.73442136498516
Mandya,Arecanut, 2000-01,Whole Year ,700.0,979,1.39857142857143
Mandya,Arecanut, 2001-02,Whole Year ,732.0,1023,1.39754098360656
Mandya,Arecanut, 2003-04,Whole Year ,816.0,1141,1.39828431372549
Mandya,Arecanut, 2004-05,Whole Year ,879.0,1229,1.39817974971559
Mandya,Arecanut, 2005-06,Whole Year ,833.0,5610,6.73469387755102
Mandya,Arecanut, 2006-07,Whole Year ,868.0,1213,1.39746543778802
Mandya,Arecanut, 2007-08,Whole Year ,620.0,4176,6.73548387096774
Mandya,Arecanut, 2008-09,Whole Year ,653.0,4398,6.73506891271057
Mandya,Arecanut, 2009-10,Whole Year ,851.0,5731,6.73443008225617
Mandya,Arecanut, 2010-11,Whole Year ,873.0,9440,10.8132875143184
Mandya,Arecanut, 2011-12,Whole Year ,883.0,7151,8.09852774631937
Mandya,Arecanut, 2012-13,Whole Year ,1081.0,8676,8.0259019426457
Mandya,Arecanut, 2013-14,Whole Year ,986.0,10983,11.1389452332657
Mandya,Arecanut, 2014-15,Whole Year ,674.0,6236,9.25222551928783
Mandya,Arecanut, 2015-16,Whole Year ,873.0,8557,9.80183276059565
Mandya,Arecanut, 2016-17,Whole Year ,565.0,5739,10.1575221238938
Mandya,Arecanut, 2017-18,Whole Year ,370.0,4013,10.8459459459459
Mandya,Arecanut, 2018-19,Whole Year ,1842.0,16447,8.92888165038002
Mandya,Arhar/Tur, 1997-98,Kharif     ,1806.0,422,0.233665559246955
Mandya,Arhar/Tur, 1998-99,Kharif     ,2060.0,959,0.465533980582524
Mandya,Arhar/Tur, 1999-00,Kharif     ,1220.0,695,0.569672131147541
Mandya,Arhar/Tur, 2000-01,Kharif     ,1209.0,547,0.452440033085194
Mandya,Arhar/Tur, 2001-02,Kharif     ,647.0,198,0.306027820710974
Mandya,Arhar/Tur, 2002-03,Kharif     ,704.0,330,0.46875
Mandya,Arhar/Tur, 2003-04,Kharif     ,649.0,244,0.375963020030817
Mandya,Arhar/Tur, 2004-05,Kharif     ,1245.0,645,0.518072289156626
Mandya,Arhar/Tur, 2005-06,Kharif     ,1139.0,775,0.680421422300263
Mandya,Arhar/Tur, 2006-07,Kharif     ,744.0,328,0.440860215053763
Mandya,Arhar/Tur, 2007-08,Kharif     ,903.0,598,0.662236987818383
Mandya,Arhar/Tur, 2008-09,Kharif     ,1163.0,612,0.526225279449699
Mandya,Arhar/Tur, 2009-10,Kharif     ,1316.0,609,0.462765957446808
Mandya,Arhar/Tur, 2010-11,Kharif     ,1548.0,907,0.585917312661499
Mandya,Arhar/Tur, 2011-12,Kharif     ,1365.0,499,0.365567765567766
Mandya,Arhar/Tur, 2012-13,Kharif     ,1748.0,531,0.303775743707094
Mandya,Arhar/Tur, 2013-14,Kharif     ,1234.0,359,0.290923824959481
