District,Crop,Year,Season,Area(Hectare),Production(Tonnes),Yield
Mysore,Arecanut, 1997-98,Whole Year ,600.0,426,0.71
Mysore,Arecanut, 1998-99,Whole Year ,453.0,1589,3.50772626931567
Mysore,Arecanut, 2000-01,Whole Year ,400.0,284,0.71
Mysore,Arecanut, 2001-02,Whole Year ,798.0,566,0.709273182957393
Mysore,Arecanut, 2003-04,Whole Year ,645.0,458,0.710077519379845
Mysore,Arecanut, 2004-05,Whole Year ,676.0,480,0.710059171597633
Mysore,Arecanut, 2005-06,Whole Year ,556.0,1950,3.50719424460432
Mysore,Arecanut, 2006-07,Whole Year ,1026.0,728,0.709551656920078
Mysore,Arecanut, 2007-08,Whole Year ,911.0,3195,3.50713501646542
Mysore,Arecanut, 2008-09,Whole Year ,1109.0,3890,3.50766456266907
Mysore,Arecanut, 2009-10,Whole Year ,1066.0,3739,3.50750469043152
Mysore,Arecanut, 2010-11,Whole Year ,1375.0,14868,10.8130909090909
Mysore,Arecanut, 2011-12,Whole Year ,1424.0,11532,8.09831460674157
Mysore,Arecanut, 2012-13,Whole Year ,1527.0,12256,8.02619515389653
Mysore,Arecanut, 2013-14,Whole Year ,1617.0,18011,11.1385281385281
Mysore,Arecanut, 2014-15,Whole Year ,1786.0,16525,9.2525195968645
Mysore,Arecanut, 2015-16,Whole Year ,1485.0,14556,9.8020202020202
Mysore,Arecanut, 2016-17,Whole Year ,1567.0,15918,10.1582641991066
Mysore,Arecanut, 2017-18,Whole Year ,1616.0,17526,10.845297029703
Mysore,Arecanut, 2018-19,Whole Year ,3130.0,27947,8.92875399361022
Mysore,Arhar/Tur, 1997-98,Kharif     ,7509.0,1812,0.241310427487016
Mysore,Arhar/Tur, 1998-99,Kharif     ,6687.0,1957,0.292657394945416
Mysore,Arhar/Tur, 1999-00,Kharif     ,6465.0,3617,0.559474091260634
Mysore,Arhar/Tur, 2000-01,Kharif     ,4911.0,1694,0.344939930767664
Mysore,Arhar/Tur, 2001-02,Kharif     ,4394.0,2651,0.603322712790168
Mysore,Arhar/Tur, 2002-03,Kharif     ,6267.0,2697,0.430349449497367
Mysore,Arhar/Tur, 2003-04,Kharif     ,3601.0,2111,0.586226048319911
Mysore,Arhar/Tur, 2004-05,Kharif     ,5345.0,3214,0.601309635173059
Mysore,Arhar/Tur, 2005-06,Kharif     ,4315.0,2513,0.582387022016223
