Date,Year,Month,Production(Tonnes),MeanPrice(Rs./Quintal)
2002-12-01,2002,12,263,2386
2003-01-01,2003,1,230,2793
2004-01-01,2004,1,45,5498
2005-01-01,2005,1,44,2250
2005-12-01,2005,12,15,2800
2007-12-01,2007,12,9,1750
2008-01-01,2008,1,27,2765
2008-12-01,2008,12,17,2000
2009-11-01,2009,11,36,2489
2009-12-01,2009,12,171,2131
2010-01-01,2010,1,8,2600
2011-12-01,2011,12,10,3000
