Date,Year,Month,Production(Tonnes),MeanPrice(Rs./Quintal)
2008-01-01,2008,1,2,400
2015-01-01,2015,1,68,1000
2017-01-01,2017,1,25,1175
2018-01-01,2018,1,8,1767
2018-12-01,2018,12,1,1800
2019-01-01,2019,1,22,1811
