Date,Year,Month,Production(Tonnes),MeanPrice(Rs./Quintal)
2002-06-01,2002,6,28,1000
2002-07-01,2002,7,2,1550
2002-11-01,2002,11,11,1300
2003-01-01,2003,1,10,1000
2003-08-01,2003,8,13,1000
2003-11-01,2003,11,16,1000
2007-08-01,2007,8,13,814
