Date,Year,Month,Production(Tonnes),MeanPrice(Rs./Quintal)
2015-06-01,2015,6,2,8000
2015-07-01,2015,7,1,8900
2015-08-01,2015,8,1,9000
2015-11-01,2015,11,1,8200
2016-07-01,2016,7,3,9800
