Date,Year,Month,Production(Tonnes),MeanPrice(Rs./Quintal)
2005-08-01,2005,8,4,1100
2008-07-01,2008,7,10,1475
2008-11-01,2008,11,5,1700
2008-12-01,2008,12,4,1650
2009-01-01,2009,1,3,1300
2017-12-01,2017,12,43,2800
