Date,Year,Month,Production(Tonnes),MeanPrice(Rs./Quintal)
2015-11-01,2015,11,1,13166
2015-12-01,2015,12,2,11037
2016-01-01,2016,1,1,14000
2016-06-01,2016,6,4,12862
2016-07-01,2016,7,17,12416
2016-08-01,2016,8,6,11948
2016-11-01,2016,11,11,9492
2016-12-01,2016,12,1,8367
2017-01-01,2017,1,3,9534
2017-06-01,2017,6,10,6124
2017-07-01,2017,7,1,5500
2017-08-01,2017,8,7,5862
2017-11-01,2017,11,2,5585
