Date,Year,Month,Production(Tonnes),MeanPrice(Rs./Quintal)
2011-12-01,2011,12,20,3150
2013-06-01,2013,6,2,2109
2014-01-01,2014,1,1,3601
2015-01-01,2015,1,43,3425
2015-06-01,2015,6,1,5386
2016-01-01,2016,1,2,6906
2017-01-01,2017,1,1,3539
2018-01-01,2018,1,3,3188
2018-06-01,2018,6,226,2259
2018-12-01,2018,12,4,3408
2019-01-01,2019,1,32,3320
2019-06-01,2019,6,12,4469
