Date,Year,Month,Production(Tonnes),MeanPrice(Rs./Quintal)
2006-11-01,2006,11,1,3000
2009-07-01,2009,7,1,6000
2012-07-01,2012,7,1,6000
2013-07-01,2013,7,5,2300
2017-01-01,2017,1,5,6000
