Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arecanut,,,,,
 1.RAMANAGARA, 2007-08,Whole Year ,868,5846,6.73502304147466
, 2008-09,Whole Year ,2051,13813,6.73476352998537
, 2009-10,Whole Year ,2063,13894,6.73485215705284
, 2010-11,Whole Year ,2330,25194,10.8128755364807
, 2011-12,Whole Year ,2331,18877,8.0982410982411
, 2012-13,Whole Year ,1329,10666,8.02558314522197
, 2013-14,Whole Year ,1274,14190,11.138147566719
, 2014-15,Whole Year ,1452,13435,9.25275482093664
, 2015-16,Whole Year ,1736,17016,9.80184331797235
, 2016-17,Whole Year ,1878,19077,10.1581469648562
, 2017-18,Whole Year ,1878,20368,10.8455804046858
, 2018-19,Whole Year ,1811,16170,8.92876863611265
Total - Arecanut,,,21001,188546,8.97795343078901
Arhar/Tur,,,,,
 1.RAMANAGARA, 2007-08,Kharif     ,3615,3115,0.861687413554633
, 2008-09,Kharif     ,3748,2407,0.642209178228389
, 2009-10,Kharif     ,3607,2700,0.748544496811755
, 2010-11,Kharif     ,3363,1444,0.429378531073446
, 2011-12,Kharif     ,3210,2531,0.788473520249221
, 2012-13,Kharif     ,3559,2008,0.564203427929194
, 2013-14,Kharif     ,5030,4654,0.925248508946322
, 2014-15,Kharif     ,2468,1564,0.633711507293355
, 2015-16,Kharif     ,3557,2774,0.77987067753725
, 2016-17,Kharif     ,3275,1055,0.322137404580153
, 2017-18,Kharif     ,3377,2416,0.715427894580989
, 2018-19,Kharif     ,1379,760,0.551124002900653
Total - Arhar/Tur,,,40188,27428,0.682492286254603
Bajra,,,,,
 1.RAMANAGARA, 2012-13,Kharif     ,12,12,1
, 2013-14,Kharif     ,68,80,1.17647058823529
, 2014-15,Kharif     ,3,3,1
, 2015-16,Kharif     ,9,6,0.666666666666667
, 2016-17,Kharif     ,9,9,1
, 2017-18,Kharif     ,2,3,1.5
,,Summer     ,86,92,1.06976744186047
,,Total,88,95,1.07954545454545
, 2018-19,Kharif     ,7,6,0.857142857142857
Total - Bajra,,,196,211,1.0765306122449
Banana,,,,,
 1.RAMANAGARA, 2007-08,Whole Year ,2920,72962,24.9869863013699
, 2008-09,Whole Year ,3655,136649,37.3868673050616
, 2009-10,Whole Year ,3376,100865,29.8770734597156
, 2010-11,Whole Year ,2127,64046,30.1109543958627
, 2011-12,Whole Year ,2163,71083,32.8631530282016
Total - Banana,,,14241,445605,31.2902886033284
Black pepper,,,,,
 1.RAMANAGARA, 2011-12,Whole Year ,2,0.6,0.3
, 2012-13,Whole Year ,19,54,2.84210526315789
, 2013-14,Whole Year ,10,25,2.5
, 2014-15,Whole Year ,11,6.5,0.590909090909091
, 2015-16,Whole Year ,10,7.7,0.77
, 2016-17,Whole Year ,6,3.6,0.6
, 2017-18,Whole Year ,6,3.9,0.65
Total - Black pepper,,,64,101.3,1.5828125
Cardamom,,,,,
 1.RAMANAGARA, 2018-19,Whole Year ,10,1,0.1
Total - Cardamom,,,10,1,0.1
Cashewnut,,,,,
 1.RAMANAGARA, 2008-09,Whole Year ,20,12.2958,0.61479
, 2009-10,Whole Year ,18,14,0.777777777777778
, 2010-11,Whole Year ,2,1,0.5
, 2011-12,Whole Year ,1,1,1
, 2012-13,Whole Year ,2,2,1
, 2013-14,Whole Year ,2,2,1
, 2014-15,Whole Year ,2,1,0.5
, 2018-19,Whole Year ,16,19,1.1875
Total - Cashewnut,,,63,52.2958,0.830092063492063
Castor seed,,,,,
 1.RAMANAGARA, 2007-08,Kharif     ,1605,3478,2.16697819314642
, 2008-09,Kharif     ,1754,3541,2.0188141391106
, 2009-10,Kharif     ,1892,2056,1.08668076109937
, 2010-11,Kharif     ,1651,2121,1.28467595396729
, 2011-12,Kharif     ,1441,3402,2.36086051353227
, 2012-13,Kharif     ,892,1447,1.62219730941704
, 2013-14,Kharif     ,1511,3563,2.35804103242886
, 2014-15,Kharif     ,1001,888,0.887112887112887
, 2015-16,Kharif     ,915,710,0.775956284153005
, 2016-17,Kharif     ,1253,888,0.708699122106943
, 2017-18,Kharif     ,2105,1656,0.786698337292162
, 2018-19,Kharif     ,149,93,0.624161073825503
Total - Castor seed,,,16169,23843,1.47461191168285
Coconut ,,,,Nuts*,Nuts/Hectare
 1.RAMANAGARA, 2007-08,Whole Year ,13825,70391000,5091.57323688969
, 2008-09,Whole Year ,13861,92242000,6654.78681191833
, 2009-10,Whole Year ,14328,101875000,7110.20379676159
, 2010-11,Whole Year ,14982,143220000,9559.47136563877
, 2011-12,Whole Year ,14532,168554000,11598.8164051748
, 2012-13,Whole Year ,14014,162546000,11598.8297416869
, 2013-14,Whole Year ,13637,108194000,7933.85642003373
, 2014-15,Whole Year ,15056,167850000,11148.3793836344
, 2015-16,Whole Year ,18242,142779000,7826.93783576362
, 2016-17,Whole Year ,20052,128360000,6401.35647316976
, 2017-18,Whole Year ,21901,138873000,6340.94333592073
, 2018-19,Whole Year ,30244,155786000,5150.97209363841
Total - Coconut ,,,204674,1580670000,7722.8666073854
Coriander,,,,,
 1.RAMANAGARA, 2011-12,Whole Year ,9,4,0.444444444444444
, 2012-13,Whole Year ,2,1,0.5
, 2014-15,Whole Year ,2,1,0.5
, 2015-16,Whole Year ,1,,0
, 2017-18,Whole Year ,2,1,0.5
, 2018-19,Whole Year ,2,2,1
Total - Coriander,,,18,9,0.5
Cotton(lint),,,,Bales*,Bales/Hectare
 1.RAMANAGARA, 2014-15,Kharif     ,1,3,3
, 2015-16,Kharif     ,1,2,2
, 2016-17,Kharif     ,1,2,2
, 2018-19,Kharif     ,1,2,2
Total - Cotton(lint),,,4,9,2.25
Cowpea(Lobia),,,,,
 1.RAMANAGARA, 2010-11,Kharif     ,2199,1157,0.526148249204184
,,Rabi       ,23,6,0.260869565217391
,,Total,2222,1163,0.523402340234023
, 2011-12,Kharif     ,1996,2585,1.29509018036072
,,Rabi       ,12,4,0.333333333333333
,,Total,2008,2589,1.28934262948207
, 2012-13,Kharif     ,1154,724,0.62738301559792
, 2013-14,Kharif     ,1327,495,0.373021853805576
, 2014-15,Kharif     ,1160,1697,1.46293103448276
, 2015-16,Kharif     ,2909,3816,1.31179099346855
, 2016-17,Kharif     ,2656,3449,1.29856927710843
, 2017-18,Kharif     ,1630,904,0.554601226993865
,,Rabi       ,4,2,0.5
,,Total,1634,906,0.554467564259486
, 2018-19,Kharif     ,292,98,0.335616438356164
Total - Cowpea(Lobia),,,15362,14937,0.972334331467257
Dry chillies,,,,,
 1.RAMANAGARA, 2007-08,Kharif     ,612,551,0.900326797385621
, 2008-09,Kharif     ,529,491,0.928166351606805
,,Rabi       ,25,42,1.68
,,Summer     ,7,23,3.28571428571429
,,Total,561,556,0.99108734402852
, 2009-10,Rabi       ,18,54,3
, 2010-11,Kharif     ,485,399,0.822680412371134
,,Rabi       ,13,35,2.69230769230769
,,Total,498,434,0.8714859437751
, 2011-12,Kharif     ,602,486,0.807308970099668
, 2012-13,Kharif     ,455,417,0.916483516483516
, 2013-14,Kharif     ,484,537,1.10950413223141
,,Rabi       ,1,2,2
,,Total,485,539,1.11134020618557
, 2014-15,Kharif     ,484,548,1.13223140495868
,,Rabi       ,2,4,2
,,Total,486,552,1.1358024691358
, 2015-16,Kharif     ,492,427,0.867886178861789
, 2016-17,Kharif     ,520,270,0.519230769230769
,,Summer     ,2,5,2.5
,,Total,522,275,0.526819923371648
, 2017-18,Kharif     ,322,346,1.07453416149068
,,Summer     ,4,9,2.25
,,Total,326,355,1.08895705521472
Total - Dry chillies,,,5057,4646,0.91872651769824
Garlic,,,,,
 1.RAMANAGARA, 2011-12,Whole Year ,2,2,1
, 2012-13,Whole Year ,2,3,1.5
, 2013-14,Whole Year ,1,1,1
, 2014-15,Whole Year ,1,1,1
, 2015-16,Whole Year ,1,1,1
, 2016-17,Whole Year ,4,3,0.75
, 2017-18,Whole Year ,5,4,0.8
, 2018-19,Whole Year ,2,13,6.5
Total - Garlic,,,18,28,1.55555555555556
Ginger,,,,,
 1.RAMANAGARA, 2007-08,Whole Year ,4,82,20.5
, 2008-09,Whole Year ,4,127,31.75
, 2009-10,Whole Year ,6,189,31.5
, 2011-12,Whole Year ,9,28.6,3.17777777777778
, 2012-13,Whole Year ,7,223,31.8571428571429
, 2013-14,Whole Year ,2,55,27.5
, 2014-15,Whole Year ,3,87,29
, 2015-16,Whole Year ,20,747,37.35
, 2016-17,Whole Year ,7,177,25.2857142857143
, 2017-18,Whole Year ,33,852,25.8181818181818
, 2018-19,Whole Year ,11,169.3,15.3909090909091
Total - Ginger,,,106,2736.9,25.8198113207547
Gram,,,,,
 1.RAMANAGARA, 2007-08,Rabi       ,17,13,0.764705882352941
, 2009-10,Kharif     ,4067,1758,0.432259650848291
,,Rabi       ,3536,1821,0.514988687782805
,,Total,7603,3579,0.470735236091017
, 2012-13,Rabi       ,55,35,0.636363636363636
, 2013-14,Rabi       ,35,27,0.771428571428571
, 2014-15,Rabi       ,18,13,0.722222222222222
, 2015-16,Rabi       ,9,3,0.333333333333333
, 2018-19,Rabi       ,70,34,0.485714285714286
Total - Gram,,,7807,3704,0.474446009991034
Groundnut,,,,,
 1.RAMANAGARA, 2007-08,Kharif     ,7810,5750,0.736235595390525
,,Rabi       ,20,17,0.85
,,Total,7830,5767,0.736526181353768
, 2008-09,Kharif     ,7723,3903,0.505373559497605
,,Rabi       ,52,39,0.75
,,Total,7775,3942,0.507009646302251
, 2009-10,Kharif     ,7464,5368,0.719185423365488
,,Rabi       ,77,60,0.779220779220779
,,Total,7541,5428,0.719798435220793
, 2010-11,Kharif     ,4204,4521,1.07540437678402
,,Rabi       ,71,83,1.16901408450704
,,Total,4275,4604,1.07695906432749
, 2011-12,Kharif     ,4700,4401,0.936382978723404
,,Rabi       ,24,20,0.833333333333333
,,Total,4724,4421,0.935859441151566
, 2012-13,Kharif     ,3168,2387,0.753472222222222
,,Summer     ,5,4,0.8
,,Total,3173,2391,0.753545540497951
, 2013-14,Kharif     ,5588,7342,1.31388690050107
,,Summer     ,38,34,0.894736842105263
,,Total,5626,7376,1.31105581230004
, 2014-15,Kharif     ,3648,4332,1.1875
,,Summer     ,42,36,0.857142857142857
,,Total,3690,4368,1.18373983739837
, 2015-16,Kharif     ,3307,4756,1.4381614756577
, 2016-17,Kharif     ,2527,2713,1.07360506529482
, 2017-18,Kharif     ,1510,1819,1.2046357615894
, 2018-19,Kharif     ,1169,1273,1.08896492728828
Total - Groundnut,,,53147,48858,0.919299301936139
Horse-gram,,,,,
 1.RAMANAGARA, 2007-08,Kharif     ,4210,3208,0.761995249406176
,,Rabi       ,3887,2223,0.57190635451505
,,Total,8097,5431,0.670742250216129
, 2008-09,Kharif     ,3763,1970,0.523518469306404
,,Rabi       ,4321,1979,0.457995834297616
,,Total,8084,3949,0.488495794161306
, 2009-10,Kharif     ,4067,1758,0.432259650848291
,,Rabi       ,3536,1821,0.514988687782805
,,Total,7603,3579,0.470735236091017
, 2010-11,Kharif     ,4318,3319,0.768642890226957
,,Rabi       ,3970,3711,0.934760705289673
,,Total,8288,7030,0.848214285714286
, 2011-12,Kharif     ,4584,3828,0.835078534031414
,,Rabi       ,3205,2305,0.719188767550702
,,Total,7789,6133,0.787392476569521
, 2012-13,Kharif     ,4694,2698,0.574776310183213
,,Rabi       ,2782,1575,0.566139468008627
,,Total,7476,4273,0.571562332798288
, 2013-14,Kharif     ,7356,5996,0.815116911364872
,,Rabi       ,2810,1839,0.654448398576512
,,Total,10166,7835,0.770706275821365
, 2014-15,Kharif     ,5299,3182,0.600490658614833
,,Rabi       ,2154,1512,0.701949860724234
,,Total,7453,4694,0.629813497920301
, 2015-16,Kharif     ,5744,4295,0.747736768802228
,,Rabi       ,3300,2693,0.816060606060606
,,Total,9044,6988,0.772666961521451
, 2016-17,Kharif     ,2075,564,0.271807228915663
,,Rabi       ,8501,727,0.0855193506646277
,,Total,10576,1291,0.122068835098336
, 2017-18,Kharif     ,2848,1878,0.659410112359551
,,Rabi       ,4086,1704,0.417033773861968
,,Total,6934,3582,0.516584943755408
, 2018-19,Kharif     ,3020,1532,0.50728476821192
,,Rabi       ,4292,2283,0.531919850885368
,,Total,7312,3815,0.521745076586433
Total - Horse-gram,,,98822,58600,0.59298536763069
Jowar,,,,,
 1.RAMANAGARA, 2015-16,Rabi       ,76,51,0.671052631578947
, 2018-19,Kharif     ,1703,2336,1.37169700528479
Total - Jowar,,,1779,2387,1.34176503653738
Maize,,,,,
 1.RAMANAGARA, 2007-08,Kharif     ,1669,12220,7.32174955062912
,,Rabi       ,60,214,3.56666666666667
,,Summer     ,146,471,3.22602739726027
,,Total,1875,12905,6.88266666666667
, 2008-09,Kharif     ,1754,5374,3.06385404789054
,,Rabi       ,100,315,3.15
,,Summer     ,146,459,3.14383561643836
,,Total,2000,6148,3.074
, 2009-10,Kharif     ,1646,6845,4.15856622114216
,,Rabi       ,85,224,2.63529411764706
,,Summer     ,262,717,2.73664122137405
,,Total,1993,7786,3.90667335674862
, 2010-11,Kharif     ,1134,5367,4.73280423280423
,,Rabi       ,200,589,2.945
,,Summer     ,391,1330,3.40153452685422
,,Total,1725,7286,4.22376811594203
, 2011-12,Kharif     ,1959,6797,3.46962736089842
,,Rabi       ,131,482,3.6793893129771
,,Summer     ,299,1019,3.40802675585284
,,Total,2389,8298,3.47341984093763
, 2012-13,Kharif     ,2988,10784,3.6091030789826
,,Rabi       ,134,550,4.1044776119403
,,Summer     ,262,900,3.43511450381679
,,Total,3384,12234,3.61524822695035
, 2013-14,Kharif     ,4270,18323,4.29110070257611
,,Rabi       ,104,391,3.75961538461538
,,Summer     ,304,986,3.24342105263158
,,Total,4678,19700,4.21120136810603
, 2014-15,Kharif     ,2084,8262,3.96449136276392
,,Rabi       ,114,467,4.09649122807018
,,Summer     ,530,1729,3.2622641509434
,,Total,2728,10458,3.83357771260997
, 2015-16,Kharif     ,1453,4525,3.11424638678596
,,Rabi       ,175,399,2.28
,,Summer     ,359,1368,3.81058495821727
,,Total,1987,6292,3.1665827881228
, 2016-17,Kharif     ,1760,3630,2.0625
,,Rabi       ,22,39,1.77272727272727
,,Summer     ,133,1276,9.59398496240602
,,Total,1915,4945,2.5822454308094
, 2017-18,Kharif     ,1679,6792,4.04526503871352
