Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arecanut,,,,,
 1.TUMKUR, 1997-98,Whole Year ,7282,8932,1.22658610271903
, 1998-99,Whole Year ,7649,43262,5.65590273238332
, 2000-01,Whole Year ,10428,12791,1.22660145761412
, 2001-02,Whole Year ,12628,15490,1.22663921444409
, 2003-04,Whole Year ,15459,18962,1.22659939193997
, 2004-05,Whole Year ,16197,19867,1.22658517009323
, 2005-06,Whole Year ,19044,107710,5.65584961142617
, 2006-07,Whole Year ,19584,24022,1.2266135620915
, 2007-08,Whole Year ,19937,112761,5.65586597783017
, 2008-09,Whole Year ,22058,124757,5.65586181884124
, 2009-10,Whole Year ,25045,141651,5.65585945298463
, 2010-11,Whole Year ,29014,259664,8.94961053284621
, 2011-12,Whole Year ,29807,217923,7.31113496829604
, 2012-13,Whole Year ,30917,226039,7.31115567487143
, 2013-14,Whole Year ,29334,241183,8.22196086452581
, 2014-15,Whole Year ,32775,314901,9.60796338672769
, 2015-16,Whole Year ,34719,351452,10.1227569918488
, 2016-17,Whole Year ,35680,262981,7.37054372197309
, 2017-18,Whole Year ,37211,309631,8.32095348149741
, 2018-19,Whole Year ,55148,501469,9.09314934358454
Total - Arecanut,,,489916,3315448,6.76738053053993
Arhar/Tur,,,,,
 1.TUMKUR, 1997-98,Kharif     ,11135,3427,0.307768298158958
, 1998-99,Kharif     ,15946,6787,0.425623980935658
, 1999-00,Kharif     ,12898,3566,0.276476973174135
, 2000-01,Kharif     ,11220,6012,0.535828877005348
, 2001-02,Kharif     ,9512,5033,0.529121110176619
, 2002-03,Kharif     ,10208,3947,0.386657523510972
, 2003-04,Kharif     ,9806,2906,0.296349173975117
, 2004-05,Kharif     ,12595,9465,0.751488685986503
, 2005-06,Kharif     ,11861,8778,0.740072506534019
, 2006-07,Kharif     ,9257,3579,0.386626336826186
, 2007-08,Kharif     ,13744,11386,0.828434225844005
, 2008-09,Kharif     ,19497,13558,0.695389034210391
, 2009-10,Kharif     ,12229,7098,0.580423583285632
, 2010-11,Kharif     ,19151,5604,0.292621795206517
, 2011-12,Kharif     ,14476,4868,0.33628074053606
, 2012-13,Kharif     ,10988,3100,0.282125955587914
, 2013-14,Kharif     ,10966,4240,0.38664964435528
, 2014-15,Kharif     ,10040,2337,0.232768924302789
, 2015-16,Kharif     ,9824,3378,0.343851791530945
, 2016-17,Kharif     ,14142,3009,0.212770470937633
, 2017-18,Kharif     ,10963,2874,0.262154519748244
, 2018-19,Kharif     ,10507,3573,0.340059008280194
Total - Arhar/Tur,,,270965,118525,0.437418116730943
Bajra,,,,,
 1.TUMKUR, 1997-98,Kharif     ,223,47,0.210762331838565
, 1998-99,Kharif     ,376,176,0.468085106382979
, 1999-00,Kharif     ,207,79,0.381642512077295
, 2000-01,Kharif     ,311,136,0.437299035369775
, 2001-02,Kharif     ,253,102,0.403162055335968
, 2002-03,Kharif     ,244,89,0.364754098360656
, 2003-04,Kharif     ,309,88,0.284789644012945
, 2004-05,Kharif     ,261,97,0.371647509578544
, 2005-06,Kharif     ,249,212,0.85140562248996
, 2006-07,Kharif     ,113,51,0.451327433628319
, 2007-08,Kharif     ,193,135,0.699481865284974
, 2008-09,Kharif     ,143,70,0.48951048951049
, 2009-10,Kharif     ,136,42,0.308823529411765
, 2010-11,Kharif     ,197,108,0.548223350253807
, 2011-12,Kharif     ,90,64,0.711111111111111
, 2012-13,Kharif     ,90,94,1.04444444444444
, 2013-14,Kharif     ,92,109,1.18478260869565
, 2014-15,Kharif     ,337,358,1.06231454005935
, 2015-16,Kharif     ,282,185,0.656028368794326
,,Summer     ,1,1,1
,,Total,283,186,0.657243816254417
, 2016-17,Kharif     ,20,21,1.05
,,Summer     ,1,1,1
,,Total,21,22,1.04761904761905
, 2017-18,Kharif     ,24,38,1.58333333333333
, 2018-19,Kharif     ,164,149,0.908536585365854
,,Summer     ,14,16,1.14285714285714
,,Total,178,165,0.926966292134832
Total - Bajra,,,4330,2468,0.569976905311778
Banana,,,,,
 1.TUMKUR, 1999-00,Whole Year ,2251,48766,21.6641492669924
, 2000-01,Whole Year ,2630,47840,18.1901140684411
, 2002-03,Whole Year ,2348,29662,12.6328790459966
, 2003-04,Whole Year ,2039,27210,13.3447768513977
, 2004-05,Whole Year ,4531,30779,6.79298168174796
, 2005-06,Whole Year ,3064,26890,8.77610966057441
, 2006-07,Whole Year ,2945,23357,7.93106960950764
, 2007-08,Whole Year ,3815,44285,11.608125819135
, 2008-09,Whole Year ,4903,41298,8.4230063226596
, 2009-10,Whole Year ,5512,105748,19.1850507982583
, 2010-11,Whole Year ,5145,102257,19.8750242954325
, 2011-12,Whole Year ,4655,95339,20.4809881847476
Total - Banana,,,43838,623431,14.2212464072266
Black pepper,,,,,
 1.TUMKUR, 2001-02,Whole Year ,1,2,2
, 2002-03,Whole Year ,8,18,2.25
, 2003-04,Whole Year ,10,23,2.3
, 2004-05,Whole Year ,12,27,2.25
, 2005-06,Whole Year ,12,27,2.25
, 2006-07,Whole Year ,7,16,2.28571428571429
, 2007-08,Whole Year ,12,37,3.08333333333333
, 2008-09,Whole Year ,7,30,4.28571428571429
, 2009-10,Whole Year ,16,59,3.6875
, 2010-11,Whole Year ,11,6.6,0.6
, 2011-12,Whole Year ,1,0.3,0.3
, 2012-13,Whole Year ,1,3,3
, 2013-14,Whole Year ,1,2,2
, 2014-15,Whole Year ,31,18.2,0.587096774193548
, 2015-16,Whole Year ,36,27.5,0.763888888888889
, 2016-17,Whole Year ,71,43,0.605633802816901
Total - Black pepper,,,237,339.6,1.43291139240506
Cardamom,,,,,
 1.TUMKUR, 2010-11,Whole Year ,1,,0
, 2018-19,Whole Year ,27,3,0.111111111111111
Total - Cardamom,,,28,3,0.107142857142857
Cashewnut,,,,,
 1.TUMKUR, 2008-09,Whole Year ,130,79.9227,0.61479
, 2009-10,Whole Year ,159,121,0.761006289308176
, 2010-11,Whole Year ,164,120,0.731707317073171
, 2011-12,Whole Year ,150,120,0.8
, 2012-13,Whole Year ,145,117,0.806896551724138
, 2013-14,Whole Year ,48,43,0.895833333333333
, 2014-15,Whole Year ,78,58,0.743589743589744
, 2015-16,Whole Year ,45,29,0.644444444444444
, 2016-17,Whole Year ,104,59,0.567307692307692
, 2017-18,Whole Year ,86,63,0.732558139534884
, 2018-19,Whole Year ,111,134,1.20720720720721
Total - Cashewnut,,,1220,943.9227,0.773707131147541
Castor seed,,,,,
 1.TUMKUR, 1998-99,Kharif     ,5970,6709,1.12378559463987
, 1999-00,Kharif     ,4442,4169,0.938541197658712
, 2000-01,Kharif     ,4630,5692,1.22937365010799
, 2001-02,Kharif     ,3963,3023,0.762805955084532
, 2002-03,Kharif     ,3469,3190,0.919573364081868
, 2003-04,Kharif     ,3080,1150,0.373376623376623
, 2004-05,Kharif     ,5038,3920,0.778086542278682
, 2005-06,Kharif     ,3973,3382,0.851245909891769
, 2006-07,Kharif     ,2622,1637,0.624332570556827
, 2007-08,Kharif     ,4574,2955,0.646042850896371
, 2008-09,Kharif     ,4174,4029,0.965261140392908
, 2009-10,Kharif     ,3486,2629,0.754159495123351
, 2010-11,Kharif     ,3259,2031,0.62319729978521
, 2011-12,Kharif     ,4317,2735,0.633541811443132
, 2012-13,Kharif     ,2764,1260,0.455861070911722
, 2013-14,Kharif     ,2265,1478,0.652538631346578
, 2014-15,Kharif     ,2977,1660,0.557608330534095
, 2015-16,Kharif     ,2086,1233,0.591083413231064
, 2016-17,Kharif     ,1587,196,0.123503465658475
, 2017-18,Kharif     ,1523,470,0.3086014445174
, 2018-19,Kharif     ,553,317,0.573236889692586
Total - Castor seed,,,70752,53865,0.761321234735414
Coconut ,,,,Nuts*,Nuts/Hectare
 1.TUMKUR, 1998-99,Whole Year ,83818,551484000,6579.54138729151
, 1999-00,Whole Year ,88293,580927000,6579.53631658229
, 2000-01,Whole Year ,100810,663283000,6579.53576034124
, 2001-02,Whole Year ,110993,547767000,4935.14906345445
, 2002-03,Whole Year ,111248,549026000,4935.15389040702
, 2003-04,Whole Year ,109443,540118000,4935.15345887814
, 2004-05,Whole Year ,110937,547491000,4935.15238378539
, 2005-06,Whole Year ,122690,605494000,4935.1536392534
, 2006-07,Whole Year ,125511,619416000,4935.15309415111
, 2007-08,Whole Year ,124110,683765000,5509.34654741761
, 2008-09,Whole Year ,132587,994566000,7501.23315257152
, 2009-10,Whole Year ,138660,985898000,7110.18318188374
, 2010-11,Whole Year ,142248,1347700000,9474.29840841348
, 2011-12,Whole Year ,143110,1351758000,9445.58731046049
, 2012-13,Whole Year ,147539,1393593000,9445.59065738551
, 2013-14,Whole Year ,145910,1139718000,7811.1027345624
, 2014-15,Whole Year ,149419,1283692000,8591.22333839739
, 2015-16,Whole Year ,152341,1264153000,8298.17974150098
, 2016-17,Whole Year ,157317,1203433000,7649.73270530203
, 2017-18,Whole Year ,153684,1139278000,7413.12042893209
, 2018-19,Whole Year ,183232,1305171000,7123.05165036675
Total - Coconut ,,,2733900,19297731000,7058.68210249095
Coriander,,,,,
 1.TUMKUR, 1997-98,Whole Year ,23,3,0.130434782608696
, 1998-99,Whole Year ,52,6,0.115384615384615
, 1999-00,Whole Year ,69,8,0.115942028985507
, 2000-01,Whole Year ,58,6,0.103448275862069
, 2001-02,Whole Year ,20,2,0.1
, 2002-03,Whole Year ,8,1,0.125
, 2003-04,Whole Year ,9,1,0.111111111111111
, 2004-05,Whole Year ,21,2,0.0952380952380952
, 2005-06,Whole Year ,8,1,0.125
, 2006-07,Whole Year ,2,,0
, 2007-08,Whole Year ,16,6,0.375
, 2008-09,Whole Year ,28,15,0.535714285714286
, 2009-10,Whole Year ,4,2,0.5
, 2010-11,Whole Year ,8,3,0.375
, 2011-12,Whole Year ,58,24,0.413793103448276
, 2012-13,Whole Year ,42,17,0.404761904761905
, 2014-15,Whole Year ,3,1,0.333333333333333
, 2015-16,Whole Year ,9,4,0.444444444444444
, 2018-19,Whole Year ,26,23,0.884615384615385
Total - Coriander,,,464,125,0.269396551724138
Cotton(lint),,,,Bales*,Bales/Hectare
 1.TUMKUR, 1998-99,Kharif     ,1343,2020,1.50409530900968
, 1999-00,Kharif     ,548,920,1.67883211678832
, 2000-01,Kharif     ,695,1493,2.14820143884892
, 2001-02,Kharif     ,973,1809,1.85919835560123
, 2002-03,Kharif     ,856,1576,1.8411214953271
, 2003-04,Kharif     ,312,698,2.23717948717949
, 2004-05,Kharif     ,786,1186,1.5089058524173
, 2005-06,Whole Year ,812,1609,1.98152709359606
, 2006-07,Whole Year ,926,1761,1.90172786177106
, 2007-08,Whole Year ,1046,2848,2.72275334608031
, 2008-09,Whole Year ,668,2529,3.78592814371257
, 2009-10,Whole Year ,852,2114,2.481220657277
, 2010-11,Kharif     ,867,2659,3.06689734717416
,,Rabi       ,101,219,2.16831683168317
,,Total,968,2878,2.97314049586777
, 2011-12,Kharif     ,1428,4046,2.83333333333333
,,Rabi       ,20,38,1.9
,,Total,1448,4084,2.82044198895028
, 2012-13,Kharif     ,1379,3167,2.29659173313996
,,Summer     ,5,14,2.8
,,Total,1384,3181,2.29841040462428
, 2013-14,Kharif     ,753,1675,2.22443559096946
,,Rabi       ,2,4,2
,,Summer     ,7,25,3.57142857142857
,,Total,762,1704,2.23622047244094
, 2014-15,Kharif     ,1742,4507,2.58725602755453
,,Rabi       ,2,3,1.5
,,Summer     ,9,17,1.88888888888889
,,Total,1753,4527,2.58243011979464
, 2015-16,Kharif     ,1526,2746,1.79947575360419
,,Summer     ,8,17,2.125
,,Total,1534,2763,1.80117340286832
, 2016-17,Kharif     ,1101,14267,12.9582198001817
,,Rabi       ,2,1,0.5
,,Total,1103,14268,12.935630099728
, 2017-18,Kharif     ,736,391,0.53125
, 2018-19,Kharif     ,1512,1817,1.20171957671958
Total - Cotton(lint),,,21017,56176,2.67288385592615
Cowpea(Lobia),,,,,
 1.TUMKUR, 2010-11,Kharif     ,5112,2972,0.581377151799687
,,Rabi       ,80,21,0.2625
,,Total,5192,2993,0.576463790446841
, 2011-12,Kharif     ,2923,2196,0.751282928498118
,,Rabi       ,92,32,0.347826086956522
,,Total,3015,2228,0.738971807628524
, 2012-13,Kharif     ,3467,751,0.216613787135852
,,Rabi       ,231,77,0.333333333333333
,,Total,3698,828,0.223904813412655
, 2013-14,Kharif     ,3558,1531,0.430297920179876
,,Rabi       ,54,23,0.425925925925926
,,Summer     ,51,20,0.392156862745098
,,Total,3663,1574,0.42970242970243
, 2014-15,Kharif     ,2581,1530,0.592793490895002
,,Rabi       ,95,35,0.368421052631579
,,Summer     ,19,7,0.368421052631579
,,Total,2695,1572,0.58330241187384
, 2015-16,Kharif     ,2460,1087,0.441869918699187
,,Rabi       ,18,8,0.444444444444444
,,Summer     ,76,23,0.302631578947368
,,Total,2554,1118,0.437744714173845
, 2016-17,Kharif     ,2760,700,0.253623188405797
,,Summer     ,13,2,0.153846153846154
,,Total,2773,702,0.253155427335016
, 2017-18,Kharif     ,4457,572,0.128337446713036
,,Rabi       ,87,35,0.402298850574713
,,Total,4544,607,0.133582746478873
, 2018-19,Kharif     ,1620,329,0.203086419753086
Total - Cowpea(Lobia),,,29754,11951,0.401660280970626
Dry chillies,,,,,
 1.TUMKUR, 1997-98,Kharif     ,3620,5998,1.65690607734807
,,Rabi       ,11,19,1.72727272727273
,,Total,3631,6017,1.65711925089507
, 1998-99,Whole Year ,3716,4467,1.20209903121636
, 1999-00,Whole Year ,5136,6407,1.24746884735203
, 2000-01,Whole Year ,4571,6584,1.44038503609713
, 2001-02,Whole Year ,4715,7101,1.50604453870626
, 2002-03,Whole Year ,3159,1806,0.571699905033238
, 2003-04,Whole Year ,2443,806,0.329922226770364
, 2004-05,Whole Year ,4086,2487,0.608663729809104
, 2005-06,Kharif     ,3138,2429,0.774059910771192
,,Rabi       ,26,42,1.61538461538462
,,Summer     ,29,77,2.6551724137931
,,Total,3193,2548,0.797995615408707
, 2006-07,Whole Year ,2663,2895,1.08711978971085
, 2007-08,Kharif     ,2528,3475,1.37460443037975
,,Rabi       ,63,110,1.74603174603175
,,Summer     ,20,68,3.4
,,Total,2611,3653,1.39908081194944
, 2008-09,Kharif     ,3359,2349,0.699315272402501
,,Rabi       ,52,88,1.69230769230769
