Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arhar/Tur,,,,,
 1.RAICHUR, 1997-98,Kharif     ,25952,3156,0.121609124537608
, 1998-99,Kharif     ,19100,3429,0.179528795811518
, 1999-00,Kharif     ,12469,2499,0.200417034244927
, 2000-01,Kharif     ,20627,2920,0.141562030348572
, 2001-02,Kharif     ,13450,2581,0.191895910780669
, 2002-03,Kharif     ,12569,3403,0.270745484923224
, 2003-04,Kharif     ,17478,3719,0.212781782812679
, 2004-05,Kharif     ,17583,8569,0.487345731672638
, 2005-06,Kharif     ,16413,9387,0.571924693840249
, 2006-07,Kharif     ,13338,4688,0.35147698305593
, 2007-08,Kharif     ,17912,6245,0.348648950424297
, 2008-09,Kharif     ,13531,3432,0.253639790111596
, 2009-10,Kharif     ,12984,3626,0.279266789895256
, 2010-11,Kharif     ,62051,20986,0.338205669529903
, 2011-12,Kharif     ,42859,11808,0.275508061317343
, 2012-13,Kharif     ,31072,12103,0.389514675592173
, 2013-14,Kharif     ,38322,16965,0.442696101456083
, 2014-15,Kharif     ,37594,24929,0.663111134755546
, 2015-16,Kharif     ,33623,14246,0.423698063825358
, 2016-17,Kharif     ,89220,70265,0.787547635059404
, 2017-18,Kharif     ,38188,27100,0.70964700953179
, 2018-19,Kharif     ,102883,36261,0.352448898263075
Total - Arhar/Tur,,,689218,292317,0.424128505059357
Bajra,,,,,
 1.RAICHUR, 1997-98,Kharif     ,68296,26777,0.392072742181094
, 1998-99,Kharif     ,65722,42536,0.647210979580658
, 1999-00,Kharif     ,54069,21834,0.403817344504245
, 2000-01,Kharif     ,75776,44190,0.583166173986487
, 2001-02,Kharif     ,41821,12900,0.308457473518089
, 2002-03,Kharif     ,63588,18369,0.288875259482921
, 2003-04,Kharif     ,69550,29978,0.431028037383178
,,Summer     ,14,13,0.928571428571429
,,Total,69564,29991,0.431128169742971
, 2004-05,Kharif     ,74080,32237,0.435164686825054
,,Summer     ,769,621,0.807542262678804
,,Total,74849,32858,0.438990500875095
, 2005-06,Kharif     ,68058,69299,1.01823444708925
,,Summer     ,4,5,1.25
,,Total,68062,69304,1.01824806793806
, 2006-07,Kharif     ,57333,17692,0.308583189437148
,,Summer     ,70,30,0.428571428571429
,,Total,57403,17722,0.308729508910684
, 2007-08,Kharif     ,62068,43211,0.696188051814139
,,Summer     ,9,8,0.888888888888889
,,Total,62077,43219,0.696215989819096
, 2008-09,Kharif     ,53497,36280,0.67816886928239
,,Summer     ,8,7,0.875
,,Total,53505,36287,0.678198299224372
, 2009-10,Kharif     ,55935,24202,0.432680790202914
, 2010-11,Kharif     ,53772,47919,0.891151528676635
,,Summer     ,115,98,0.852173913043478
,,Total,53887,48017,0.891068346725555
, 2011-12,Kharif     ,45346,40543,0.894081065584616
,,Summer     ,870,744,0.855172413793103
,,Total,46216,41287,0.893348623853211
, 2012-13,Kharif     ,52357,51281,0.979448784307733
, 2013-14,Kharif     ,50996,56876,1.11530316103224
, 2014-15,Kharif     ,46275,33806,0.73054565099946
, 2015-16,Kharif     ,35812,27149,0.758097844298001
,,Summer     ,1230,1332,1.08292682926829
,,Total,37042,28481,0.768883969548081
, 2016-17,Kharif     ,51248,74051,1.44495394942242
,,Summer     ,559,584,1.04472271914132
,,Total,51807,74635,1.44063543536588
, 2017-18,Kharif     ,39708,52963,1.33381182633223
, 2018-19,Kharif     ,46878,43198,0.921498357438457
,,Summer     ,144,153,1.0625
,,Total,47022,43351,0.921930160350474
Total - Bajra,,,1235977,850886,0.688431904477187
Banana,,,,,
 1.RAICHUR, 1999-00,Whole Year ,20,469,23.45
, 2000-01,Whole Year ,23,423,18.3913043478261
, 2002-03,Whole Year ,36,616,17.1111111111111
, 2003-04,Whole Year ,25,325,13
, 2004-05,Whole Year ,22,276,12.5454545454545
, 2005-06,Whole Year ,8,95,11.875
, 2006-07,Whole Year ,8,160,20
, 2007-08,Whole Year ,93,1645,17.6881720430108
, 2008-09,Whole Year ,59,1025,17.3728813559322
, 2009-10,Whole Year ,65,1442,22.1846153846154
, 2010-11,Whole Year ,79,1855,23.4810126582278
, 2011-12,Whole Year ,71,1774,24.9859154929577
Total - Banana,,,509,10105,19.852652259332
Castor seed,,,,,
 1.RAICHUR, 1998-99,Kharif     ,578,493,0.852941176470588
, 1999-00,Kharif     ,1267,977,0.771112865035517
, 2000-01,Kharif     ,3200,4098,1.280625
, 2001-02,Kharif     ,1076,405,0.37639405204461
, 2002-03,Kharif     ,429,140,0.326340326340326
, 2003-04,Kharif     ,1165,437,0.375107296137339
