Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arhar/Tur,,,,,
 1.YADGIR, 2010-11,Kharif     ,67495,48218,0.71439365878954
, 2011-12,Kharif     ,77524,29975,0.386654455394458
, 2012-13,Kharif     ,61773,34389,0.556699528920402
, 2013-14,Kharif     ,82658,66589,0.805596554477486
, 2014-15,Kharif     ,44909,28414,0.632701685630943
, 2015-16,Kharif     ,79846,23666,0.296395561455802
, 2016-17,Kharif     ,91971,76888,0.836002653010188
, 2017-18,Kharif     ,58035,59213,1.02029809597657
, 2018-19,Kharif     ,110119,74798,0.679246996431134
Total - Arhar/Tur,,,674330,442150,0.655687867957825
Bajra,,,,,
 1.YADGIR, 2010-11,Kharif     ,23349,18167,0.778063300355476
,,Rabi       ,76,50,0.657894736842105
,,Summer     ,617,462,0.748784440842788
,,Total,24042,18679,0.776932035604359
, 2011-12,Kharif     ,17401,9655,0.554853169358083
,,Rabi       ,828,545,0.658212560386473
,,Summer     ,621,647,1.04186795491143
,,Total,18850,10847,0.575437665782493
, 2012-13,Kharif     ,21183,18977,0.895859887645754
, 2013-14,Kharif     ,19647,20531,1.04499414668906
, 2014-15,Kharif     ,16160,15552,0.962376237623762
, 2015-16,Kharif     ,14742,10350,0.702075702075702
,,Summer     ,871,843,0.967853042479908
,,Total,15613,11193,0.716902581182348
, 2016-17,Kharif     ,16773,13034,0.777082215465331
,,Summer     ,1090,1159,1.06330275229358
,,Total,17863,14193,0.794547388456586
, 2017-18,Kharif     ,8891,17704,1.99122708356765
,,Summer     ,4785,4859,1.01546499477534
,,Total,13676,22563,1.64982451009067
, 2018-19,Kharif     ,8046,9784,1.21600795426299
,,Summer     ,830,843,1.01566265060241
,,Total,8876,10627,1.19727354664263
Total - Bajra,,,155910,143162,0.918234879096915
Cashewnut,,,,,
 1.YADGIR, 2018-19,Whole Year ,5,6,1.2
Total - Cashewnut,,,5,6,1.2
Castor seed,,,,,
 1.YADGIR, 2010-11,Kharif     ,23,19,0.826086956521739
, 2011-12,Kharif     ,28,23,0.821428571428571
, 2012-13,Kharif     ,30,19,0.633333333333333
, 2013-14,Kharif     ,157,140,0.89171974522293
, 2014-15,Kharif     ,50,30,0.6
, 2015-16,Kharif     ,26,14,0.538461538461538
, 2016-17,Kharif     ,23,11,0.478260869565217
, 2017-18,Kharif     ,15,10,0.666666666666667
, 2018-19,Kharif     ,14,8,0.571428571428571
Total - Castor seed,,,366,274,0.748633879781421
Coconut ,,,,Nuts*,Nuts/Hectare
 1.YADGIR, 2010-11,Whole Year ,218,2084000,9559.63302752294
, 2011-12,Whole Year ,218,2167000,9940.36697247707
, 2012-13,Whole Year ,214,2107000,9845.79439252336
, 2013-14,Whole Year ,197,1563000,7934.01015228426
, 2014-15,Whole Year ,168,1499000,8922.61904761905
, 2015-16,Whole Year ,168,1405000,8363.09523809524
, 2016-17,Whole Year ,125,977000,7816
, 2017-18,Whole Year ,123,973000,7910.56910569106
, 2018-19,Whole Year ,26,184000,7076.92307692308
Total - Coconut ,,,1457,12959000,8894.30336307481
Coriander,,,,,
 1.YADGIR, 2010-11,Whole Year ,1,,0
, 2011-12,Whole Year ,2,1,0.5
, 2014-15,Whole Year ,1,,0
, 2018-19,Whole Year ,10,9,0.9
Total - Coriander,,,14,10,0.714285714285714
Cotton(lint),,,,Bales*,Bales/Hectare
 1.YADGIR, 2010-11,Kharif     ,33316,87054,2.61297874894945
, 2011-12,Kharif     ,61892,109239,1.76499386027273
,,Rabi       ,3,6,2
,,Total,61895,109245,1.76500525082802
, 2012-13,Kharif     ,59706,183167,3.06781562991994
, 2013-14,Kharif     ,80504,381928,4.74421146775316
, 2014-15,Kharif     ,103866,362752,3.49249995186105
, 2015-16,Kharif     ,101418,197787,1.95021593799917
, 2016-17,Kharif     ,43011,103589,2.40843040152519
, 2017-18,Kharif     ,61479,399542,6.49883700125246
, 2018-19,Kharif     ,145784,256612,1.76022060034023
Total - Cotton(lint),,,690979,2081676,3.01264727292725
Cowpea(Lobia),,,,,
 1.YADGIR, 2010-11,Kharif     ,363,83,0.228650137741047
,,Rabi       ,54,14,0.259259259259259
,,Total,417,97,0.232613908872902
, 2011-12,Kharif     ,263,139,0.52851711026616
,,Rabi       ,13,5,0.384615384615385
,,Total,276,144,0.521739130434783
, 2012-13,Kharif     ,83,23,0.27710843373494
,,Rabi       ,15,5,0.333333333333333
,,Total,98,28,0.285714285714286
, 2013-14,Kharif     ,48,18,0.375
,,Rabi       ,72,30,0.416666666666667
,,Total,120,48,0.4
, 2014-15,Kharif     ,68,30,0.441176470588235
