Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arecanut,,,,,
 1.BAGALKOT, 1998-99,Whole Year ,1,7,7
, 2000-01,Whole Year ,4,6,1.5
, 2001-02,Whole Year ,4,6,1.5
, 2003-04,Whole Year ,6,8,1.33333333333333
, 2004-05,Whole Year ,2,3,1.5
Total - Arecanut,,,17,30,1.76470588235294
Arhar/Tur,,,,,
 1.BAGALKOT, 1998-99,Kharif     ,6154,2602,0.422814429639259
, 1999-00,Kharif     ,5126,3589,0.700156067108857
, 2000-01,Kharif     ,4984,3693,0.740971107544141
, 2001-02,Kharif     ,1502,925,0.615845539280959
, 2002-03,Kharif     ,2749,1113,0.404874499818116
, 2003-04,Kharif     ,736,40,0.0543478260869565
, 2004-05,Kharif     ,3105,655,0.210950080515298
, 2005-06,Kharif     ,2984,1032,0.345844504021448
, 2006-07,Kharif     ,3283,904,0.275357904355772
, 2007-08,Kharif     ,4294,3402,0.792268281322776
, 2008-09,Kharif     ,1056,288,0.272727272727273
, 2009-10,Kharif     ,4811,2610,0.542506755352318
, 2010-11,Kharif     ,11231,5708,0.508236132134271
, 2011-12,Kharif     ,7437,1915,0.257496302272422
, 2012-13,Kharif     ,949,209,0.220231822971549
, 2013-14,Kharif     ,4074,2129,0.522582228767796
, 2014-15,Kharif     ,6144,2673,0.43505859375
, 2015-16,Kharif     ,4547,1261,0.277325709258852
, 2016-17,Kharif     ,37261,29239,0.784707871501033
, 2017-18,Kharif     ,23003,15974,0.694431161152893
, 2018-19,Kharif     ,42565,19329,0.454105485727711
Total - Arhar/Tur,,,177995,99290,0.557824657996011
Bajra,,,,,
 1.BAGALKOT, 1998-99,Kharif     ,48855,52375,1.07204994371098
, 1999-00,Kharif     ,41122,29929,0.727809931423569
, 2000-01,Kharif     ,41232,41300,1.00164920450136
, 2001-02,Kharif     ,15169,11519,0.759377678159404
, 2002-03,Kharif     ,24007,7171,0.298704544507852
, 2003-04,Kharif     ,15454,8153,0.527565678788663
, 2004-05,Kharif     ,50947,32970,0.647143109505957
, 2005-06,Kharif     ,44354,54674,1.23267349055328
, 2006-07,Kharif     ,39194,13233,0.337628208399245
, 2007-08,Kharif     ,51037,58785,1.15181143092266
, 2008-09,Kharif     ,22009,24287,1.10350311236312
, 2009-10,Kharif     ,43613,17323,0.397198083140348
, 2010-11,Kharif     ,34045,49726,1.46059626964312
, 2011-12,Kharif     ,33222,42396,1.27614231533321
, 2012-13,Kharif     ,19091,18227,0.954743072652035
, 2013-14,Kharif     ,26519,24211,0.912968060635771
, 2014-15,Kharif     ,22021,24288,1.10294718677626
, 2015-16,Kharif     ,15898,8669,0.545288715561706
, 2016-17,Kharif     ,29342,32809,1.11815827141981
, 2017-18,Kharif     ,21826,34150,1.564647667919
, 2018-19,Kharif     ,18210,27887,1.53141131246568
Total - Bajra,,,657167,614082,0.934438278245864
Banana,,,,,
 1.BAGALKOT, 1999-00,Whole Year ,954,23628,24.7672955974843
, 2000-01,Whole Year ,872,14647,16.7970183486239
, 2002-03,Whole Year ,466,7118,15.274678111588
, 2003-04,Whole Year ,434,7423,17.1036866359447
, 2004-05,Whole Year ,191,7032,36.8167539267016
, 2005-06,Whole Year ,84,2477,29.4880952380952
, 2006-07,Whole Year ,572,11420,19.965034965035
, 2007-08,Whole Year ,862,13986,16.2250580046404
, 2008-09,Whole Year ,1424,32850,23.0688202247191
, 2009-10,Whole Year ,1575,17048,10.824126984127
, 2010-11,Whole Year ,1518,16956,11.1699604743083
, 2011-12,Whole Year ,1135,14772,13.0149779735683
Total - Banana,,,10087,169357,16.7896302171111
Black pepper,,,,,
 1.BAGALKOT, 2013-14,Whole Year ,6,15,2.5
Total - Black pepper,,,6,15,2.5
Cashewnut,,,,,
 1.BAGALKOT, 2008-09,Whole Year ,1,0.61479,0.61479
, 2009-10,Whole Year ,1,1,1
, 2010-11,Whole Year ,1,1,1
, 2011-12,Whole Year ,1,1,1
, 2012-13,Whole Year ,2,2,1
, 2013-14,Whole Year ,3,3,1
, 2018-19,Whole Year ,16,19,1.1875
Total - Cashewnut,,,25,27.61479,1.1045916
Castor seed,,,,,
 1.BAGALKOT, 1998-99,Kharif     ,71,61,0.859154929577465
, 1999-00,Kharif     ,48,37,0.770833333333333
, 2000-01,Kharif     ,52,67,1.28846153846154
, 2001-02,Kharif     ,19,14,0.736842105263158
, 2002-03,Kharif     ,10,9,0.9
, 2003-04,Kharif     ,1,1,1
, 2004-05,Kharif     ,2,2,1
, 2011-12,Kharif     ,20,17,0.85
, 2018-19,Kharif     ,2,1,0.5
Total - Castor seed,,,225,209,0.928888888888889
Coconut ,,,,Nuts*,Nuts/Hectare
 1.BAGALKOT, 1998-99,Whole Year ,571,2728000,4777.58318739054
, 1999-00,Whole Year ,1283,6130000,4777.86438035854
, 2000-01,Whole Year ,1312,6268000,4777.43902439024
, 2001-02,Whole Year ,1142,5456000,4777.58318739054
, 2002-03,Whole Year ,877,4190000,4777.65108323831
, 2003-04,Whole Year ,600,2867000,4778.33333333333
, 2004-05,Whole Year ,452,2160000,4778.7610619469
, 2005-06,Whole Year ,413,1973000,4777.2397094431
, 2006-07,Whole Year ,236,1128000,4779.66101694915
, 2007-08,Whole Year ,264,1344000,5090.90909090909
, 2008-09,Whole Year ,410,2809000,6851.21951219512
, 2009-10,Whole Year ,614,4366000,7110.74918566775
, 2010-11,Whole Year ,664,6347000,9558.73493975904
, 2011-12,Whole Year ,695,6909000,9941.00719424461
, 2012-13,Whole Year ,664,6537000,9844.87951807229
, 2013-14,Whole Year ,776,6157000,7934.27835051546
, 2014-15,Whole Year ,743,6630000,8923.28398384926
, 2015-16,Whole Year ,745,6230000,8362.41610738255
, 2016-17,Whole Year ,777,6075000,7818.53281853282
, 2017-18,Whole Year ,585,4626000,7907.69230769231
, 2018-19,Whole Year ,361,2557000,7083.10249307479
Total - Coconut ,,,14184,93487000,6591.01804850536
Coriander,,,,,
 1.BAGALKOT, 1998-99,Whole Year ,43,4,0.0930232558139535
, 1999-00,Whole Year ,31,3,0.0967741935483871
, 2000-01,Whole Year ,34,3,0.0882352941176471
, 2001-02,Whole Year ,30,3,0.1
, 2002-03,Whole Year ,30,3,0.1
, 2003-04,Whole Year ,26,2,0.0769230769230769
, 2004-05,Whole Year ,31,3,0.0967741935483871
, 2005-06,Whole Year ,34,3,0.0882352941176471
, 2006-07,Whole Year ,39,4,0.102564102564103
, 2007-08,Whole Year ,40,14,0.35
, 2008-09,Whole Year ,83,45,0.542168674698795
, 2009-10,Whole Year ,240,118,0.491666666666667
, 2010-11,Whole Year ,229,85,0.37117903930131
, 2011-12,Whole Year ,164,67,0.408536585365854
, 2012-13,Whole Year ,145,57,0.393103448275862
, 2013-14,Whole Year ,94,27,0.287234042553191
, 2014-15,Whole Year ,125,42,0.336
, 2015-16,Whole Year ,150,64,0.426666666666667
, 2016-17,Whole Year ,10,4,0.4
, 2018-19,Whole Year ,203,181,0.891625615763547
Total - Coriander,,,1781,732,0.41100505334082
Cotton(lint),,,,Bales*,Bales/Hectare
 1.BAGALKOT, 1998-99,Kharif     ,15225,22129,1.45346469622332
, 1999-00,Kharif     ,11979,18434,1.53885967109108
, 2000-01,Kharif     ,15767,23002,1.45886979133634
, 2001-02,Kharif     ,14104,22539,1.59805728871242
, 2002-03,Kharif     ,3511,5149,1.46653375106807
, 2003-04,Kharif     ,3226,6374,1.97582145071296
, 2004-05,Kharif     ,7315,12172,1.66397812713602
, 2005-06,Whole Year ,5632,9351,1.66033380681818
, 2006-07,Whole Year ,2974,4695,1.57868190988568
, 2007-08,Whole Year ,2660,3791,1.42518796992481
, 2008-09,Whole Year ,2466,5901,2.39294403892944
, 2009-10,Whole Year ,2824,4402,1.55878186968839
, 2010-11,Kharif     ,1034,2338,2.26112185686654
,,Rabi       ,1357,1938,1.42815033161385
,,Total,2391,4276,1.7883730656629
, 2011-12,Kharif     ,1007,2450,2.43296921549156
,,Rabi       ,874,928,1.06178489702517
,,Total,1881,3378,1.79585326953748
, 2012-13,Kharif     ,477,909,1.90566037735849
,,Rabi       ,328,409,1.2469512195122
,,Total,805,1318,1.63726708074534
, 2013-14,Kharif     ,606,1795,2.96204620462046
,,Rabi       ,354,653,1.84463276836158
,,Total,960,2448,2.55
, 2014-15,Kharif     ,3299,8996,2.72688693543498
,,Rabi       ,210,334,1.59047619047619
,,Summer     ,350,663,1.89428571428571
,,Total,3859,9993,2.58953096657165
, 2015-16,Kharif     ,1618,6401,3.95611866501854
,,Rabi       ,200,239,1.195
,,Summer     ,2,4,2
,,Total,1820,6644,3.65054945054945
, 2016-17,Kharif     ,794,1664,2.09571788413098
,,Rabi       ,210,67,0.319047619047619
,,Total,1004,1731,1.72410358565737
, 2017-18,Kharif     ,1389,4859,3.49820014398848
,,Rabi       ,143,108,0.755244755244755
,,Total,1532,4967,3.24216710182768
, 2018-19,Kharif     ,1006,1973,1.96123260437376
Total - Cotton(lint),,,102941,174667,1.69676805160237
Cowpea(Lobia),,,,,
 1.BAGALKOT, 2010-11,Kharif     ,225,116,0.515555555555556
,,Rabi       ,931,246,0.264232008592911
,,Total,1156,362,0.313148788927336
, 2011-12,Kharif     ,524,277,0.528625954198473
,,Rabi       ,940,331,0.352127659574468
,,Total,1464,608,0.415300546448087
, 2012-13,Kharif     ,166,45,0.271084337349398
,,Rabi       ,154,51,0.331168831168831
,,Summer     ,792,285,0.359848484848485
,,Total,1112,381,0.342625899280576
, 2013-14,Kharif     ,555,207,0.372972972972973
,,Rabi       ,45,19,0.422222222222222
,,Summer     ,894,352,0.393736017897092
,,Total,1494,578,0.386880856760375
, 2014-15,Kharif     ,83,36,0.433734939759036
,,Rabi       ,120,44,0.366666666666667
,,Summer     ,546,200,0.366300366300366
,,Total,749,280,0.373831775700935
, 2015-16,Kharif     ,151,63,0.417218543046358
,,Rabi       ,162,72,0.444444444444444
,,Summer     ,577,173,0.299826689774697
,,Total,890,308,0.346067415730337
, 2016-17,Kharif     ,255,195,0.764705882352941
,,Rabi       ,55,1,0.0181818181818182
,,Summer     ,585,108,0.184615384615385
,,Total,895,304,0.339664804469274
, 2017-18,Kharif     ,60,14,0.233333333333333
,,Rabi       ,115,47,0.408695652173913
,,Summer     ,215,64,0.297674418604651
,,Total,390,125,0.320512820512821
, 2018-19,Kharif     ,10,4,0.4
,,Rabi       ,40,11,0.275
,,Summer     ,335,44,0.13134328358209
,,Total,385,59,0.153246753246753
Total - Cowpea(Lobia),,,8535,3005,0.352079671939074
Dry chillies,,,,,
 1.BAGALKOT, 1998-99,Whole Year ,619,816,1.31825525040388
, 1999-00,Whole Year ,579,595,1.02763385146805
, 2000-01,Whole Year ,756,654,0.865079365079365
, 2001-02,Whole Year ,704,608,0.863636363636364
, 2002-03,Whole Year ,543,292,0.537753222836096
, 2003-04,Whole Year ,476,798,1.67647058823529
, 2004-05,Whole Year ,601,459,0.763727121464226
, 2005-06,Kharif     ,318,231,0.726415094339623
,,Rabi       ,118,192,1.6271186440678
,,Summer     ,71,42,0.591549295774648
,,Total,507,465,0.91715976331361
, 2006-07,Whole Year ,511,872,1.70645792563601
, 2007-08,Kharif     ,699,630,0.901287553648069
,,Rabi       ,221,386,1.74660633484163
,,Summer     ,109,369,3.38532110091743
,,Total,1029,1385,1.34596695821186
, 2008-09,Kharif     ,764,709,0.928010471204189
,,Rabi       ,435,737,1.69425287356322
,,Summer     ,119,390,3.27731092436975
,,Total,1318,1836,1.39301972685888
, 2009-10,Rabi       ,613,669,1.09135399673736
,,Summer     ,125,576,4.608
,,Total,738,1245,1.6869918699187
, 2010-11,Kharif     ,1492,634,0.424932975871314
,,Rabi       ,642,745,1.16043613707165
,,Summer     ,119,362,3.04201680672269
,,Total,2253,1741,0.772747447847315
, 2011-12,Kharif     ,2135,3095,1.44964871194379
,,Rabi       ,605,587,0.970247933884298
,,Summer     ,127,445,3.50393700787402
,,Total,2867,4127,1.4394837809557
, 2012-13,Kharif     ,1387,4923,3.5493871665465
,,Rabi       ,610,1075,1.76229508196721
,,Summer     ,61,172,2.81967213114754
,,Total,2058,6170,2.9980563654033
, 2013-14,Kharif     ,1227,5383,4.38712306438468
,,Rabi       ,622,1074,1.72668810289389
,,Summer     ,110,292,2.65454545454545
,,Total,1959,6749,3.44512506380807
, 2014-15,Kharif     ,977,1788,1.83009211873081
,,Rabi       ,669,2021,3.02092675635277
,,Summer     ,84,162,1.92857142857143
,,Total,1730,3971,2.29537572254335
, 2015-16,Kharif     ,1097,2078,1.89425706472197
,,Rabi       ,292,718,2.45890410958904
,,Summer     ,95,174,1.83157894736842
,,Total,1484,2970,2.00134770889488
, 2016-17,Kharif     ,3277,5364,1.63686298443699
,,Rabi       ,1226,2715,2.21451876019576
,,Summer     ,104,235,2.25961538461538
,,Total,4607,8314,1.80464510527458
, 2017-18,Kharif     ,2083,1773,0.85117618819011
,,Rabi       ,1704,4371,2.56514084507042
,,Summer     ,172,345,2.00581395348837
,,Total,3959,6489,1.63905026521849
, 2018-19,Kharif     ,3245,2691,0.829275808936826
Total - Dry chillies,,,32543,53247,1.63620440647758
Garlic,,,,,
 1.BAGALKOT, 1998-99,Whole Year ,30,25,0.833333333333333
, 1999-00,Whole Year ,30,25,0.833333333333333
, 2000-01,Whole Year ,27,22,0.814814814814815
, 2002-03,Whole Year ,18,15,0.833333333333333
, 2003-04,Whole Year ,150,124,0.826666666666667
, 2004-05,Whole Year ,150,124,0.826666666666667
, 2005-06,Whole Year ,60,50,0.833333333333333
, 2006-07,Whole Year ,55,46,0.836363636363636
, 2007-08,Whole Year ,23,64,2.78260869565217
, 2008-09,Whole Year ,30,61,2.03333333333333
, 2009-10,Whole Year ,25,32,1.28
, 2010-11,Whole Year ,16,21,1.3125
, 2011-12,Whole Year ,13,16,1.23076923076923
, 2012-13,Whole Year ,10,13,1.3
, 2015-16,Whole Year ,7,9,1.28571428571429
, 2016-17,Whole Year ,40,33,0.825
, 2017-18,Whole Year ,15,13,0.866666666666667
, 2018-19,Whole Year ,7,46,6.57142857142857
Total - Garlic,,,706,739,1.04674220963173
Ginger,,,,,
 1.BAGALKOT, 2014-15,Whole Year ,134,3892,29.044776119403
, 2015-16,Whole Year ,54,2016,37.3333333333333
