Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arecanut,,,,,
 1.BANGALORE RURAL, 1998-99,Whole Year ,479,3226,6.73486430062631
, 2000-01,Whole Year ,514,719,1.3988326848249
, 2001-02,Whole Year ,1828,2557,1.39879649890591
, 2003-04,Whole Year ,1998,2795,1.3988988988989
, 2004-05,Whole Year ,1975,2763,1.39898734177215
, 2005-06,Whole Year ,2099,14137,6.73511195807527
, 2006-07,Whole Year ,2257,3157,1.39875941515286
, 2007-08,Whole Year ,1377,9274,6.73493100944081
, 2008-09,Whole Year ,1338,9011,6.73467862481315
, 2009-10,Whole Year ,1100,7408,6.73454545454545
, 2010-11,Whole Year ,1213,13116,10.8128606760099
, 2011-12,Whole Year ,1615,13079,8.0984520123839
, 2012-13,Whole Year ,1380,11076,8.02608695652174
, 2013-14,Whole Year ,1695,18880,11.1386430678466
, 2014-15,Whole Year ,1519,14055,9.25279789335089
, 2015-16,Whole Year ,1569,15379,9.80178457616316
, 2016-17,Whole Year ,2322,23588,10.1584840654608
, 2017-18,Whole Year ,1911,20726,10.8456305599163
, 2018-19,Whole Year ,2924,26108,8.92886456908345
Total - Arecanut,,,31113,211054,6.78346671809212
Arhar/Tur,,,,,
 1.BANGALORE RURAL, 1998-99,Kharif     ,5522,2151,0.389532777978993
, 1999-00,Kharif     ,5556,3473,0.625089992800576
, 2000-01,Kharif     ,4725,3407,0.721058201058201
, 2001-02,Kharif     ,4503,2798,0.621363535420831
, 2002-03,Kharif     ,3136,1278,0.407525510204082
, 2003-04,Kharif     ,4572,1842,0.402887139107612
, 2004-05,Kharif     ,5331,4269,0.800787844682048
, 2005-06,Kharif     ,4557,3429,0.752468729427255
, 2006-07,Kharif     ,4160,1715,0.412259615384615
, 2007-08,Kharif     ,1296,1069,0.824845679012346
, 2008-09,Kharif     ,1340,1419,1.0589552238806
, 2009-10,Kharif     ,1306,1069,0.818529862174579
, 2010-11,Kharif     ,1640,1806,1.10121951219512
, 2011-12,Kharif     ,1650,1014,0.614545454545454
, 2012-13,Kharif     ,1197,729,0.609022556390977
, 2013-14,Kharif     ,1274,815,0.639717425431711
, 2014-15,Kharif     ,1554,1736,1.11711711711712
, 2015-16,Kharif     ,1416,527,0.372175141242938
, 2016-17,Kharif     ,1274,2301,1.80612244897959
, 2017-18,Kharif     ,1347,1144,0.849294729027469
, 2018-19,Kharif     ,815,782,0.959509202453988
Total - Arhar/Tur,,,58171,38773,0.666534871327637
Bajra,,,,,
 1.BANGALORE RURAL, 2005-06,Kharif     ,33,19,0.575757575757576
, 2006-07,Kharif     ,6,3,0.5
, 2007-08,Kharif     ,4,3,0.75
, 2008-09,Kharif     ,4,2,0.5
, 2009-10,Kharif     ,4,2,0.5
, 2010-11,Kharif     ,4,4,1
, 2011-12,Kharif     ,4,3,0.75
, 2012-13,Kharif     ,5,5,1
, 2015-16,Kharif     ,7,5,0.714285714285714
, 2016-17,Kharif     ,5,5,1
, 2017-18,Kharif     ,1,2,2
, 2018-19,Kharif     ,11,10,0.909090909090909
Total - Bajra,,,88,63,0.715909090909091
Banana,,,,,
 1.BANGALORE RURAL, 1999-00,Whole Year ,2467,46158,18.7101743007702
, 2000-01,Whole Year ,2320,31503,13.5788793103448
, 2002-03,Whole Year ,2046,25082,12.2590420332356
, 2003-04,Whole Year ,1910,21873,11.451832460733
, 2004-05,Whole Year ,3128,53351,17.0559462915601
, 2005-06,Whole Year ,3407,48182,14.1420604637511
, 2006-07,Whole Year ,3317,264763,79.8200180886343
, 2007-08,Whole Year ,1173,34141,29.1057118499574
, 2008-09,Whole Year ,1054,26183,24.8415559772296
, 2009-10,Whole Year ,1172,39752,33.9180887372014
, 2010-11,Whole Year ,1288,46157,35.8361801242236
, 2011-12,Whole Year ,875,31914,36.4731428571429
Total - Banana,,,24157,669059,27.6962785114046
Black pepper,,,,,
 1.BANGALORE RURAL, 1999-00,Whole Year ,5,12,2.4
, 2000-01,Whole Year ,8,19,2.375
, 2001-02,Whole Year ,5,12,2.4
, 2002-03,Whole Year ,2,5,2.5
, 2003-04,Whole Year ,3,7,2.33333333333333
, 2004-05,Whole Year ,26,63,2.42307692307692
, 2005-06,Whole Year ,1,2,2
, 2007-08,Whole Year ,1,3,3
, 2008-09,Whole Year ,1,4,4
, 2009-10,Whole Year ,1,4,4
, 2010-11,Whole Year ,1,0.6,0.6
, 2012-13,Whole Year ,1,3,3
, 2013-14,Whole Year ,1,2,2
, 2014-15,Whole Year ,1,0.6,0.6
, 2015-16,Whole Year ,2,1.5,0.75
Total - Black pepper,,,59,138.7,2.35084745762712
Cardamom,,,,,
 1.BANGALORE RURAL, 2005-06,Whole Year ,1,,0
, 2008-09,Whole Year ,1,,0
, 2010-11,Whole Year ,1,,0
, 2018-19,Whole Year ,2,0.2,0.1
Total - Cardamom,,,5,0.2,0.04
Cashewnut,,,,,
 1.BANGALORE RURAL, 2008-09,Whole Year ,44,27.05076,0.61479
, 2009-10,Whole Year ,159,121,0.761006289308176
, 2010-11,Whole Year ,159,117,0.735849056603773
, 2011-12,Whole Year ,16,13,0.8125
, 2012-13,Whole Year ,21,17,0.80952380952381
, 2013-14,Whole Year ,23,21,0.91304347826087
, 2014-15,Whole Year ,24,18,0.75
, 2015-16,Whole Year ,30,19,0.633333333333333
, 2016-17,Whole Year ,15,8,0.533333333333333
, 2017-18,Whole Year ,20,15,0.75
, 2018-19,Whole Year ,49,59,1.20408163265306
Total - Cashewnut,,,560,435.05076,0.776876357142857
Castor seed,,,,,
 1.BANGALORE RURAL, 1998-99,Kharif     ,3417,3840,1.12379280070237
, 1999-00,Kharif     ,3659,3434,0.938507789013392
, 2000-01,Kharif     ,3701,5974,1.61415833558498
, 2001-02,Kharif     ,2931,4967,1.69464346639372
, 2002-03,Kharif     ,1622,4364,2.6905055487053
, 2003-04,Kharif     ,2049,6813,3.32503660322108
, 2004-05,Kharif     ,1568,2640,1.68367346938776
, 2005-06,Kharif     ,2137,7396,3.46092653252223
, 2006-07,Kharif     ,1568,2990,1.90688775510204
, 2007-08,Kharif     ,382,256,0.670157068062827
, 2008-09,Kharif     ,340,322,0.947058823529412
, 2009-10,Kharif     ,303,196,0.646864686468647
, 2010-11,Kharif     ,315,264,0.838095238095238
, 2011-12,Kharif     ,203,170,0.83743842364532
, 2012-13,Kharif     ,162,101,0.623456790123457
, 2013-14,Kharif     ,167,149,0.892215568862275
, 2014-15,Kharif     ,233,142,0.609442060085837
, 2015-16,Kharif     ,106,56,0.528301886792453
, 2016-17,Kharif     ,77,38,0.493506493506493
, 2017-18,Kharif     ,97,62,0.639175257731959
, 2018-19,Kharif     ,12,7,0.583333333333333
Total - Castor seed,,,25049,44181,1.76378298534872
Coconut ,,,,Nuts*,Nuts/Hectare
 1.BANGALORE RURAL, 1998-99,Whole Year ,14114,67405000,4775.75456993057
, 1999-00,Whole Year ,14705,70228000,4775.79054743285
, 2000-01,Whole Year ,15076,71999000,4775.73626956753
, 2001-02,Whole Year ,21948,78614000,3581.82977947877
, 2002-03,Whole Year ,21426,76744000,3581.81648464482
, 2003-04,Whole Year ,20131,72106000,3581.83895484576
, 2004-05,Whole Year ,19789,70881000,3581.83839506797
, 2005-06,Whole Year ,19251,68954000,3581.83990442055
, 2006-07,Whole Year ,19357,69333000,3581.80503177145
, 2007-08,Whole Year ,3965,20188000,5091.55107187894
, 2008-09,Whole Year ,4027,27588000,6850.75738763347
, 2009-10,Whole Year ,4504,32024000,7110.1243339254
, 2010-11,Whole Year ,4503,43046000,9559.40484121697
, 2011-12,Whole Year ,4039,40154000,9941.56969546918
, 2012-13,Whole Year ,3448,33947000,9845.41763341067
, 2013-14,Whole Year ,2782,22072000,7933.86053199137
, 2014-15,Whole Year ,2255,20123000,8923.72505543237
, 2015-16,Whole Year ,2827,23641000,8362.57516802264
, 2016-17,Whole Year ,2904,22704000,7818.18181818182
, 2017-18,Whole Year ,2719,21499000,7906.95108495771
, 2018-19,Whole Year ,3116,22069000,7082.47753530167
Total - Coconut ,,,206886,975319000,4714.28226172868
Coriander,,,,,
 1.BANGALORE RURAL, 1998-99,Whole Year ,129,14,0.108527131782946
, 1999-00,Whole Year ,143,15,0.104895104895105
, 2000-01,Whole Year ,133,14,0.105263157894737
, 2001-02,Whole Year ,7,1,0.142857142857143
, 2005-06,Whole Year ,86,13,0.151162790697674
, 2006-07,Whole Year ,69,11,0.159420289855072
, 2007-08,Whole Year ,94,33,0.351063829787234
, 2008-09,Whole Year ,55,30,0.545454545454545
, 2009-10,Whole Year ,68,33,0.485294117647059
, 2010-11,Whole Year ,81,30,0.37037037037037
, 2011-12,Whole Year ,70,28,0.4
, 2012-13,Whole Year ,47,19,0.404255319148936
, 2013-14,Whole Year ,40,12,0.3
, 2014-15,Whole Year ,37,13,0.351351351351351
, 2015-16,Whole Year ,93,40,0.43010752688172
, 2016-17,Whole Year ,41,18,0.439024390243902
, 2017-18,Whole Year ,1,,0
, 2018-19,Whole Year ,145,130,0.896551724137931
Total - Coriander,,,1339,454,0.339058999253174
Cotton(lint),,,,Bales*,Bales/Hectare
 1.BANGALORE RURAL, 2013-14,Kharif     ,2,6,3
, 2015-16,Kharif     ,2,4,2
, 2018-19,Kharif     ,3,6,2
Total - Cotton(lint),,,7,16,2.28571428571429
Cowpea(Lobia),,,,,
 1.BANGALORE RURAL, 2010-11,Kharif     ,996,999,1.00301204819277
,,Rabi       ,3,1,0.333333333333333
,,Total,999,1000,1.001001001001
, 2011-12,Kharif     ,845,621,0.73491124260355
,,Rabi       ,22,8,0.363636363636364
,,Total,867,629,0.725490196078431
, 2012-13,Kharif     ,747,136,0.182061579651941
,,Rabi       ,36,12,0.333333333333333
,,Summer     ,2,1,0.5
,,Total,785,149,0.189808917197452
, 2013-14,Kharif     ,920,404,0.439130434782609
,,Rabi       ,16,7,0.4375
,,Total,936,411,0.439102564102564
, 2014-15,Kharif     ,591,881,1.4906937394247
,,Rabi       ,29,11,0.379310344827586
,,Summer     ,1,,0
,,Total,621,892,1.43639291465378
, 2015-16,Kharif     ,636,317,0.498427672955975
,,Rabi       ,22,10,0.454545454545455
,,Summer     ,2,1,0.5
,,Total,660,328,0.496969696969697
, 2016-17,Kharif     ,654,501,0.76605504587156
,,Summer     ,2,,0
,,Total,656,501,0.763719512195122
, 2017-18,Kharif     ,593,135,0.227655986509275
,,Rabi       ,13,5,0.384615384615385
,,Total,606,140,0.231023102310231
, 2018-19,Kharif     ,51,19,0.372549019607843
Total - Cowpea(Lobia),,,6181,4069,0.658307717197864
Dry chillies,,,,,
 1.BANGALORE RURAL, 1998-99,Whole Year ,1652,627,0.37953995157385
, 1999-00,Whole Year ,641,655,1.02184087363495
, 2000-01,Whole Year ,741,597,0.805668016194332
, 2001-02,Whole Year ,1578,1226,0.776932826362484
, 2002-03,Whole Year ,722,336,0.465373961218837
, 2003-04,Whole Year ,230,270,1.17391304347826
, 2004-05,Whole Year ,940,625,0.664893617021277
, 2005-06,Kharif     ,1032,750,0.726744186046512
,,Rabi       ,35,57,1.62857142857143
,,Summer     ,7,18,2.57142857142857
,,Total,1074,825,0.768156424581006
, 2006-07,Whole Year ,915,757,0.827322404371585
, 2007-08,Kharif     ,336,303,0.901785714285714
,,Rabi       ,6,10,1.66666666666667
,,Summer     ,10,34,3.4
,,Total,352,347,0.985795454545455
, 2008-09,Kharif     ,283,263,0.929328621908127
,,Rabi       ,21,36,1.71428571428571
,,Summer     ,16,52,3.25
,,Total,320,351,1.096875
, 2009-10,Rabi       ,21,63,3
,,Summer     ,16,74,4.625
,,Total,37,137,3.7027027027027
, 2010-11,Kharif     ,232,191,0.823275862068966
,,Rabi       ,39,106,2.71794871794872
,,Summer     ,29,88,3.03448275862069
,,Total,300,385,1.28333333333333
, 2011-12,Kharif     ,303,245,0.808580858085809
,,Rabi       ,39,92,2.35897435897436
,,Summer     ,22,77,3.5
,,Total,364,414,1.13736263736264
, 2012-13,Kharif     ,260,238,0.915384615384615
,,Summer     ,11,31,2.81818181818182
,,Total,271,269,0.992619926199262
, 2013-14,Kharif     ,464,514,1.10775862068966
,,Rabi       ,9,17,1.88888888888889
,,Summer     ,2,5,2.5
,,Total,475,536,1.12842105263158
, 2014-15,Kharif     ,366,414,1.13114754098361
,,Rabi       ,24,45,1.875
,,Summer     ,9,17,1.88888888888889
,,Total,399,476,1.19298245614035
, 2015-16,Kharif     ,332,288,0.867469879518072
,,Rabi       ,67,135,2.01492537313433
,,Summer     ,8,15,1.875
,,Total,407,438,1.07616707616708
, 2016-17,Kharif     ,321,646,2.01246105919003
,,Rabi       ,21,45,2.14285714285714
,,Summer     ,14,32,2.28571428571429
,,Total,356,723,2.03089887640449
, 2017-18,Kharif     ,292,549,1.88013698630137
,,Rabi       ,4,8,2
,,Total,296,557,1.88175675675676
Total - Dry chillies,,,12070,10551,0.874150787075394
Garlic,,,,,
 1.BANGALORE RURAL, 1998-99,Whole Year ,29,33,1.13793103448276
, 1999-00,Whole Year ,19,21,1.10526315789474
, 2000-01,Whole Year ,3,3,1
, 2005-06,Whole Year ,8,9,1.125
, 2006-07,Whole Year ,4,5,1.25
, 2007-08,Whole Year ,4,4,1
, 2008-09,Whole Year ,3,7,2.33333333333333
, 2009-10,Whole Year ,6,8,1.33333333333333
, 2010-11,Whole Year ,9,12,1.33333333333333
, 2011-12,Whole Year ,9,11,1.22222222222222
, 2012-13,Whole Year ,1,1,1
, 2013-14,Whole Year ,1,1,1
, 2014-15,Whole Year ,3,3,1
, 2015-16,Whole Year ,4,5,1.25
, 2017-18,Whole Year ,1,1,1
, 2018-19,Whole Year ,4,27,6.75
Total - Garlic,,,108,151,1.39814814814815
Ginger,,,,,
 1.BANGALORE RURAL, 1998-99,Kharif     ,34,397,11.6764705882353
, 1999-00,Kharif     ,32,374,11.6875
, 2000-01,Kharif     ,37,432,11.6756756756757
, 2001-02,Kharif     ,59,689,11.6779661016949
, 2002-03,Kharif     ,30,350,11.6666666666667
, 2003-04,Kharif     ,46,537,11.6739130434783
, 2004-05,Kharif     ,51,595,11.6666666666667
, 2005-06,Whole Year ,70,817,11.6714285714286
, 2006-07,Whole Year ,85,992,11.6705882352941
, 2007-08,Whole Year ,67,1375,20.5223880597015
