Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arecanut,,,,,
 1.MANDYA, 1997-98,Whole Year ,630,881,1.3984126984127
, 1998-99,Whole Year ,674,4539,6.73442136498516
, 2000-01,Whole Year ,700,979,1.39857142857143
, 2001-02,Whole Year ,732,1023,1.39754098360656
, 2003-04,Whole Year ,816,1141,1.39828431372549
, 2004-05,Whole Year ,879,1229,1.39817974971559
, 2005-06,Whole Year ,833,5610,6.73469387755102
, 2006-07,Whole Year ,868,1213,1.39746543778802
, 2007-08,Whole Year ,620,4176,6.73548387096774
, 2008-09,Whole Year ,653,4398,6.73506891271057
, 2009-10,Whole Year ,851,5731,6.73443008225617
, 2010-11,Whole Year ,873,9440,10.8132875143184
, 2011-12,Whole Year ,883,7151,8.09852774631937
, 2012-13,Whole Year ,1081,8676,8.0259019426457
, 2013-14,Whole Year ,986,10983,11.1389452332657
, 2014-15,Whole Year ,674,6236,9.25222551928783
, 2015-16,Whole Year ,873,8557,9.80183276059565
, 2016-17,Whole Year ,565,5739,10.1575221238938
, 2017-18,Whole Year ,370,4013,10.8459459459459
, 2018-19,Whole Year ,1842,16447,8.92888165038002
Total - Arecanut,,,16403,108162,6.59403767603487
Arhar/Tur,,,,,
 1.MANDYA, 1997-98,Kharif     ,1806,422,0.233665559246955
, 1998-99,Kharif     ,2060,959,0.465533980582524
, 1999-00,Kharif     ,1220,695,0.569672131147541
, 2000-01,Kharif     ,1209,547,0.452440033085194
, 2001-02,Kharif     ,647,198,0.306027820710974
, 2002-03,Kharif     ,704,330,0.46875
, 2003-04,Kharif     ,649,244,0.375963020030817
, 2004-05,Kharif     ,1245,645,0.518072289156626
, 2005-06,Kharif     ,1139,775,0.680421422300263
, 2006-07,Kharif     ,744,328,0.440860215053763
, 2007-08,Kharif     ,903,598,0.662236987818383
, 2008-09,Kharif     ,1163,612,0.526225279449699
, 2009-10,Kharif     ,1316,609,0.462765957446808
, 2010-11,Kharif     ,1548,907,0.585917312661499
, 2011-12,Kharif     ,1365,499,0.365567765567766
, 2012-13,Kharif     ,1748,531,0.303775743707094
, 2013-14,Kharif     ,1234,359,0.290923824959481
, 2014-15,Kharif     ,1073,315,0.293569431500466
, 2015-16,Kharif     ,1245,457,0.367068273092369
, 2016-17,Kharif     ,888,302,0.34009009009009
, 2017-18,Kharif     ,1048,676,0.645038167938931
, 2018-19,Kharif     ,341,221,0.648093841642229
Total - Arhar/Tur,,,25295,11229,0.443921723660803
Bajra,,,,,
 1.MANDYA, 1998-99,Kharif     ,5,2,0.4
, 2014-15,Kharif     ,35,37,1.05714285714286
, 2018-19,Kharif     ,13,12,0.923076923076923
Total - Bajra,,,53,51,0.962264150943396
Banana,,,,,
 1.MANDYA, 1999-00,Whole Year ,1211,23788,19.6432700247729
, 2000-01,Whole Year ,1556,30034,19.3020565552699
, 2002-03,Whole Year ,1463,23642,16.1599453178401
, 2003-04,Whole Year ,752,9569,12.7247340425532
, 2004-05,Whole Year ,1272,15496,12.1823899371069
, 2005-06,Whole Year ,2617,52714,20.1429117309897
, 2006-07,Whole Year ,2650,53254,20.0958490566038
, 2007-08,Whole Year ,1833,58409,31.8652482269504
, 2008-09,Whole Year ,1606,24016,14.9539227895392
, 2009-10,Whole Year ,1889,47095,24.931180518793
, 2010-11,Whole Year ,1779,51345,28.8617200674536
, 2011-12,Whole Year ,2107,62005,29.4280968201234
Total - Banana,,,20735,451367,21.7683626718109
Black pepper,,,,,
 1.MANDYA, 1998-99,Whole Year ,3,7,2.33333333333333
, 1999-00,Whole Year ,3,7,2.33333333333333
, 2000-01,Whole Year ,4,10,2.5
, 2001-02,Whole Year ,4,10,2.5
, 2002-03,Whole Year ,2,5,2.5
, 2003-04,Whole Year ,2,5,2.5
, 2004-05,Whole Year ,2,5,2.5
, 2005-06,Whole Year ,2,5,2.5
, 2015-16,Whole Year ,27,20.7,0.766666666666667
Total - Black pepper,,,49,74.7,1.52448979591837
Cardamom,,,,,
 1.MANDYA, 2018-19,Whole Year ,57,7,0.12280701754386
Total - Cardamom,,,57,7,0.12280701754386
Cashewnut,,,,,
 1.MANDYA, 2008-09,Whole Year ,4,2.45916,0.61479
, 2009-10,Whole Year ,3,2,0.666666666666667
, 2010-11,Whole Year ,3,2,0.666666666666667
, 2011-12,Whole Year ,2,2,1
, 2012-13,Whole Year ,5,4,0.8
, 2014-15,Whole Year ,1,1,1
, 2015-16,Whole Year ,8,5,0.625
, 2018-19,Whole Year ,7,8,1.14285714285714
Total - Cashewnut,,,33,26.45916,0.801792727272727
Castor seed,,,,,
 1.MANDYA, 1998-99,Kharif     ,2069,1765,0.853069115514741
, 1999-00,Kharif     ,1678,1294,0.771156138259833
, 2000-01,Kharif     ,1484,1900,1.28032345013477
, 2001-02,Kharif     ,807,383,0.474597273853779
, 2002-03,Kharif     ,574,245,0.426829268292683
, 2003-04,Kharif     ,891,799,0.896745230078563
, 2004-05,Kharif     ,1538,1334,0.867360208062419
, 2005-06,Kharif     ,1096,1140,1.04014598540146
, 2006-07,Kharif     ,673,538,0.799405646359584
, 2007-08,Kharif     ,960,644,0.670833333333333
, 2008-09,Kharif     ,1081,1025,0.948196114708603
, 2009-10,Kharif     ,902,583,0.646341463414634
, 2010-11,Kharif     ,1355,1134,0.83690036900369
, 2011-12,Kharif     ,851,714,0.839012925969448
, 2012-13,Kharif     ,694,433,0.623919308357349
, 2013-14,Kharif     ,452,404,0.893805309734513
, 2014-15,Kharif     ,667,406,0.608695652173913
, 2015-16,Kharif     ,397,209,0.526448362720403
, 2016-17,Kharif     ,367,182,0.49591280653951
, 2017-18,Kharif     ,274,176,0.642335766423358
, 2018-19,Kharif     ,36,21,0.583333333333333
Total - Castor seed,,,18846,15329,0.813382150058368
Coconut ,,,,Nuts*,Nuts/Hectare
 1.MANDYA, 1998-99,Whole Year ,16761,80063000,4776.74363104827
, 1999-00,Whole Year ,16956,80995000,4776.77518282614
, 2000-01,Whole Year ,17047,81429000,4776.73490936822
, 2001-02,Whole Year ,17047,61076000,3582.80049275532
, 2002-03,Whole Year ,17882,64068000,3582.82071356672
, 2003-04,Whole Year ,17985,64437000,3582.81901584654
, 2004-05,Whole Year ,18165,65082000,3582.82411230388
, 2005-06,Whole Year ,19112,68475000,3582.82754290498
, 2006-07,Whole Year ,18297,65555000,3582.82778597584
, 2007-08,Whole Year ,17905,113446000,6335.99553197431
, 2008-09,Whole Year ,22940,145348000,6336.00697471665
, 2009-10,Whole Year ,25410,255056000,10037.6229830775
, 2010-11,Whole Year ,26335,328112000,12459.1608126068
, 2011-12,Whole Year ,26727,345458000,12925.4312118831
, 2012-13,Whole Year ,21418,276837000,12925.4365486974
, 2013-14,Whole Year ,20872,149354000,7155.71100038329
, 2014-15,Whole Year ,27573,273682000,9925.72444057593
, 2015-16,Whole Year ,24629,244729000,9936.61943237647
, 2016-17,Whole Year ,22645,253262000,11184.0141311548
, 2017-18,Whole Year ,25072,216020000,8615.98596043395
, 2018-19,Whole Year ,61192,429270000,7015.13269708459
Total - Coconut ,,,481970,3661754000,7597.4728717555
Coriander,,,,,
 1.MANDYA, 2001-02,Whole Year ,1,,0
, 2007-08,Whole Year ,1,,0
, 2008-09,Whole Year ,6,3,0.5
, 2009-10,Whole Year ,7,3,0.428571428571429
, 2012-13,Whole Year ,42,17,0.404761904761905
, 2013-14,Whole Year ,2,1,0.5
, 2014-15,Whole Year ,12,4,0.333333333333333
, 2015-16,Whole Year ,1,,0
, 2016-17,Whole Year ,15,7,0.466666666666667
, 2017-18,Whole Year ,2,1,0.5
, 2018-19,Whole Year ,52,46,0.884615384615385
Total - Coriander,,,141,82,0.581560283687943
Cotton(lint),,,,Bales*,Bales/Hectare
 1.MANDYA, 1998-99,Kharif     ,44,65,1.47727272727273
, 1999-00,Kharif     ,109,121,1.11009174311927
, 2000-01,Kharif     ,21,32,1.52380952380952
, 2001-02,Kharif     ,1,2,2
, 2002-03,Kharif     ,1,2,2
, 2003-04,Kharif     ,2,5,2.5
, 2004-05,Kharif     ,5,5,1
, 2005-06,Whole Year ,5,15,3
, 2013-14,Kharif     ,4,12,3
, 2014-15,Kharif     ,5,14,2.8
, 2018-19,Kharif     ,4,8,2
Total - Cotton(lint),,,201,281,1.39800995024876
Cowpea(Lobia),,,,,
 1.MANDYA, 2010-11,Kharif     ,8702,6423,0.738106182486785
,,Rabi       ,1006,266,0.26441351888668
,,Total,9708,6689,0.689019365471776
, 2011-12,Kharif     ,7729,4494,0.581446500194074
,,Rabi       ,1536,333,0.216796875
,,Total,9265,4827,0.520992984349703
, 2012-13,Kharif     ,7223,3760,0.520559324380451
,,Rabi       ,821,161,0.196102314250914
,,Summer     ,214,64,0.299065420560748
,,Total,8258,3985,0.482562363768467
, 2013-14,Kharif     ,5081,2824,0.555796103129305
,,Rabi       ,363,209,0.575757575757576
,,Summer     ,341,134,0.392961876832845
,,Total,5785,3167,0.547450302506482
, 2014-15,Kharif     ,3796,1616,0.425711275026344
,,Rabi       ,271,99,0.365313653136531
,,Summer     ,177,65,0.367231638418079
,,Total,4244,1780,0.419415645617342
, 2015-16,Kharif     ,4629,2375,0.513069777489739
,,Rabi       ,87,39,0.448275862068966
,,Summer     ,74,22,0.297297297297297
,,Total,4790,2436,0.508559498956159
, 2016-17,Kharif     ,2943,2253,0.765545361875637
,,Rabi       ,2,,0
,,Total,2945,2253,0.765025466893039
, 2017-18,Kharif     ,18875,3371,0.178596026490066
,,Rabi       ,580,235,0.405172413793103
,,Summer     ,28,8,0.285714285714286
,,Total,19483,3614,0.18549504696402
, 2018-19,Kharif     ,8240,3084,0.374271844660194
,,Rabi       ,48,13,0.270833333333333
,,Summer     ,142,18,0.126760563380282
,,Total,8430,3115,0.369513641755635
Total - Cowpea(Lobia),,,72908,31866,0.437071377626598
Dry chillies,,,,,
 1.MANDYA, 1997-98,Kharif     ,288,150,0.520833333333333
,,Rabi       ,140,242,1.72857142857143
,,Total,428,392,0.91588785046729
, 1998-99,Whole Year ,1251,1298,1.03756994404476
, 1999-00,Whole Year ,826,808,0.978208232445521
, 2000-01,Whole Year ,796,767,0.96356783919598
, 2001-02,Whole Year ,833,1899,2.2797118847539
, 2002-03,Whole Year ,608,711,1.16940789473684
, 2003-04,Whole Year ,1063,1512,1.42238946378175
, 2004-05,Whole Year ,612,430,0.702614379084967
, 2005-06,Kharif     ,579,421,0.727115716753022
,,Rabi       ,19,31,1.63157894736842
,,Summer     ,19,50,2.63157894736842
,,Total,617,502,0.813614262560778
, 2006-07,Whole Year ,524,554,1.05725190839695
, 2007-08,Kharif     ,448,403,0.899553571428571
,,Rabi       ,20,35,1.75
,,Summer     ,29,98,3.37931034482759
,,Total,497,536,1.0784708249497
, 2008-09,Kharif     ,461,428,0.928416485900217
,,Rabi       ,32,54,1.6875
,,Summer     ,57,187,3.28070175438596
,,Total,550,669,1.21636363636364
, 2009-10,Rabi       ,28,83,2.96428571428571
,,Summer     ,94,433,4.6063829787234
,,Total,122,516,4.22950819672131
, 2010-11,Kharif     ,430,354,0.823255813953488
,,Rabi       ,51,139,2.72549019607843
,,Summer     ,113,344,3.04424778761062
,,Total,594,837,1.40909090909091
, 2011-12,Kharif     ,268,216,0.805970149253731
,,Rabi       ,61,144,2.36065573770492
,,Summer     ,106,371,3.5
,,Total,435,731,1.68045977011494
, 2012-13,Kharif     ,88,81,0.920454545454545
,,Rabi       ,29,79,2.72413793103448
,,Summer     ,45,127,2.82222222222222
,,Total,162,287,1.77160493827161
, 2013-14,Kharif     ,479,531,1.10855949895616
,,Rabi       ,86,163,1.8953488372093
,,Summer     ,84,223,2.6547619047619
,,Total,649,917,1.41294298921418
, 2014-15,Kharif     ,875,990,1.13142857142857
,,Rabi       ,169,317,1.87573964497041
,,Summer     ,45,87,1.93333333333333
,,Total,1089,1394,1.28007346189164
, 2015-16,Kharif     ,630,546,0.866666666666667
,,Rabi       ,138,279,2.02173913043478
,,Summer     ,84,154,1.83333333333333
,,Total,852,979,1.14906103286385
, 2016-17,Kharif     ,475,957,2.01473684210526
,,Rabi       ,72,154,2.13888888888889
,,Summer     ,79,179,2.26582278481013
,,Total,626,1290,2.06070287539936
, 2017-18,Kharif     ,382,719,1.88219895287958
,,Rabi       ,139,280,2.01438848920863
,,Summer     ,50,100,2
,,Total,571,1099,1.92469352014011
Total - Dry chillies,,,13705,18128,1.32272893104706
Garlic,,,,,
 1.MANDYA, 2002-03,Whole Year ,1,1,1
, 2003-04,Whole Year ,1,1,1
, 2004-05,Whole Year ,3,2,0.666666666666667
, 2005-06,Whole Year ,2,2,1
, 2006-07,Whole Year ,3,2,0.666666666666667
, 2007-08,Whole Year ,7,7,1
, 2008-09,Whole Year ,4,9,2.25
, 2012-13,Whole Year ,7,9,1.28571428571429
, 2018-19,Whole Year ,2,13,6.5
Total - Garlic,,,30,46,1.53333333333333
Ginger,,,,,
 1.MANDYA, 1998-99,Kharif     ,5,66,13.2
, 1999-00,Kharif     ,4,53,13.25
, 2000-01,Kharif     ,5,66,13.2
, 2001-02,Kharif     ,5,66,13.2
, 2002-03,Kharif     ,2,26,13
, 2003-04,Kharif     ,1,13,13
, 2004-05,Kharif     ,5,66,13.2
, 2005-06,Whole Year ,16,210,13.125
, 2006-07,Whole Year ,19,250,13.1578947368421
, 2007-08,Whole Year ,23,472,20.5217391304348
, 2008-09,Whole Year ,22,701,31.8636363636364
, 2009-10,Whole Year ,21,661,31.4761904761905
, 2010-11,Whole Year ,30,108.6,3.62
, 2011-12,Whole Year ,47,149.5,3.18085106382979
, 2012-13,Whole Year ,39,1242,31.8461538461538
, 2013-14,Whole Year ,19,525,27.6315789473684
, 2014-15,Whole Year ,27,784,29.037037037037
, 2015-16,Whole Year ,32,1195,37.34375
, 2016-17,Whole Year ,83,2099,25.289156626506
, 2017-18,Whole Year ,18,465,25.8333333333333
, 2018-19,Whole Year ,89,1369.8,15.3910112359551
Total - Ginger,,,512,10587.9,20.6794921875
Gram,,,,,
 1.MANDYA, 1998-99,Rabi       ,57,38,0.666666666666667
, 1999-00,Rabi       ,213,117,0.549295774647887
, 2002-03,Rabi       ,176,90,0.511363636363636
, 2003-04,Rabi       ,238,77,0.323529411764706
, 2004-05,Rabi       ,49,37,0.755102040816326
