Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arhar/Tur,,,,,
 1.KOPPAL, 1998-99,Kharif     ,13481,2818,0.209034938060975
, 1999-00,Kharif     ,13009,3745,0.28787762318395
, 2000-01,Kharif     ,12649,4230,0.334413787651198
, 2001-02,Kharif     ,7572,1806,0.23851030110935
, 2002-03,Kharif     ,11252,2159,0.191876999644508
, 2003-04,Kharif     ,11083,1727,0.155824235315348
, 2004-05,Kharif     ,11807,2490,0.210891843821462
, 2005-06,Kharif     ,12798,5860,0.457884044381935
, 2006-07,Kharif     ,10810,2003,0.185291396854764
, 2007-08,Kharif     ,9449,5081,0.537728860196846
, 2008-09,Kharif     ,9479,4151,0.437915391918979
, 2009-10,Kharif     ,11005,2415,0.219445706497047
, 2010-11,Kharif     ,12677,5757,0.454129525913071
, 2011-12,Kharif     ,10684,3136,0.293523025084238
, 2012-13,Kharif     ,7769,3366,0.433260393873085
, 2013-14,Kharif     ,10186,4809,0.472118594148832
, 2014-15,Kharif     ,14572,8472,0.581388965138622
, 2015-16,Kharif     ,11637,3969,0.341067285382831
, 2016-17,Kharif     ,25501,12428,0.487353437120113
, 2017-18,Kharif     ,17255,9819,0.569052448565633
, 2018-19,Kharif     ,24740,6722,0.271705739692805
Total - Arhar/Tur,,,269415,96963,0.359902009910361
Bajra,,,,,
 1.KOPPAL, 1998-99,Kharif     ,54118,26932,0.497653276174286
, 1999-00,Kharif     ,50498,28131,0.55707156719078
, 2000-01,Kharif     ,59035,35279,0.597594647243161
, 2001-02,Kharif     ,38041,15489,0.407165952524907
,,Rabi       ,235,116,0.493617021276596
,,Total,38276,15605,0.407696729020796
, 2002-03,Kharif     ,50604,5960,0.117777250810213
,,Summer     ,65,59,0.907692307692308
,,Total,50669,6019,0.11879058201267
, 2003-04,Kharif     ,76296,48590,0.636861696550278
,,Summer     ,2,2,1
,,Total,76298,48592,0.63687121549713
, 2004-05,Kharif     ,73307,33517,0.457214181456068
, 2005-06,Kharif     ,94687,101389,1.0707805717786
, 2006-07,Kharif     ,69097,16612,0.240415647567912
, 2007-08,Kharif     ,72360,61349,0.847830292979547
, 2008-09,Kharif     ,64697,35840,0.553966953645455
, 2009-10,Kharif     ,56210,18512,0.32933641700765
, 2010-11,Kharif     ,66897,82512,1.23341853894793
, 2011-12,Kharif     ,65874,75586,1.14743297810972
, 2012-13,Kharif     ,71347,97196,1.36229974631029
, 2013-14,Kharif     ,59563,99363,1.66820005708242
, 2014-15,Kharif     ,51338,88910,1.73185554559975
, 2015-16,Kharif     ,44190,31569,0.71439239646979
, 2016-17,Kharif     ,56139,37599,0.669748303318549
, 2017-18,Kharif     ,79206,144472,1.82400323207838
, 2018-19,Kharif     ,67048,45096,0.672592769359265
Total - Bajra,,,1320854,1130080,0.855567685754822
Banana,,,,,
 1.KOPPAL, 1999-00,Whole Year ,570,13374,23.4631578947368
, 2000-01,Whole Year ,650,11949,18.3830769230769
, 2002-03,Whole Year ,497,8510,17.1227364185111
, 2003-04,Whole Year ,363,271,0.746556473829201
, 2004-05,Whole Year ,3657,12445,3.40306261963358
, 2005-06,Whole Year ,376,4119,10.9547872340426
, 2006-07,Whole Year ,368,15238,41.4076086956522
, 2007-08,Whole Year ,870,37339,42.9183908045977
, 2008-09,Whole Year ,1281,23577,18.4051522248244
, 2009-10,Whole Year ,1183,50410,42.6120033812342
, 2010-11,Whole Year ,1279,75163,58.7670054730258
, 2011-12,Whole Year ,1425,97498,68.419649122807
Total - Banana,,,12519,349893,27.9489575844716
Cashewnut,,,,,
 1.KOPPAL, 2018-19,Whole Year ,19,23,1.21052631578947
Total - Cashewnut,,,19,23,1.21052631578947
Castor seed,,,,,
 1.KOPPAL, 1998-99,Kharif     ,2437,2375,0.974558883873615
, 1999-00,Kharif     ,1476,1139,0.771680216802168
, 2000-01,Kharif     ,1966,3076,1.5645981688708
, 2001-02,Kharif     ,1180,444,0.376271186440678
, 2002-03,Kharif     ,1238,582,0.470113085621971
, 2003-04,Kharif     ,1430,1027,0.718181818181818
, 2004-05,Kharif     ,1392,581,0.417385057471264
, 2005-06,Kharif     ,1532,2225,1.4523498694517
, 2006-07,Kharif     ,1278,1958,1.5320813771518
, 2007-08,Kharif     ,1112,637,0.572841726618705
, 2008-09,Kharif     ,1206,1028,0.85240464344942
, 2009-10,Kharif     ,1513,614,0.405816259087905
, 2010-11,Kharif     ,922,1359,1.47396963123644
, 2011-12,Kharif     ,717,1008,1.40585774058577
, 2012-13,Kharif     ,332,457,1.37650602409639
, 2013-14,Kharif     ,324,560,1.7283950617284
