Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arecanut,,,,,
 1.BIJAPUR, 2018-19,Whole Year ,3,27,9
Total - Arecanut,,,3,27,9
Arhar/Tur,,,,,
 1.BIJAPUR, 1997-98,Kharif     ,20286,2428,0.119688455092182
, 1998-99,Kharif     ,14304,5191,0.36290548098434
, 1999-00,Kharif     ,20462,11197,0.547209461440719
, 2000-01,Kharif     ,30781,18013,0.585198661511972
, 2001-02,Kharif     ,11863,4339,0.365759082862682
, 2002-03,Kharif     ,18001,6037,0.335370257207933
, 2003-04,Kharif     ,21604,5418,0.250786891316423
, 2004-05,Kharif     ,36948,7055,0.19094402944679
, 2005-06,Kharif     ,38153,15404,0.403742824941682
, 2006-07,Kharif     ,48162,20818,0.432249491300195
, 2007-08,Kharif     ,78533,34394,0.437956018489043
, 2008-09,Kharif     ,48686,19287,0.396150844185187
, 2009-10,Kharif     ,104091,31050,0.298296682710321
, 2010-11,Kharif     ,189677,107215,0.565250399363128
, 2011-12,Kharif     ,102093,38601,0.378096441479827
, 2012-13,Kharif     ,86199,50689,0.588046265037877
, 2013-14,Kharif     ,180625,170564,0.944298961937716
, 2014-15,Kharif     ,187324,114783,0.612751169097393
, 2015-16,Kharif     ,135696,39576,0.291651927838698
, 2016-17,Kharif     ,388932,330320,0.849300134727922
, 2017-18,Kharif     ,262563,159638,0.607998842182638
, 2018-19,Kharif     ,520937,167273,0.321100248206597
Total - Arhar/Tur,,,2545920,1359290,0.533909156611363
Bajra,,,,,
 1.BIJAPUR, 1997-98,Kharif     ,94756,40777,0.430336865211702
, 1998-99,Kharif     ,88693,64614,0.728512960436562
, 1999-00,Kharif     ,114012,73692,0.646353015472056
, 2000-01,Kharif     ,111741,89582,0.801693201242158
, 2001-02,Kharif     ,10298,5437,0.527966595455428
, 2002-03,Kharif     ,55607,22679,0.40784433614473
, 2003-04,Kharif     ,36571,21145,0.578190369418392
, 2004-05,Kharif     ,97629,64623,0.661924223335279
, 2005-06,Kharif     ,83066,52471,0.631678424385428
, 2006-07,Kharif     ,95656,44250,0.462595132558334
, 2007-08,Kharif     ,116368,74324,0.638697923827857
, 2008-09,Kharif     ,33180,18521,0.558197709463532
, 2009-10,Kharif     ,62057,28246,0.455162189599884
, 2010-11,Kharif     ,65452,45773,0.699336918657948
, 2011-12,Kharif     ,60052,45322,0.754712582428562
, 2012-13,Kharif     ,55438,51981,0.937642050579025
, 2013-14,Kharif     ,69832,75694,1.0839443235193
, 2014-15,Kharif     ,48810,37281,0.76379840196681
, 2015-16,Kharif     ,20156,5725,0.284034530660845
, 2016-17,Kharif     ,43145,49185,1.13999304670298
, 2017-18,Kharif     ,25751,23216,0.901557221078793
, 2018-19,Kharif     ,19373,14576,0.752387343209622
Total - Bajra,,,1407643,949114,0.674257606509605
Banana,,,,,
 1.BIJAPUR, 1999-00,Whole Year ,1289,25517,19.7959658650116
, 2000-01,Whole Year ,1542,29889,19.3832684824903
, 2002-03,Whole Year ,1512,28318,18.728835978836
, 2003-04,Whole Year ,1868,30768,16.4710920770878
, 2004-05,Whole Year ,520,10514,20.2192307692308
, 2005-06,Whole Year ,582,6559,11.2697594501718
, 2006-07,Whole Year ,1406,38697,27.522759601707
, 2007-08,Whole Year ,1696,38201,22.5241745283019
, 2008-09,Whole Year ,1684,41037,24.3687648456057
, 2009-10,Whole Year ,1932,64878,33.5807453416149
, 2010-11,Whole Year ,1933,64912,33.5809622348681
, 2011-12,Whole Year ,1855,64548,34.7967654986523
Total - Banana,,,17819,443838,24.9081317694596
Castor seed,,,,,
 1.BIJAPUR, 1998-99,Kharif     ,157,134,0.853503184713376
, 1999-00,Kharif     ,33,25,0.757575757575758
, 2000-01,Kharif     ,45,58,1.28888888888889
, 2002-03,Kharif     ,24,22,0.916666666666667
, 2003-04,Kharif     ,6,5,0.833333333333333
, 2005-06,Kharif     ,8,8,1
, 2006-07,Kharif     ,77,62,0.805194805194805
, 2007-08,Kharif     ,104,70,0.673076923076923
, 2008-09,Kharif     ,104,99,0.951923076923077
, 2009-10,Kharif     ,24,16,0.666666666666667
, 2010-11,Kharif     ,2,2,1
, 2011-12,Kharif     ,5,4,0.8
Total - Castor seed,,,589,505,0.857385398981324
Coconut ,,,,Nuts*,Nuts/Hectare
 1.BIJAPUR, 1998-99,Whole Year ,150,717000,4780
, 1999-00,Whole Year ,162,774000,4777.77777777778
, 2000-01,Whole Year ,158,755000,4778.48101265823
, 2001-02,Whole Year ,413,1973000,4777.2397094431
, 2002-03,Whole Year ,175,836000,4777.14285714286
, 2003-04,Whole Year ,206,984000,4776.69902912621
, 2004-05,Whole Year ,178,850000,4775.28089887641
, 2005-06,Whole Year ,178,850000,4775.28089887641
, 2006-07,Whole Year ,189,903000,4777.77777777778
, 2007-08,Whole Year ,192,978000,5093.75
, 2008-09,Whole Year ,213,1459000,6849.76525821596
, 2009-10,Whole Year ,268,1906000,7111.94029850746
, 2010-11,Whole Year ,281,2686000,9558.71886120996
, 2011-12,Whole Year ,288,2863000,9940.97222222222
, 2012-13,Whole Year ,284,2796000,9845.07042253521
, 2013-14,Whole Year ,293,2325000,7935.15358361775
, 2014-15,Whole Year ,296,2641000,8922.2972972973
, 2015-16,Whole Year ,374,3128000,8363.63636363636
, 2016-17,Whole Year ,366,2861000,7816.93989071038
, 2017-18,Whole Year ,393,3108000,7908.39694656489
, 2018-19,Whole Year ,80,567000,7087.5
Total - Coconut ,,,5137,35960000,7000.19466614756
Coriander,,,,,
 1.BIJAPUR, 1997-98,Whole Year ,400,38,0.095
, 1998-99,Whole Year ,381,36,0.0944881889763779
, 1999-00,Whole Year ,362,34,0.0939226519337016
, 2000-01,Whole Year ,506,48,0.0948616600790514
, 2001-02,Whole Year ,130,12,0.0923076923076923
, 2002-03,Whole Year ,325,31,0.0953846153846154
, 2003-04,Whole Year ,26,2,0.0769230769230769
, 2004-05,Whole Year ,130,12,0.0923076923076923
, 2005-06,Whole Year ,74,7,0.0945945945945946
, 2006-07,Whole Year ,88,8,0.0909090909090909
, 2007-08,Whole Year ,80,28,0.35
, 2008-09,Whole Year ,75,40,0.533333333333333
, 2009-10,Whole Year ,199,98,0.492462311557789
, 2010-11,Whole Year ,226,82,0.36283185840708
, 2011-12,Whole Year ,101,27,0.267326732673267
, 2012-13,Whole Year ,99,26,0.262626262626263
, 2013-14,Whole Year ,58,18,0.310344827586207
, 2014-15,Whole Year ,112,38,0.339285714285714
, 2015-16,Whole Year ,151,65,0.43046357615894
, 2018-19,Whole Year ,123,110,0.894308943089431
Total - Coriander,,,3646,760,0.208447613823368
Cotton(lint),,,,Bales*,Bales/Hectare
 1.BIJAPUR, 1998-99,Kharif     ,8727,12667,1.45147244184714
, 1999-00,Kharif     ,7198,12749,1.77118644067797
, 2000-01,Kharif     ,14718,27539,1.87111020519092
, 2001-02,Kharif     ,11094,14634,1.31909140075717
, 2002-03,Kharif     ,2851,3673,1.28831988775868
, 2003-04,Kharif     ,1226,1753,1.42985318107667
, 2004-05,Kharif     ,3043,7663,2.51823858034834
, 2005-06,Whole Year ,1863,5568,2.98872785829308
, 2006-07,Whole Year ,1746,3317,1.89977090492554
, 2007-08,Whole Year ,4100,10326,2.51853658536585
, 2008-09,Whole Year ,5553,12932,2.32883126238069
, 2009-10,Whole Year ,3669,7636,2.08122104115563
, 2010-11,Kharif     ,9599,26525,2.76330867798729
,,Rabi       ,925,1882,2.03459459459459
,,Total,10524,28407,2.69925883694413
, 2011-12,Kharif     ,11130,29346,2.6366576819407
,,Rabi       ,691,672,0.972503617945007
,,Total,11821,30018,2.53937907114457
, 2012-13,Kharif     ,11247,25893,2.30221392371299
,,Rabi       ,1492,1843,1.23525469168901
,,Summer     ,208,577,2.77403846153846
,,Total,12947,28313,2.18683864988028
, 2013-14,Kharif     ,9881,23301,2.35816212933914
,,Rabi       ,446,1201,2.69282511210762
,,Summer     ,92,332,3.60869565217391
,,Total,10419,24834,2.38353008926001
, 2014-15,Kharif     ,14303,32450,2.26875480668391
,,Rabi       ,224,357,1.59375
,,Summer     ,37,70,1.89189189189189
,,Total,14564,32877,2.2574155451799
, 2015-16,Kharif     ,7578,11264,1.48640802322513
,,Rabi       ,130,155,1.19230769230769
,,Summer     ,9,19,2.11111111111111
,,Total,7717,11438,1.48218219515356
, 2016-17,Kharif     ,10272,27322,2.65985202492212
,,Rabi       ,46,15,0.326086956521739
,,Total,10318,27337,2.64944756735802
, 2017-18,Kharif     ,12003,32262,2.68782804298925
,,Rabi       ,117,88,0.752136752136752
,,Total,12120,32350,2.66914191419142
, 2018-19,Kharif     ,34297,59029,1.72111263375805
,,Rabi       ,272,131,0.481617647058824
,,Total,34569,59160,1.71135988891782
Total - Cotton(lint),,,190787,395191,2.07137278745407
Cowpea(Lobia),,,,,
 1.BIJAPUR, 2010-11,Kharif     ,878,275,0.313211845102506
,,Rabi       ,335,88,0.262686567164179
,,Total,1213,363,0.299258037922506
, 2011-12,Kharif     ,735,156,0.212244897959184
,,Rabi       ,196,69,0.352040816326531
,,Total,931,225,0.241675617615467
, 2012-13,Kharif     ,252,76,0.301587301587302
,,Rabi       ,206,69,0.33495145631068
,,Summer     ,154,55,0.357142857142857
,,Total,612,200,0.326797385620915
, 2013-14,Kharif     ,249,58,0.232931726907631
,,Rabi       ,14,6,0.428571428571429
,,Summer     ,181,71,0.392265193370166
,,Total,444,135,0.304054054054054
, 2014-15,Kharif     ,285,32,0.112280701754386
,,Summer     ,152,56,0.368421052631579
,,Total,437,88,0.20137299771167
, 2015-16,Kharif     ,142,7,0.0492957746478873
,,Summer     ,216,65,0.300925925925926
,,Total,358,72,0.201117318435754
, 2016-17,Kharif     ,274,210,0.766423357664234
, 2017-18,Kharif     ,89,20,0.224719101123595
,,Summer     ,56,17,0.303571428571429
,,Total,145,37,0.255172413793103
, 2018-19,Kharif     ,12,5,0.416666666666667
,,Rabi       ,220,62,0.281818181818182
,,Summer     ,33,4,0.121212121212121
,,Total,265,71,0.267924528301887
Total - Cowpea(Lobia),,,4679,1401,0.299422953622569
Dry chillies,,,,,
 1.BIJAPUR, 1997-98,Kharif     ,2131,2996,1.40591271703426
,,Rabi       ,300,1364,4.54666666666667
,,Total,2431,4360,1.79350061703003
, 1998-99,Whole Year ,2276,1637,0.719244288224956
, 1999-00,Whole Year ,1793,2158,1.20356943669827
, 2000-01,Whole Year ,2163,2447,1.13129912159038
, 2001-02,Whole Year ,1894,2641,1.39440337909187
, 2002-03,Whole Year ,1362,927,0.680616740088106
, 2003-04,Whole Year ,533,483,0.906191369606004
, 2004-05,Whole Year ,1479,1467,0.991886409736308
, 2005-06,Kharif     ,937,681,0.726787620064034
,,Rabi       ,227,300,1.3215859030837
,,Summer     ,121,319,2.63636363636364
,,Total,1285,1300,1.01167315175097
, 2006-07,Whole Year ,1002,2179,2.17465069860279
, 2007-08,Kharif     ,795,1130,1.42138364779874
,,Rabi       ,492,735,1.49390243902439
,,Summer     ,350,1185,3.38571428571429
,,Total,1637,3050,1.86316432498473
, 2008-09,Kharif     ,592,1013,1.71114864864865
,,Rabi       ,552,686,1.24275362318841
,,Summer     ,161,528,3.27950310559006
,,Total,1305,2227,1.70651340996169
, 2009-10,Rabi       ,613,975,1.5905383360522
,,Summer     ,208,958,4.60576923076923
,,Total,821,1933,2.35444579780755
, 2010-11,Kharif     ,1117,2159,1.93285586392122
,,Rabi       ,483,1066,2.20703933747412
,,Summer     ,231,703,3.04329004329004
,,Total,1831,3928,2.14527580557073
, 2011-12,Kharif     ,1048,1212,1.15648854961832
,,Rabi       ,248,315,1.27016129032258
,,Summer     ,145,508,3.50344827586207
,,Total,1441,2035,1.41221374045802
, 2012-13,Kharif     ,941,646,0.686503719447396
,,Rabi       ,349,465,1.3323782234957
,,Summer     ,131,370,2.82442748091603
,,Total,1421,1481,1.04222378606615
, 2013-14,Kharif     ,947,723,0.763463569165787
,,Rabi       ,535,454,0.848598130841121
,,Summer     ,386,1026,2.6580310880829
,,Total,1868,2203,1.17933618843683
, 2014-15,Kharif     ,1003,899,0.896311066799601
,,Rabi       ,636,517,0.812893081761006
,,Summer     ,418,805,1.92583732057416
,,Total,2057,2221,1.07972775887214
, 2015-16,Kharif     ,1137,1848,1.62532981530343
,,Rabi       ,743,918,1.23553162853297
,,Summer     ,230,178,0.773913043478261
,,Total,2110,2944,1.39526066350711
, 2016-17,Kharif     ,829,2082,2.51145958986731
,,Rabi       ,525,656,1.24952380952381
,,Summer     ,138,264,1.91304347826087
,,Total,1492,3002,2.01206434316354
, 2017-18,Kharif     ,769,1430,1.85955786736021
,,Rabi       ,557,612,1.09874326750449
,,Summer     ,129,198,1.53488372093023
,,Total,1455,2240,1.53951890034364
, 2018-19,Kharif     ,1879,5867,3.12240553485897
Total - Dry chillies,,,35535,52730,1.48388912339947
Garlic,,,,,
 1.BIJAPUR, 1997-98,Whole Year ,152,126,0.828947368421053
, 1998-99,Whole Year ,136,113,0.830882352941176
, 1999-00,Whole Year ,182,151,0.82967032967033
, 2000-01,Whole Year ,387,321,0.829457364341085
, 2002-03,Whole Year ,582,482,0.828178694158076
, 2003-04,Whole Year ,200,166,0.83
, 2004-05,Whole Year ,209,173,0.827751196172249
, 2005-06,Whole Year ,243,201,0.82716049382716
, 2006-07,Whole Year ,316,262,0.829113924050633
, 2007-08,Whole Year ,405,1392,3.43703703703704
, 2008-09,Whole Year ,464,1021,2.20043103448276
, 2009-10,Whole Year ,563,1604,2.84902309058615
, 2010-11,Whole Year ,260,797,3.06538461538462
, 2011-12,Whole Year ,409,1181,2.88753056234719
, 2012-13,Whole Year ,682,1969,2.88709677419355
, 2013-14,Whole Year ,471,1481,3.14437367303609
, 2014-15,Whole Year ,448,1379,3.078125
, 2015-16,Whole Year ,581,1745,3.00344234079174
, 2016-17,Whole Year ,415,1108,2.66987951807229
, 2017-18,Whole Year ,370,947,2.55945945945946
, 2018-19,Whole Year ,294,1479,5.03061224489796
Total - Garlic,,,7769,18098,2.32951473806153
Ginger,,,,,
 1.BIJAPUR, 2018-19,Whole Year ,6,92.3,15.3833333333333
Total - Ginger,,,6,92.3,15.3833333333333
Gram,,,,,
 1.BIJAPUR, 1998-99,Rabi       ,48080,29390,0.611272878535774
