Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arecanut,,,,,
 1.GADAG, 2003-04,Whole Year ,2,3,1.5
, 2004-05,Whole Year ,3,4,1.33333333333333
, 2005-06,Whole Year ,3,19,6.33333333333333
, 2006-07,Whole Year ,3,4,1.33333333333333
, 2007-08,Whole Year ,3,19,6.33333333333333
, 2008-09,Whole Year ,3,19,6.33333333333333
, 2009-10,Whole Year ,3,19,6.33333333333333
, 2010-11,Whole Year ,3,32,10.6666666666667
, 2014-15,Whole Year ,5,46,9.2
, 2015-16,Whole Year ,2,20,10
, 2016-17,Whole Year ,2,20,10
, 2017-18,Whole Year ,3,33,11
, 2018-19,Whole Year ,9,80,8.88888888888889
Total - Arecanut,,,44,318,7.22727272727273
Arhar/Tur,,,,,
 1.GADAG, 1998-99,Kharif     ,2449,503,0.205389955083708
, 1999-00,Kharif     ,2509,434,0.172977281785572
, 2000-01,Kharif     ,2657,674,0.253669552126458
, 2001-02,Kharif     ,1521,256,0.168310322156476
, 2002-03,Kharif     ,2480,549,0.221370967741935
, 2003-04,Kharif     ,1338,133,0.0994020926756353
, 2004-05,Kharif     ,2784,1214,0.436063218390805
, 2005-06,Kharif     ,3224,1164,0.361042183622829
, 2006-07,Kharif     ,2188,478,0.218464351005484
, 2007-08,Kharif     ,3051,1220,0.399868895444117
, 2008-09,Kharif     ,1365,407,0.298168498168498
, 2009-10,Kharif     ,2939,782,0.266076896903709
, 2010-11,Kharif     ,2783,1142,0.410348544735897
, 2011-12,Kharif     ,2749,854,0.310658421244089
, 2012-13,Kharif     ,1737,391,0.225100748416811
, 2013-14,Kharif     ,1808,670,0.370575221238938
, 2014-15,Kharif     ,1540,726,0.471428571428571
, 2015-16,Kharif     ,1651,289,0.175045427013931
, 2016-17,Kharif     ,3482,1684,0.483630097645032
, 2017-18,Kharif     ,3373,2150,0.637414764304773
, 2018-19,Kharif     ,2975,791,0.265882352941176
Total - Arhar/Tur,,,50603,16511,0.326285002865443
Bajra,,,,,
 1.GADAG, 1998-99,Kharif     ,1190,598,0.502521008403361
, 1999-00,Kharif     ,1168,444,0.38013698630137
, 2000-01,Kharif     ,1858,945,0.508611410118407
, 2001-02,Kharif     ,2032,1084,0.533464566929134
, 2002-03,Kharif     ,1395,811,0.581362007168459
, 2003-04,Kharif     ,1498,693,0.462616822429907
, 2004-05,Kharif     ,2015,1191,0.591066997518611
, 2005-06,Kharif     ,2482,2204,0.887993553585818
, 2006-07,Kharif     ,2004,890,0.444111776447106
, 2007-08,Kharif     ,1950,3198,1.64
, 2008-09,Kharif     ,1621,930,0.573719925971622
, 2009-10,Kharif     ,1804,913,0.50609756097561
, 2010-11,Kharif     ,2799,1781,0.636298678099321
, 2011-12,Kharif     ,2159,1240,0.574339972209356
, 2012-13,Kharif     ,2964,2312,0.780026990553306
, 2013-14,Kharif     ,2771,2169,0.782749909779863
, 2014-15,Kharif     ,2420,1421,0.587190082644628
, 2015-16,Kharif     ,1089,409,0.375573921028466
, 2016-17,Kharif     ,1279,864,0.675527756059421
, 2017-18,Kharif     ,2171,2881,1.32703823122985
, 2018-19,Kharif     ,3617,1656,0.457837987282278
Total - Bajra,,,42286,28634,0.677150830061959
Banana,,,,,
 1.GADAG, 1999-00,Whole Year ,40,939,23.475
, 2000-01,Whole Year ,45,827,18.3777777777778
, 2002-03,Whole Year ,183,3133,17.120218579235
, 2003-04,Whole Year ,269,3494,12.9888475836431
, 2004-05,Whole Year ,254,3188,12.5511811023622
, 2005-06,Whole Year ,99,1176,11.8787878787879
, 2006-07,Whole Year ,93,1857,19.9677419354839
, 2007-08,Whole Year ,163,2883,17.6871165644172
, 2008-09,Whole Year ,211,3666,17.3744075829384
, 2009-10,Whole Year ,206,4569,22.1796116504854
, 2010-11,Whole Year ,247,5801,23.4858299595142
, 2011-12,Whole Year ,456,11394,24.9868421052632
Total - Banana,,,2266,42927,18.9439541041483
Black pepper,,,,,
 1.GADAG, 2015-16,Whole Year ,20,15.3,0.765
, 2016-17,Whole Year ,8,4.8,0.6
Total - Black pepper,,,28,20.1,0.717857142857143
Cashewnut,,,,,
 1.GADAG, 2016-17,Whole Year ,2,1,0.5
, 2017-18,Whole Year ,83,61,0.734939759036145
, 2018-19,Whole Year ,76,92,1.21052631578947
Total - Cashewnut,,,161,154,0.956521739130435
Castor seed,,,,,
 1.GADAG, 1998-99,Kharif     ,67,57,0.850746268656716
, 1999-00,Kharif     ,54,42,0.777777777777778
, 2000-01,Kharif     ,278,356,1.28057553956835
, 2001-02,Kharif     ,117,87,0.743589743589744
, 2002-03,Kharif     ,58,54,0.931034482758621
, 2003-04,Kharif     ,100,90,0.9
, 2004-05,Kharif     ,102,88,0.862745098039216
, 2005-06,Kharif     ,292,304,1.04109589041096
, 2006-07,Kharif     ,83,66,0.795180722891566
, 2007-08,Kharif     ,280,188,0.671428571428571
, 2008-09,Kharif     ,32,30,0.9375
, 2009-10,Kharif     ,62,40,0.645161290322581
, 2010-11,Kharif     ,68,57,0.838235294117647
, 2011-12,Kharif     ,7,6,0.857142857142857
, 2013-14,Kharif     ,23,21,0.91304347826087
, 2014-15,Kharif     ,3,2,0.666666666666667
, 2016-17,Kharif     ,10,5,0.5
, 2017-18,Kharif     ,28,18,0.642857142857143
, 2018-19,Kharif     ,13,7,0.538461538461538
Total - Castor seed,,,1677,1518,0.905187835420394
Coconut ,,,,Nuts*,Nuts/Hectare
 1.GADAG, 1998-99,Whole Year ,350,1671000,4774.28571428572
, 1999-00,Whole Year ,365,1743000,4775.34246575342
, 2000-01,Whole Year ,373,1781000,4774.79892761394
, 2001-02,Whole Year ,391,1867000,4774.93606138107
, 2002-03,Whole Year ,419,2001000,4775.65632458234
, 2003-04,Whole Year ,522,2492000,4773.94636015326
, 2004-05,Whole Year ,622,2970000,4774.91961414791
, 2005-06,Whole Year ,579,2765000,4775.47495682211
, 2006-07,Whole Year ,592,2827000,4775.33783783784
, 2007-08,Whole Year ,612,3116000,5091.50326797386
, 2008-09,Whole Year ,638,3187000,4995.29780564263
, 2009-10,Whole Year ,664,4721000,7109.93975903615
, 2010-11,Whole Year ,696,6653000,9558.90804597701
, 2011-12,Whole Year ,461,4583000,9941.431670282
, 2012-13,Whole Year ,192,1890000,9843.75
, 2013-14,Whole Year ,286,2269000,7933.56643356643
, 2014-15,Whole Year ,184,1642000,8923.91304347826
, 2015-16,Whole Year ,91,761000,8362.63736263736
, 2016-17,Whole Year ,92,719000,7815.21739130435
, 2017-18,Whole Year ,157,1241000,7904.45859872611
, 2018-19,Whole Year ,276,1955000,7083.33333333333
Total - Coconut ,,,8562,52854000,6173.09039943938
Coriander,,,,,
 1.GADAG, 1998-99,Whole Year ,113,12,0.106194690265487
, 1999-00,Whole Year ,143,15,0.104895104895105
, 2000-01,Whole Year ,103,11,0.106796116504854
, 2001-02,Whole Year ,147,15,0.102040816326531
, 2002-03,Whole Year ,148,15,0.101351351351351
, 2003-04,Whole Year ,227,23,0.101321585903084
, 2004-05,Whole Year ,387,40,0.103359173126615
, 2005-06,Whole Year ,253,26,0.102766798418972
, 2006-07,Whole Year ,205,21,0.102439024390244
, 2007-08,Whole Year ,213,74,0.347417840375587
, 2008-09,Whole Year ,82,44,0.536585365853659
, 2009-10,Whole Year ,113,55,0.486725663716814
, 2010-11,Whole Year ,64,24,0.375
, 2011-12,Whole Year ,234,95,0.405982905982906
, 2012-13,Whole Year ,20,8,0.4
, 2013-14,Whole Year ,20,6,0.3
, 2014-15,Whole Year ,41,14,0.341463414634146
, 2015-16,Whole Year ,202,87,0.430693069306931
, 2016-17,Whole Year ,149,65,0.436241610738255
, 2017-18,Whole Year ,65,24,0.369230769230769
, 2018-19,Whole Year ,35,31,0.885714285714286
Total - Coriander,,,2964,705,0.237854251012146
Cotton(lint),,,,Bales*,Bales/Hectare
 1.GADAG, 1998-99,Kharif     ,62230,69246,1.1127430499759
, 1999-00,Kharif     ,57536,41642,0.723755561735261
, 2000-01,Kharif     ,67713,97437,1.43897036019671
, 2001-02,Kharif     ,77125,50442,0.654029173419773
, 2002-03,Kharif     ,45540,20497,0.450087834870444
, 2003-04,Kharif     ,37175,7485,0.201344989912576
, 2004-05,Kharif     ,59863,42548,0.710756226717672
, 2005-06,Whole Year ,55846,44817,0.802510475235469
, 2006-07,Whole Year ,37817,17854,0.47211571515456
, 2007-08,Whole Year ,49518,76528,1.54545821721394
, 2008-09,Whole Year ,41834,95198,2.27561313763924
, 2009-10,Whole Year ,62015,82054,1.32313150044344
, 2010-11,Kharif     ,24843,57340,2.30809483556736
,,Rabi       ,48527,54557,1.12426072083582
,,Total,73370,111897,1.52510562900368
, 2011-12,Kharif     ,24721,43291,1.75118320456292
,,Rabi       ,34985,16915,0.483492925539517
,,Total,59706,60206,1.00837436773524
, 2012-13,Kharif     ,12863,20413,1.58695483168779
,,Rabi       ,20231,37420,1.84963669615936
,,Total,33094,57833,1.74753731794283
, 2013-14,Kharif     ,25670,100411,3.91160888196338
,,Rabi       ,32535,59632,1.83285692331335
,,Total,58205,160043,2.7496435014174
, 2014-15,Kharif     ,64795,198055,3.05664017285284
,,Rabi       ,33366,65817,1.97257687466283
,,Total,98161,263872,2.6881551736433
, 2015-16,Kharif     ,31488,62464,1.98373983739837
,,Rabi       ,17358,23279,1.34111072704229
,,Total,48846,85743,1.75537403267412
, 2016-17,Kharif     ,36249,67857,1.87196888190019
,,Rabi       ,16878,4244,0.251451593790733
,,Total,53127,72101,1.35714420163006
, 2017-18,Kharif     ,22095,88773,4.01778682959946
,,Rabi       ,13135,10790,0.821469356680624
,,Total,35230,99563,2.82608572239569
, 2018-19,Kharif     ,24238,32235,1.32993646340457
,,Rabi       ,1433,657,0.458478715980461
,,Total,25671,32892,1.28129017178918
Total - Cotton(lint),,,1139622,1589898,1.39510995751223
Cowpea(Lobia),,,,,
 1.GADAG, 2010-11,Kharif     ,995,207,0.208040201005025
,,Rabi       ,617,163,0.26418152350081
,,Total,1612,370,0.229528535980149
, 2011-12,Kharif     ,988,174,0.176113360323887
,,Rabi       ,348,205,0.589080459770115
,,Total,1336,379,0.283682634730539
, 2012-13,Kharif     ,249,64,0.257028112449799
,,Summer     ,499,271,0.543086172344689
,,Total,748,335,0.447860962566845
, 2013-14,Kharif     ,425,127,0.298823529411765
,,Rabi       ,1,,0
,,Summer     ,442,171,0.386877828054299
,,Total,868,298,0.34331797235023
, 2014-15,Kharif     ,332,106,0.319277108433735
,,Rabi       ,5,2,0.4
,,Summer     ,701,211,0.300998573466476
,,Total,1038,319,0.307321772639692
, 2015-16,Kharif     ,229,64,0.279475982532751
,,Rabi       ,10,4,0.4
,,Summer     ,367,112,0.305177111716621
,,Total,606,180,0.297029702970297
, 2016-17,Kharif     ,340,260,0.764705882352941
,,Rabi       ,7,,0
,,Summer     ,294,48,0.163265306122449
,,Total,641,308,0.480499219968799
, 2017-18,Kharif     ,136,31,0.227941176470588
,,Rabi       ,16,6,0.375
,,Summer     ,468,88,0.188034188034188
,,Total,620,125,0.201612903225806
, 2018-19,Kharif     ,86,33,0.383720930232558
,,Rabi       ,7,2,0.285714285714286
,,Summer     ,453,59,0.130242825607064
,,Total,546,94,0.172161172161172
Total - Cowpea(Lobia),,,8015,2408,0.300436681222707
Dry chillies,,,,,
 1.GADAG, 1998-99,Whole Year ,14529,6003,0.413173652694611
, 1999-00,Whole Year ,11539,6295,0.545541208076956
, 2000-01,Whole Year ,18383,13481,0.733340586411358
, 2001-02,Whole Year ,23815,9732,0.408650010497586
, 2002-03,Whole Year ,16756,6351,0.379028407734543
, 2003-04,Whole Year ,4096,5515,1.346435546875
, 2004-05,Whole Year ,17068,12812,0.75064448089993
, 2005-06,Kharif     ,16520,11085,0.671004842615012
,,Rabi       ,33,54,1.63636363636364
,,Summer     ,71,187,2.63380281690141
,,Total,16624,11326,0.681304138594803
, 2006-07,Whole Year ,18798,5526,0.293967443345037
, 2007-08,Kharif     ,18075,11213,0.620359612724758
,,Rabi       ,4,7,1.75
,,Summer     ,53,179,3.37735849056604
,,Total,18132,11399,0.628667549084492
, 2008-09,Kharif     ,8527,4731,0.554825847308549
,,Rabi       ,10,17,1.7
,,Summer     ,73,239,3.27397260273973
,,Total,8610,4987,0.579210220673635
, 2009-10,Rabi       ,22,66,3
,,Summer     ,16,74,4.625
,,Total,38,140,3.68421052631579
, 2010-11,Kharif     ,17224,15299,0.888237343241988
,,Summer     ,16,49,3.0625
,,Total,17240,15348,0.890255220417633
, 2011-12,Kharif     ,14934,6696,0.448372840498192
,,Rabi       ,20,47,2.35
,,Summer     ,56,196,3.5
,,Total,15010,6939,0.462291805463025
, 2012-13,Kharif     ,3630,2473,0.681267217630854
,,Rabi       ,19,52,2.73684210526316
,,Summer     ,11,31,2.81818181818182
,,Total,3660,2556,0.698360655737705
, 2013-14,Kharif     ,10626,17191,1.61782420478073
,,Rabi       ,26,49,1.88461538461538
,,Summer     ,73,194,2.65753424657534
,,Total,10725,17434,1.62554778554779
, 2014-15,Kharif     ,14993,7649,0.510171413326219
,,Rabi       ,15,28,1.86666666666667
,,Summer     ,20,39,1.95
,,Total,15028,7716,0.513441575725313
, 2015-16,Kharif     ,10683,4942,0.462604137414584
,,Rabi       ,6,12,2
,,Summer     ,25,46,1.84
,,Total,10714,5000,0.466679111442972
, 2016-17,Kharif     ,14647,17505,1.19512528162764
,,Rabi       ,1,2,2
,,Summer     ,13,29,2.23076923076923
,,Total,14661,17536,1.19609849259941
, 2017-18,Kharif     ,11571,21897,1.89240342234898
,,Rabi       ,37,74,2
,,Summer     ,75,150,2
,,Total,11683,22121,1.89343490541813
, 2018-19,Kharif     ,20146,9876,0.490221383897548
Total - Dry chillies,,,287255,198093,0.689606795356043
Garlic,,,,,
 1.GADAG, 1998-99,Whole Year ,67,39,0.582089552238806
, 1999-00,Whole Year ,113,66,0.584070796460177
, 2000-01,Whole Year ,78,45,0.576923076923077
, 2002-03,Whole Year ,74,43,0.581081081081081
, 2003-04,Whole Year ,153,89,0.581699346405229
, 2004-05,Whole Year ,256,149,0.58203125
, 2005-06,Whole Year ,147,85,0.578231292517007
, 2006-07,Whole Year ,385,223,0.579220779220779
, 2007-08,Whole Year ,137,142,1.03649635036496
