Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arecanut,,,,,
 1.DHARWAD, 1997-98,Whole Year ,219,306,1.3972602739726
, 1998-99,Whole Year ,7,47,6.71428571428571
, 2000-01,Whole Year ,17,24,1.41176470588235
, 2001-02,Whole Year ,10,14,1.4
, 2003-04,Whole Year ,8,11,1.375
, 2004-05,Whole Year ,11,15,1.36363636363636
, 2005-06,Whole Year ,15,101,6.73333333333333
, 2006-07,Whole Year ,18,25,1.38888888888889
, 2007-08,Whole Year ,17,114,6.70588235294118
, 2008-09,Whole Year ,9,61,6.77777777777778
, 2009-10,Whole Year ,15,101,6.73333333333333
, 2010-11,Whole Year ,16,173,10.8125
, 2011-12,Whole Year ,16,130,8.125
, 2012-13,Whole Year ,4,32,8
, 2013-14,Whole Year ,17,189,11.1176470588235
, 2014-15,Whole Year ,14,130,9.28571428571429
, 2015-16,Whole Year ,18,176,9.77777777777778
, 2016-17,Whole Year ,29,295,10.1724137931034
, 2017-18,Whole Year ,32,347,10.84375
, 2018-19,Whole Year ,101,902,8.93069306930693
Total - Arecanut,,,593,3193,5.38448566610455
Arhar/Tur,,,,,
 1.DHARWAD, 1997-98,Kharif     ,13160,4851,0.368617021276596
, 1998-99,Kharif     ,2473,611,0.24706833805095
, 1999-00,Kharif     ,2156,883,0.409554730983302
, 2000-01,Kharif     ,2407,2184,0.907353552139593
, 2001-02,Kharif     ,2247,378,0.168224299065421
, 2002-03,Kharif     ,2551,162,0.0635045080360643
, 2003-04,Kharif     ,3004,300,0.099866844207723
, 2004-05,Kharif     ,2893,1627,0.562391980642931
, 2005-06,Kharif     ,3174,1897,0.597668557025835
, 2006-07,Kharif     ,2967,1404,0.473205257836198
, 2007-08,Kharif     ,2944,2377,0.807404891304348
, 2008-09,Kharif     ,3549,3149,0.887292194984503
, 2009-10,Kharif     ,2573,1995,0.775359502526234
, 2010-11,Kharif     ,3618,2083,0.575732448866777
, 2011-12,Kharif     ,2897,1841,0.63548498446669
, 2012-13,Kharif     ,1292,404,0.312693498452012
, 2013-14,Kharif     ,2694,1996,0.74090571640683
, 2014-15,Kharif     ,1609,1637,1.01740211311374
, 2015-16,Kharif     ,1002,267,0.266467065868263
, 2016-17,Kharif     ,1551,805,0.519019987105093
, 2017-18,Kharif     ,881,375,0.425652667423383
, 2018-19,Kharif     ,628,184,0.292993630573248
Total - Arhar/Tur,,,62270,31410,0.504416251806649
Bajra,,,,,
 1.DHARWAD, 1997-98,Kharif     ,1581,564,0.35673624288425
, 2000-01,Kharif     ,41,18,0.439024390243902
, 2012-13,Kharif     ,15,16,1.06666666666667
, 2013-14,Kharif     ,8,9,1.125
, 2014-15,Kharif     ,5,5,1
, 2018-19,Kharif     ,19,17,0.894736842105263
,,Summer     ,35,38,1.08571428571429
,,Total,54,55,1.01851851851852
Total - Bajra,,,1704,667,0.391431924882629
Banana,,,,,
 1.DHARWAD, 1999-00,Whole Year ,92,2159,23.4673913043478
, 2000-01,Whole Year ,105,1930,18.3809523809524
, 2002-03,Whole Year ,113,1935,17.1238938053097
, 2003-04,Whole Year ,129,1675,12.984496124031
, 2004-05,Whole Year ,160,2008,12.55
, 2005-06,Whole Year ,253,3004,11.8735177865613
, 2006-07,Whole Year ,239,4772,19.9665271966527
, 2007-08,Whole Year ,276,4881,17.6847826086957
, 2008-09,Whole Year ,326,12462,38.2269938650307
, 2009-10,Whole Year ,371,8228,22.177897574124
, 2010-11,Whole Year ,393,9230,23.4860050890585
, 2011-12,Whole Year ,254,6347,24.988188976378
Total - Banana,,,2711,58631,21.627074880118
Black pepper,,,,,
 1.DHARWAD, 1999-00,Whole Year ,4,10,2.5
, 2004-05,Whole Year ,3,7,2.33333333333333
, 2005-06,Whole Year ,1,2,2
, 2008-09,Whole Year ,9,38,4.22222222222222
, 2017-18,Whole Year ,1,0.7,0.7
Total - Black pepper,,,18,57.7,3.20555555555556
Cashewnut,,,,,
 1.DHARWAD, 2008-09,Whole Year ,85,52.25715,0.61479
, 2009-10,Whole Year ,94,71,0.75531914893617
, 2010-11,Whole Year ,94,69,0.734042553191489
, 2011-12,Whole Year ,100,80,0.8
, 2012-13,Whole Year ,55,44,0.8
, 2013-14,Whole Year ,49,44,0.897959183673469
, 2014-15,Whole Year ,67,50,0.746268656716418
, 2015-16,Whole Year ,47,30,0.638297872340426
, 2016-17,Whole Year ,27,15,0.555555555555556
, 2017-18,Whole Year ,36,26,0.722222222222222
, 2018-19,Whole Year ,66,80,1.21212121212121
Total - Cashewnut,,,720,561.25715,0.779523819444445
Castor seed,,,,,
 1.DHARWAD, 1998-99,Kharif     ,6,5,0.833333333333333
, 1999-00,Kharif     ,13,10,0.769230769230769
, 2000-01,Kharif     ,6,8,1.33333333333333
, 2006-07,Kharif     ,43,34,0.790697674418605
, 2007-08,Kharif     ,15,10,0.666666666666667
, 2013-14,Kharif     ,1,1,1
Total - Castor seed,,,84,68,0.80952380952381
Coconut ,,,,Nuts*,Nuts/Hectare
 1.DHARWAD, 1998-99,Whole Year ,348,1662000,4775.86206896552
, 1999-00,Whole Year ,375,1791000,4776
, 2000-01,Whole Year ,394,1881000,4774.1116751269
, 2001-02,Whole Year ,415,1982000,4775.90361445783
, 2002-03,Whole Year ,418,1996000,4775.11961722488
, 2003-04,Whole Year ,437,2087000,4775.74370709382
, 2004-05,Whole Year ,431,2058000,4774.94199535963
, 2005-06,Whole Year ,402,1919000,4773.63184079602
, 2006-07,Whole Year ,445,2125000,4775.28089887641
, 2007-08,Whole Year ,450,2291000,5091.11111111111
, 2008-09,Whole Year ,442,3028000,6850.67873303167
, 2009-10,Whole Year ,472,3356000,7110.16949152542
, 2010-11,Whole Year ,509,4866000,9559.92141453831
, 2011-12,Whole Year ,511,5080000,9941.2915851272
, 2012-13,Whole Year ,451,4440000,9844.78935698448
, 2013-14,Whole Year ,435,3451000,7933.33333333333
, 2014-15,Whole Year ,318,2838000,8924.52830188679
, 2015-16,Whole Year ,298,2492000,8362.41610738255
, 2016-17,Whole Year ,280,2189000,7817.85714285714
, 2017-18,Whole Year ,275,2174000,7905.45454545455
, 2018-19,Whole Year ,417,2953000,7081.53477218225
Total - Coconut ,,,8523,56659000,6647.77660448199
Coriander,,,,,
 1.DHARWAD, 1997-98,Whole Year ,1796,185,0.103006681514477
, 1998-99,Whole Year ,576,59,0.102430555555556
, 1999-00,Whole Year ,497,51,0.10261569416499
, 2000-01,Whole Year ,637,66,0.103610675039246
, 2001-02,Whole Year ,374,39,0.10427807486631
, 2002-03,Whole Year ,498,51,0.102409638554217
, 2003-04,Whole Year ,329,34,0.103343465045593
, 2004-05,Whole Year ,390,40,0.102564102564103
, 2005-06,Whole Year ,582,60,0.103092783505155
, 2006-07,Whole Year ,566,58,0.102473498233216
, 2007-08,Whole Year ,492,119,0.241869918699187
, 2008-09,Whole Year ,314,281,0.894904458598726
, 2009-10,Whole Year ,345,332,0.96231884057971
, 2010-11,Whole Year ,363,235,0.647382920110193
, 2011-12,Whole Year ,331,179,0.540785498489426
, 2012-13,Whole Year ,60,32,0.533333333333333
, 2013-14,Whole Year ,144,45,0.3125
, 2014-15,Whole Year ,76,27,0.355263157894737
, 2015-16,Whole Year ,46,16,0.347826086956522
, 2016-17,Whole Year ,144,62,0.430555555555556
, 2017-18,Whole Year ,17,6,0.352941176470588
, 2018-19,Whole Year ,19,17,0.894736842105263
Total - Coriander,,,8596,1994,0.231968357375523
Cotton(lint),,,,Bales*,Bales/Hectare
 1.DHARWAD, 1998-99,Kharif     ,86875,160464,1.84706762589928
, 1999-00,Kharif     ,95340,67640,0.709460876861758
, 2000-01,Kharif     ,92898,118695,1.27769166182264
, 2001-02,Kharif     ,105429,49539,0.469880203739009
, 2002-03,Kharif     ,91357,39526,0.432654312203772
, 2003-04,Kharif     ,51899,30814,0.593730129674946
, 2004-05,Kharif     ,86481,70947,0.820376730148819
, 2005-06,Whole Year ,76994,71552,0.929319167727355
, 2006-07,Whole Year ,74021,85558,1.15586117453155
, 2007-08,Whole Year ,72612,91219,1.25625241006996
, 2008-09,Whole Year ,71221,118158,1.65903315033487
, 2009-10,Whole Year ,83461,130437,1.56284971423779
, 2010-11,Kharif     ,44413,95992,2.16134915452683
,,Rabi       ,43927,42621,0.970268855146038
,,Total,88340,138613,1.5690853520489
, 2011-12,Kharif     ,48647,88766,1.82469628137398
,,Rabi       ,20322,18078,0.88957779746088
,,Total,68969,106844,1.54915976743174
, 2012-13,Kharif     ,24211,35040,1.4472760315559
,,Rabi       ,16699,12131,0.726450685669801
,,Total,40910,47171,1.15304326570521
, 2013-14,Kharif     ,60529,79824,1.31877281964017
,,Rabi       ,29968,55262,1.84403363587827
,,Total,90497,135086,1.49271246560659
, 2014-15,Kharif     ,80222,167657,2.08991299144873
,,Rabi       ,16962,18388,1.08407027473175
,,Total,97184,186045,1.9143583305894
, 2015-16,Kharif     ,55443,52669,0.949966632397237
,,Rabi       ,11445,10872,0.949934469200524
,,Total,66888,63541,0.949961129051549
, 2016-17,Kharif     ,64507,89395,1.38581859333096
,,Rabi       ,5765,3157,0.547614917606245
,,Total,70272,92552,1.31705373406193
, 2017-18,Kharif     ,34189,58652,1.71552253648834
,,Rabi       ,8444,5473,0.648152534343913
,,Total,42633,64125,1.50411652944902
, 2018-19,Kharif     ,51001,75808,1.48640222740731
,,Rabi       ,2004,784,0.391217564870259
,,Total,53005,76592,1.44499575511744
Total - Cotton(lint),,,1607286,1945118,1.21018785704598
Cowpea(Lobia),,,,,
 1.DHARWAD, 2010-11,Kharif     ,1020,398,0.390196078431373
,,Rabi       ,92,24,0.260869565217391
,,Total,1112,422,0.379496402877698
, 2011-12,Kharif     ,706,118,0.1671388101983
,,Rabi       ,60,21,0.35
,,Total,766,139,0.181462140992167
, 2012-13,Kharif     ,681,155,0.227606461086637
,,Rabi       ,37,12,0.324324324324324
,,Summer     ,42,15,0.357142857142857
,,Total,760,182,0.239473684210526
, 2013-14,Kharif     ,752,480,0.638297872340426
,,Rabi       ,46,19,0.41304347826087
,,Summer     ,36,14,0.388888888888889
,,Total,834,513,0.615107913669065
, 2014-15,Kharif     ,301,77,0.255813953488372
,,Rabi       ,23,8,0.347826086956522
,,Summer     ,70,26,0.371428571428571
,,Total,394,111,0.281725888324873
, 2015-16,Kharif     ,125,13,0.104
,,Rabi       ,57,25,0.43859649122807
,,Summer     ,121,36,0.297520661157025
,,Total,303,74,0.244224422442244
, 2016-17,Kharif     ,186,142,0.763440860215054
,,Rabi       ,23,1,0.0434782608695652
,,Summer     ,10,2,0.2
,,Total,219,145,0.662100456621005
, 2017-18,Kharif     ,165,37,0.224242424242424
,,Rabi       ,50,20,0.4
,,Summer     ,7,2,0.285714285714286
,,Total,222,59,0.265765765765766
, 2018-19,Kharif     ,197,74,0.375634517766497
,,Rabi       ,33,9,0.272727272727273
,,Summer     ,24,3,0.125
,,Total,254,86,0.338582677165354
Total - Cowpea(Lobia),,,4864,1731,0.355879934210526
Dry chillies,,,,,
 1.DHARWAD, 1997-98,Kharif     ,130292,76481,0.586996899272403
,,Rabi       ,695,1202,1.7294964028777
,,Total,130987,77683,0.593058853168635
, 1998-99,Whole Year ,43111,33220,0.770568996311846
, 1999-00,Whole Year ,60134,36773,0.611517610669505
, 2000-01,Whole Year ,64299,54236,0.8434967884415
, 2001-02,Whole Year ,65992,30865,0.467708207055401
, 2002-03,Whole Year ,56638,52565,0.928087149969985
, 2003-04,Whole Year ,21988,28011,1.27392213934874
, 2004-05,Whole Year ,57735,27436,0.475205681129298
, 2005-06,Kharif     ,44299,23567,0.531998464976636
,,Rabi       ,32,81,2.53125
,,Summer     ,182,325,1.78571428571429
,,Total,44513,23973,0.538561768472132
, 2006-07,Whole Year ,49399,30513,0.617684568513533
, 2007-08,Kharif     ,48915,28997,0.592803843401819
,,Summer     ,117,396,3.38461538461538
,,Total,49032,29393,0.599465655082395
, 2008-09,Kharif     ,50974,37723,0.740043943971436
,,Rabi       ,5,8,1.6
,,Summer     ,91,299,3.28571428571429
,,Total,51070,38030,0.744664186410809
, 2009-10,Rabi       ,5,15,3
,,Summer     ,56,258,4.60714285714286
,,Total,61,273,4.47540983606557
, 2010-11,Kharif     ,41140,17939,0.436047642197375
,,Rabi       ,25,68,2.72
,,Summer     ,65,198,3.04615384615385
,,Total,41230,18205,0.44154741692942
, 2011-12,Kharif     ,30271,14523,0.47976611278121
,,Rabi       ,27,64,2.37037037037037
,,Summer     ,49,172,3.51020408163265
,,Total,30347,14759,0.486341318746499
, 2012-13,Kharif     ,9823,2193,0.223251552478876
,,Rabi       ,51,139,2.72549019607843
,,Summer     ,105,297,2.82857142857143
,,Total,9979,2629,0.263453251828841
, 2013-14,Kharif     ,25165,11619,0.461712696205047
,,Rabi       ,117,222,1.8974358974359
,,Summer     ,99,263,2.65656565656566
,,Total,25381,12104,0.476892163429337
, 2014-15,Kharif     ,25031,26585,1.06208301705885
,,Rabi       ,36,68,1.88888888888889
,,Summer     ,173,333,1.92485549132948
,,Total,25240,26986,1.06917591125198
, 2015-16,Kharif     ,29450,6435,0.218505942275042
,,Rabi       ,59,119,2.01694915254237
,,Summer     ,182,334,1.83516483516484
,,Total,29691,6888,0.231989491765181
, 2016-17,Kharif     ,34031,9860,0.289735829097
,,Rabi       ,90,193,2.14444444444444
,,Summer     ,182,360,1.97802197802198
,,Total,34303,10413,0.303559455441215
, 2017-18,Kharif     ,20165,7605,0.377138606496405
,,Rabi       ,70,141,2.01428571428571
,,Summer     ,279,534,1.91397849462366
,,Total,20514,8280,0.403626791459491
, 2018-19,Kharif     ,49663,10710,0.215653504621147
Total - Dry chillies,,,961307,573945,0.597046521038544
Garlic,,,,,
 1.DHARWAD, 1997-98,Whole Year ,3874,2247,0.580020650490449
, 1998-99,Whole Year ,17,10,0.588235294117647
, 1999-00,Whole Year ,1306,758,0.580398162327718
, 2000-01,Whole Year ,1703,988,0.580152671755725
, 2002-03,Whole Year ,1652,958,0.579903147699758
, 2003-04,Whole Year ,1739,1009,0.580218516388729
, 2004-05,Whole Year ,2389,1386,0.580159062369192
, 2005-06,Whole Year ,1985,1152,0.580352644836272
, 2006-07,Whole Year ,2449,1421,0.580236831359739
, 2007-08,Whole Year ,1898,1593,0.839304531085353
