Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
,,Total,8322,14289,1.7170151405912
, 2014-15,Kharif     ,4336,4910,1.13238007380074
,,Rabi       ,1985,3724,1.87607052896725
,,Summer     ,2189,3858,1.76244860666971
,,Total,8510,12492,1.46792009400705
, 2015-16,Kharif     ,5365,5296,0.987138863000932
,,Rabi       ,1620,2350,1.45061728395062
,,Summer     ,1472,1047,0.711277173913043
,,Total,8457,8693,1.02790587678846
, 2016-17,Kharif     ,4677,1186,0.25358135556981
,,Rabi       ,1193,2454,2.05699916177703
,,Summer     ,1036,1775,1.71332046332046
,,Total,6906,5415,0.784100781928758
, 2017-18,Kharif     ,5113,3575,0.699198122433014
,,Rabi       ,668,1199,1.79491017964072
,,Summer     ,1632,2278,1.39583333333333
,,Total,7413,7052,0.95130176716579
, 2018-19,Kharif     ,6880,2601,0.378052325581395
Total - Dry chillies,,,393474,358645,0.911483350869435
Garlic,,,,,
 1.HAVERI, 1998-99,Whole Year ,2227,1292,0.580152671755725
, 1999-00,Whole Year ,2372,1376,0.580101180438449
, 2000-01,Whole Year ,3023,1754,0.58021832616606
, 2002-03,Whole Year ,2208,1281,0.580163043478261
, 2003-04,Whole Year ,1189,690,0.580319596299411
, 2004-05,Whole Year ,1605,931,0.58006230529595
, 2005-06,Whole Year ,1816,1054,0.580396475770925
, 2006-07,Whole Year ,2812,1631,0.580014224751067
, 2007-08,Whole Year ,2621,2065,0.787867226249523
, 2008-09,Whole Year ,2318,5101,2.20060396893874
, 2009-10,Whole Year ,2118,2977,1.40557129367328
, 2010-11,Whole Year ,1818,1119,0.615511551155115
, 2011-12,Whole Year ,2248,843,0.375
, 2012-13,Whole Year ,1856,696,0.375
, 2013-14,Whole Year ,3008,1540,0.511968085106383
, 2014-15,Whole Year ,2737,1314,0.480087687248813
, 2015-16,Whole Year ,2201,2000,0.908677873693775
, 2016-17,Whole Year ,3913,2111,0.539483772041912
, 2017-18,Whole Year ,3472,1928,0.555299539170507
, 2018-19,Whole Year ,2579,19427,7.53276463745638
Total - Garlic,,,48141,51130,1.06208844851582
Ginger,,,,,
 1.HAVERI, 1998-99,Kharif     ,31,409,13.1935483870968
, 1999-00,Kharif     ,84,1108,13.1904761904762
, 2000-01,Kharif     ,112,1477,13.1875
, 2001-02,Kharif     ,199,2624,13.1859296482412
, 2002-03,Kharif     ,139,1833,13.1870503597122
, 2003-04,Kharif     ,123,1622,13.1869918699187
, 2004-05,Kharif     ,86,1134,13.1860465116279
, 2005-06,Whole Year ,122,1609,13.1885245901639
, 2006-07,Whole Year ,85,1121,13.1882352941176
, 2007-08,Whole Year ,52,624,12
, 2008-09,Whole Year ,53,1688,31.8490566037736
, 2009-10,Whole Year ,61,1921,31.4918032786885
, 2010-11,Whole Year ,159,575.3,3.61823899371069
, 2011-12,Whole Year ,192,610.9,3.18177083333333
, 2012-13,Whole Year ,107,3409,31.8598130841122
, 2013-14,Whole Year ,163,4505,27.6380368098159
, 2014-15,Whole Year ,869,25241,29.0460299194476
, 2015-16,Whole Year ,1182,44127,37.3324873096447
, 2016-17,Whole Year ,1018,25740,25.2848722986248
, 2017-18,Whole Year ,974,20057,20.5924024640657
, 2018-19,Whole Year ,1102,20135.1,18.2714156079855
Total - Ginger,,,6913,161570.3,23.3719513959207
Gram,,,,,
 1.HAVERI, 1998-99,Rabi       ,1902,1169,0.614616193480547
, 1999-00,Rabi       ,1987,804,0.40463009562154
, 2000-01,Rabi       ,1536,996,0.6484375
, 2001-02,Rabi       ,1330,781,0.587218045112782
, 2002-03,Rabi       ,1742,708,0.406429391504018
, 2003-04,Rabi       ,1983,655,0.330307614725164
, 2004-05,Rabi       ,1877,479,0.255194459243474
, 2005-06,Rabi       ,1071,368,0.343604108309991
, 2006-07,Kharif     ,498,94,0.188755020080321
,,Rabi       ,1361,335,0.246142542248347
,,Total,1859,429,0.230769230769231
, 2007-08,Rabi       ,1208,419,0.346854304635762
, 2008-09,Rabi       ,1033,387,0.374636979670862
, 2009-10,Kharif     ,72,38,0.527777777777778
,,Rabi       ,4144,2366,0.570945945945946
,,Total,4216,2404,0.570208728652751
, 2010-11,Rabi       ,1426,573,0.401823281907433
, 2011-12,Rabi       ,1152,352,0.305555555555556
, 2012-13,Rabi       ,1037,382,0.368370298939248
, 2013-14,Rabi       ,1322,525,0.397125567322239
, 2014-15,Rabi       ,938,488,0.520255863539446
, 2015-16,Rabi       ,1991,751,0.377197388247112
, 2016-17,Rabi       ,1385,199,0.143682310469314
, 2017-18,Rabi       ,1937,891,0.459989674754775
, 2018-19,Rabi       ,3980,1592,0.4
Total - Gram,,,36912,15352,0.415908105765063
Groundnut,,,,,
 1.HAVERI, 1998-99,Kharif     ,29150,33033,1.13320754716981
,,Rabi       ,8701,12118,1.39271348120906
,,Total,37851,45151,1.19286148318406
, 1999-00,Kharif     ,27664,20820,0.752602660497397
,,Rabi       ,7316,9855,1.34704756697649
,,Total,34980,30675,0.876929674099485
, 2000-01,Kharif     ,24709,28329,1.14650532194747
,,Rabi       ,7851,11091,1.41268628200229
,,Total,32560,39420,1.21068796068796
, 2001-02,Kharif     ,23640,13270,0.561336717428088
, 2002-03,Kharif     ,20724,7885,0.38047674194171
,,Rabi       ,3153,3696,1.17221693625119
,,Total,23877,11581,0.485027432256984
, 2003-04,Kharif     ,18533,5928,0.319861868019209
,,Rabi       ,5398,5492,1.01741385698407
,,Total,23931,11420,0.477205298566713
, 2004-05,Kharif     ,20345,13936,0.684984025559105
,,Rabi       ,5251,4465,0.850314225861741
,,Total,25596,18401,0.718901390842319
, 2005-06,Kharif     ,22119,9725,0.439667254396673
,,Rabi       ,4997,5597,1.12007204322594
,,Total,27116,15322,0.565053842749668
, 2006-07,Kharif     ,17577,11561,0.657734539454969
,,Rabi       ,2808,2726,0.970797720797721
,,Total,20385,14287,0.700858474368408
, 2007-08,Kharif     ,15853,12018,0.758089951428752
,,Rabi       ,3733,3256,0.872220733994107
,,Total,19586,15274,0.779842744817727
, 2008-09,Kharif     ,18076,10852,0.600354060632883
,,Rabi       ,2800,2229,0.796071428571429
,,Total,20876,13081,0.626604713546656
, 2009-10,Kharif     ,17403,11384,0.654140090788944
,,Rabi       ,2992,2487,0.831216577540107
,,Total,20395,13871,0.680117675900956
, 2010-11,Kharif     ,16319,19306,1.18303817635885
,,Rabi       ,2669,3261,1.22180591982016
,,Total,18988,22567,1.18848746576785
, 2011-12,Kharif     ,17143,18062,1.05360788660095
,,Rabi       ,2942,3007,1.02209381373216
,,Total,20085,21069,1.04899178491412
, 2012-13,Kharif     ,20312,12002,0.590882237101221
,,Summer     ,2766,2121,0.766811279826464
,,Total,23078,14123,0.611968108154953
, 2013-14,Kharif     ,20418,29425,1.44113037515917
,,Summer     ,1693,1723,1.0177200236267
,,Total,22111,31148,1.40871059653566
, 2014-15,Kharif     ,15918,20490,1.28722201281568
,,Summer     ,1676,1771,1.05668257756563
,,Total,17594,22261,1.26526088439241
, 2015-16,Kharif     ,16021,13394,0.836027713625866
,,Summer     ,1768,1547,0.875
,,Total,17789,14941,0.839901062454326
, 2016-17,Kharif     ,19876,14728,0.740994163815657
,,Summer     ,1063,840,0.790216368767639
,,Total,20939,15568,0.743493003486317
, 2017-18,Kharif     ,22077,28796,1.30434388730353
,,Summer     ,1102,1024,0.929219600725953
,,Total,23179,29820,1.28650934035118
, 2018-19,Kharif     ,18829,14221,0.755271124329492
,,Summer     ,1014,878,0.865877712031558
,,Total,19843,15099,0.760923247492819
Total - Groundnut,,,494399,428349,0.866403451463292
Horse-gram,,,,,
 1.HAVERI, 1998-99,Kharif     ,2081,1194,0.573762614127823
,,Rabi       ,8711,3112,0.357249454712433
,,Total,10792,4306,0.398999258710156
, 1999-00,Kharif     ,1167,419,0.359040274207369
,,Rabi       ,7523,2809,0.373388275953742
,,Total,8690,3228,0.371461449942463
, 2000-01,Kharif     ,824,1044,1.26699029126214
,,Rabi       ,5701,3390,0.594632520610419
,,Total,6525,4434,0.679540229885058
, 2001-02,Kharif     ,1301,687,0.528055342044581
,,Rabi       ,5128,1135,0.221333853354134
,,Total,6429,1822,0.283403328666978
, 2002-03,Kharif     ,580,227,0.391379310344828
,,Rabi       ,7508,2261,0.301145444858817
,,Total,8088,2488,0.307616221562809
, 2003-04,Kharif     ,464,242,0.521551724137931
,,Rabi       ,8187,1501,0.183339440576524
,,Total,8651,1743,0.201479597734366
, 2004-05,Kharif     ,381,198,0.519685039370079
,,Rabi       ,7150,1712,0.239440559440559
,,Total,7531,1910,0.253618377373523
, 2005-06,Kharif     ,244,139,0.569672131147541
,,Rabi       ,5481,2234,0.407589855865718
,,Total,5725,2373,0.414497816593886
, 2006-07,Kharif     ,404,145,0.358910891089109
,,Rabi       ,4711,2591,0.549989386542135
,,Total,5115,2736,0.534897360703812
, 2007-08,Kharif     ,174,89,0.511494252873563
,,Rabi       ,4245,2589,0.609893992932862
,,Total,4419,2678,0.60601946141661
, 2008-09,Kharif     ,112,51,0.455357142857143
,,Rabi       ,3314,1388,0.418829209414605
,,Total,3426,1439,0.420023350846468
, 2009-10,Kharif     ,72,38,0.527777777777778
,,Rabi       ,4144,2366,0.570945945945946
,,Total,4216,2404,0.570208728652751
, 2010-11,Kharif     ,151,87,0.576158940397351
,,Rabi       ,3830,1790,0.467362924281984
,,Total,3981,1877,0.471489575483547
, 2011-12,Kharif     ,66,36,0.545454545454545
,,Rabi       ,3896,1514,0.388603696098563
,,Total,3962,1550,0.391216557294296
, 2012-13,Kharif     ,61,25,0.40983606557377
,,Rabi       ,4473,1190,0.2660406885759
,,Total,4534,1215,0.267975297750331
, 2013-14,Kharif     ,116,58,0.5
,,Rabi       ,3390,1546,0.456047197640118
,,Total,3506,1604,0.45750142612664
, 2014-15,Kharif     ,63,29,0.46031746031746
,,Rabi       ,4124,2672,0.647914645974782
,,Total,4187,2701,0.645091951277765
, 2015-16,Kharif     ,30,14,0.466666666666667
,,Rabi       ,4245,1323,0.311660777385159
,,Total,4275,1337,0.312748538011696
, 2016-17,Kharif     ,2,1,0.5
,,Rabi       ,2816,334,0.118607954545455
,,Total,2818,335,0.118878637331441
, 2017-18,Kharif     ,61,42,0.688524590163934
,,Rabi       ,2054,683,0.332521908471276
,,Total,2115,725,0.342789598108747
, 2018-19,Kharif     ,35,15,0.428571428571429
,,Rabi       ,6271,3527,0.562430234412374
,,Total,6306,3542,0.561687281953695
Total - Horse-gram,,,115291,46447,0.40286752651985
Jowar,,,,,
 1.HAVERI, 1998-99,Kharif     ,33309,63708,1.91263622444384
,,Rabi       ,40371,29613,0.733521587277997
,,Summer     ,26,69,2.65384615384615
,,Total,73706,93390,1.26706102623938
, 1999-00,Kharif     ,32375,56728,1.75221621621622
,,Rabi       ,40242,24123,0.599448337557775
,,Summer     ,84,193,2.29761904761905
,,Total,72701,81044,1.11475770622137
, 2000-01,Kharif     ,27719,60351,2.17724304628594
,,Rabi       ,34284,21034,0.613522342783806
,,Summer     ,409,830,2.02933985330073
,,Total,62412,82215,1.31729475100942
, 2001-02,Kharif     ,21539,30522,1.41705743070709
,,Rabi       ,40961,9429,0.230194575327751
,,Summer     ,474,930,1.9620253164557
,,Total,62974,40881,0.649172674437069
, 2002-03,Kharif     ,24532,30823,1.25644056742214
,,Rabi       ,54092,7908,0.146195370849664
,,Summer     ,397,656,1.65239294710327
,,Total,79021,39387,0.498437124308728
, 2003-04,Kharif     ,19795,10977,0.554533973225562
,,Rabi       ,91552,16779,0.183272894092974
,,Summer     ,466,1240,2.66094420600858
,,Total,111813,28996,0.259325838677077
, 2004-05,Kharif     ,21827,36833,1.68749713657397
,,Rabi       ,44210,32891,0.743971952047048
,,Summer     ,234,186,0.794871794871795
,,Total,66271,69910,1.05491089616876
, 2005-06,Kharif     ,19508,33777,1.73144351035473
,,Rabi       ,37239,27709,0.744085501758909
,,Summer     ,273,467,1.71062271062271
,,Total,57020,61953,1.08651350403367
, 2006-07,Kharif     ,15968,25520,1.59819639278557
,,Rabi       ,31772,24407,0.768192118846783
,,Summer     ,303,533,1.75907590759076
,,Total,48043,50460,1.05030909809962
, 2007-08,Kharif     ,16956,29556,1.74309978768578
,,Rabi       ,28334,25973,0.916672548881203
,,Summer     ,323,611,1.89164086687307
,,Total,45613,56140,1.23078946791485
, 2008-09,Kharif     ,13334,19567,1.46745162741863
,,Rabi       ,29830,24121,0.808615487763996
,,Summer     ,369,842,2.28184281842818
,,Total,43533,44530,1.02290216617279
, 2009-10,Kharif     ,10583,9381,0.886421619578569
,,Rabi       ,28483,20640,0.724642769371204
,,Summer     ,350,616,1.76
,,Total,39416,30637,0.777273188552872
, 2010-11,Kharif     ,8119,15676,1.93077965266658
,,Rabi       ,27027,29136,1.07803307803308
,,Summer     ,836,1854,2.2177033492823
,,Total,35982,46666,1.29692624089823
, 2011-12,Kharif     ,7288,12756,1.75027442371021
,,Rabi       ,21742,13120,0.603440345874345
,,Summer     ,1224,2367,1.93382352941176
,,Total,30254,28243,0.933529450651153
, 2012-13,Kharif     ,4847,5010,1.03362904889622
,,Rabi       ,31611,18889,0.597545158330961
,,Summer     ,929,1140,1.22712594187298
,,Total,37387,25039,0.669724770642202
, 2013-14,Kharif     ,3938,7834,1.98933468765871
,,Rabi       ,23338,21506,0.921501414002914
,,Summer     ,398,278,0.698492462311558
,,Total,27674,29618,1.07024644070246
