Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Karnataka,,,,,
Arecanut,,,,,
 1.HASSAN, 1997-98,Whole Year ,1793,1752,0.977133296151701
, 1998-99,Whole Year ,1805,9666,5.35512465373961
, 2000-01,Whole Year ,1922,1878,0.977107180020812
, 2001-02,Whole Year ,2128,2079,0.976973684210526
, 2003-04,Whole Year ,3193,3120,0.977137488255559
, 2004-05,Whole Year ,3483,3403,0.977031294860752
, 2005-06,Whole Year ,3680,19706,5.35489130434783
, 2006-07,Whole Year ,3819,3732,0.977219167321288
, 2007-08,Whole Year ,3880,20777,5.3548969072165
, 2008-09,Whole Year ,3928,21034,5.35488798370672
, 2009-10,Whole Year ,4110,22009,5.35498783454988
, 2010-11,Whole Year ,4192,45327,10.8127385496183
, 2011-12,Whole Year ,4325,31193,7.21225433526012
, 2012-13,Whole Year ,4598,33161,7.21204871683341
, 2013-14,Whole Year ,4405,34430,7.8161180476731
, 2014-15,Whole Year ,32,296,9.25
, 2015-16,Whole Year ,3650,35777,9.80191780821918
, 2016-17,Whole Year ,3436,34904,10.1583236321304
, 2017-18,Whole Year ,3553,38534,10.8454826906839
, 2018-19,Whole Year ,7624,68073,8.92877754459601
Total - Arecanut,,,69556,430851,6.19430387026281
Arhar/Tur,,,,,
 1.HASSAN, 1997-98,Kharif     ,3432,828,0.241258741258741
, 1998-99,Kharif     ,3730,858,0.230026809651474
, 1999-00,Kharif     ,3134,780,0.24888321633695
, 2000-01,Kharif     ,3014,722,0.239548772395488
, 2001-02,Kharif     ,2478,497,0.200564971751412
, 2002-03,Kharif     ,2186,359,0.164226898444648
, 2003-04,Kharif     ,2155,336,0.155916473317865
, 2004-05,Kharif     ,2111,921,0.436286120322122
, 2005-06,Kharif     ,2706,1162,0.429416112342942
, 2006-07,Kharif     ,2478,838,0.33817594834544
, 2007-08,Kharif     ,2072,758,0.365830115830116
, 2008-09,Kharif     ,1757,614,0.349459305634604
, 2009-10,Kharif     ,2235,871,0.389709172259508
, 2010-11,Kharif     ,2518,1545,0.613582208101668
, 2011-12,Kharif     ,2568,1600,0.623052959501558
, 2012-13,Kharif     ,1831,612,0.334243582741671
, 2013-14,Kharif     ,2015,869,0.431265508684864
, 2014-15,Kharif     ,2359,3433,1.45527766002543
, 2015-16,Kharif     ,1915,990,0.516971279373368
, 2016-17,Kharif     ,1770,925,0.522598870056497
, 2017-18,Kharif     ,1622,1273,0.784833538840937
, 2018-19,Kharif     ,1138,231,0.20298769771529
Total - Arhar/Tur,,,51224,21022,0.410393565516164
Bajra,,,,,
 1.HASSAN, 2012-13,Kharif     ,43,45,1.04651162790698
, 2013-14,Kharif     ,43,51,1.18604651162791
, 2018-19,Kharif     ,96,87,0.90625
Total - Bajra,,,182,183,1.00549450549451
Banana,,,,,
 1.HASSAN, 1999-00,Whole Year ,1210,26694,22.0611570247934
, 2000-01,Whole Year ,2012,35055,17.4229622266402
, 2002-03,Whole Year ,2444,41169,16.8449263502455
, 2003-04,Whole Year ,1469,8367,5.69571136827774
, 2004-05,Whole Year ,2728,14649,5.36986803519062
, 2005-06,Whole Year ,3211,55509,17.2871379632513
, 2006-07,Whole Year ,3135,65954,21.0379585326954
, 2007-08,Whole Year ,3313,52143,15.7389073347419
, 2008-09,Whole Year ,3403,42211,12.4040552453717
, 2009-10,Whole Year ,3630,49295,13.5798898071625
, 2010-11,Whole Year ,3630,56555,15.5798898071625
, 2011-12,Whole Year ,4160,72039,17.3170673076923
Total - Banana,,,34345,519640,15.130004367448
Black pepper,,,,,
 1.HASSAN, 1997-98,Kharif     ,198,21,0.106060606060606
, 1998-99,Whole Year ,211,232,1.09952606635071
, 1999-00,Whole Year ,361,397,1.09972299168975
, 2000-01,Whole Year ,414,455,1.09903381642512
, 2001-02,Whole Year ,802,881,1.09850374064838
, 2002-03,Whole Year ,1293,1421,1.09899458623357
, 2003-04,Whole Year ,1432,1574,1.09916201117318
, 2004-05,Whole Year ,1648,1811,1.09890776699029
, 2005-06,Whole Year ,2689,2955,1.09892153216809
, 2006-07,Whole Year ,2752,3024,1.09883720930233
, 2007-08,Whole Year ,2784,10280,3.69252873563218
, 2008-09,Whole Year ,2794,10732,3.84108804581246
, 2009-10,Whole Year ,3049,11712,3.84125942932109
, 2010-11,Whole Year ,3460,1233.1,0.356387283236994
, 2011-12,Whole Year ,3574,1040.2,0.291046446558478
, 2012-13,Whole Year ,4165,12123,2.91068427370948
, 2013-14,Whole Year ,4730,7445,1.57399577167019
, 2014-15,Whole Year ,4790,2110.2,0.440542797494781
, 2015-16,Whole Year ,5301,7069,1.33352197698547
, 2016-17,Whole Year ,7800,6270.3,0.803884615384615
, 2017-18,Whole Year ,9614,7585.7,0.789026419804452
, 2018-19,Whole Year ,33788,35390.2,1.04741920208358
Total - Black pepper,,,97649,125761.7,1.28789542135608
Cardamom,,,,,
 1.HASSAN, 1997-98,Whole Year ,7097,344,0.0484711850077498
, 1998-99,Whole Year ,7105,345,0.0485573539760732
, 1999-00,Whole Year ,7345,356,0.0484683458134786
, 2000-01,Whole Year ,7403,359,0.0484938538430366
, 2002-03,Whole Year ,7443,361,0.0485019481391912
, 2003-04,Whole Year ,7489,363,0.0484710909333689
, 2004-05,Whole Year ,7555,366,0.0484447385837194
, 2005-06,Whole Year ,7555,366,0.0484447385837194
, 2006-07,Whole Year ,7560,367,0.0485449735449735
, 2007-08,Whole Year ,7554,411,0.0544082605242256
, 2008-09,Whole Year ,7554,561,0.0742652899126291
, 2009-10,Whole Year ,7670,547,0.0713168187744459
, 2010-11,Whole Year ,7687,594,0.077273318589827
, 2011-12,Whole Year ,7707,679,0.0881017257039055
, 2012-13,Whole Year ,7608,670,0.0880651945320715
, 2013-14,Whole Year ,7463,621,0.0832105051587833
, 2014-15,Whole Year ,7405,601,0.0811613774476705
, 2015-16,Whole Year ,7112,718,0.10095613048369
, 2016-17,Whole Year ,6119,842,0.137604183690145
, 2017-18,Whole Year ,4820,596,0.123651452282158
, 2018-19,Whole Year ,605,68,0.112396694214876
Total - Cardamom,,,145856,10135,0.0694863426941641
Cashewnut,,,,,
 1.HASSAN, 2008-09,Whole Year ,6,3.68874,0.61479
, 2009-10,Whole Year ,6,5,0.833333333333333
, 2010-11,Whole Year ,6,4,0.666666666666667
, 2011-12,Whole Year ,4,3,0.75
, 2012-13,Whole Year ,24,19,0.791666666666667
, 2013-14,Whole Year ,19,17,0.894736842105263
, 2015-16,Whole Year ,10,6,0.6
, 2016-17,Whole Year ,8,5,0.625
, 2017-18,Whole Year ,37,27,0.72972972972973
, 2018-19,Whole Year ,21,25,1.19047619047619
Total - Cashewnut,,,141,114.68874,0.813395319148936
Castor seed,,,,,
 1.HASSAN, 1998-99,Kharif     ,4275,1978,0.462690058479532
, 1999-00,Kharif     ,4337,2517,0.580355084159557
, 2000-01,Kharif     ,4008,1489,0.371506986027944
, 2001-02,Kharif     ,3711,1685,0.454055510644031
, 2002-03,Kharif     ,2040,802,0.393137254901961
, 2003-04,Kharif     ,2548,663,0.260204081632653
, 2004-05,Kharif     ,2435,1131,0.464476386036961
, 2005-06,Kharif     ,2923,2072,0.708860759493671
, 2006-07,Kharif     ,2584,1404,0.543343653250774
, 2007-08,Kharif     ,2504,1246,0.497603833865815
, 2008-09,Kharif     ,2766,1553,0.561460592913955
, 2009-10,Kharif     ,2020,1075,0.532178217821782
, 2010-11,Kharif     ,2075,1644,0.792289156626506
, 2011-12,Kharif     ,1820,1483,0.814835164835165
, 2012-13,Kharif     ,909,459,0.504950495049505
, 2013-14,Kharif     ,1181,1266,1.07197290431837
, 2014-15,Kharif     ,1314,1247,0.949010654490107
, 2015-16,Kharif     ,1017,704,0.692232055063913
, 2016-17,Kharif     ,797,402,0.504391468005019
, 2017-18,Kharif     ,555,516,0.92972972972973
, 2018-19,Kharif     ,150,86,0.573333333333333
Total - Castor seed,,,45969,25422,0.553024864582654
Coconut ,,,,Nuts*,Nuts/Hectare
 1.HASSAN, 1998-99,Whole Year ,48845,270410000,5536.08352953219
, 1999-00,Whole Year ,48984,271179000,5536.07300342969
, 2000-01,Whole Year ,49079,271705000,5536.07449214532
, 2001-02,Whole Year ,55056,228596000,4152.06335367626
, 2002-03,Whole Year ,57885,240342000,4152.06011920187
, 2003-04,Whole Year ,60075,249435000,4152.05992509363
, 2004-05,Whole Year ,61098,253683000,4152.06717077482
, 2005-06,Whole Year ,61775,256494000,4152.06798866856
, 2006-07,Whole Year ,61788,256547000,4152.05217841652
, 2007-08,Whole Year ,61805,296879000,4803.47868295445
, 2008-09,Whole Year ,61880,347167000,5610.32643826761
, 2009-10,Whole Year ,62256,442651000,7110.17411976356
, 2010-11,Whole Year ,62390,404012000,6475.5890367046
, 2011-12,Whole Year ,62575,622094000,9941.57411106672
, 2012-13,Whole Year ,63056,620821000,9845.54998731286
, 2013-14,Whole Year ,61138,319823000,5231.16555988092
, 2014-15,Whole Year ,61019,382629000,6270.6534030384
, 2015-16,Whole Year ,60472,310951000,5142.06574943776
, 2016-17,Whole Year ,52325,205860000,3934.25704730053
, 2017-18,Whole Year ,59339,269760000,4546.08267749709
, 2018-19,Whole Year ,106749,333319000,3122.45547967662
Total - Coconut ,,,1279589,6854357000,5356.68640477528
Coriander,,,,,
 1.HASSAN, 1997-98,Whole Year ,251,32,0.127490039840637
, 1998-99,Whole Year ,226,28,0.123893805309735
, 1999-00,Whole Year ,223,28,0.125560538116592
, 2000-01,Whole Year ,138,17,0.123188405797101
, 2001-02,Whole Year ,282,35,0.124113475177305
, 2002-03,Whole Year ,473,59,0.124735729386892
, 2003-04,Whole Year ,54,7,0.12962962962963
, 2004-05,Whole Year ,171,21,0.12280701754386
, 2005-06,Whole Year ,153,19,0.124183006535948
, 2006-07,Whole Year ,172,22,0.127906976744186
, 2007-08,Whole Year ,121,42,0.347107438016529
, 2008-09,Whole Year ,185,100,0.540540540540541
, 2009-10,Whole Year ,147,72,0.489795918367347
, 2010-11,Whole Year ,188,70,0.372340425531915
, 2011-12,Whole Year ,95,39,0.410526315789474
, 2012-13,Whole Year ,22,9,0.409090909090909
, 2013-14,Whole Year ,8,2,0.25
, 2014-15,Whole Year ,64,22,0.34375
, 2015-16,Whole Year ,88,38,0.431818181818182
, 2016-17,Whole Year ,98,42,0.428571428571429
, 2017-18,Whole Year ,116,43,0.370689655172414
, 2018-19,Whole Year ,104,50,0.480769230769231
Total - Coriander,,,3379,797,0.235868600177567
Cotton(lint),,,,Bales*,Bales/Hectare
 1.HASSAN, 1998-99,Kharif     ,5225,5688,1.08861244019139
, 1999-00,Kharif     ,5425,9278,1.71023041474654
, 2000-01,Kharif     ,3462,5608,1.61987290583478
, 2001-02,Kharif     ,2326,4147,1.78288907996561
, 2002-03,Kharif     ,1802,957,0.531076581576027
, 2003-04,Kharif     ,169,133,0.78698224852071
, 2004-05,Kharif     ,1809,1795,0.992260917634052
, 2005-06,Whole Year ,1249,1221,0.977582065652522
, 2006-07,Whole Year ,3106,2551,0.821313586606568
, 2007-08,Whole Year ,1108,966,0.871841155234657
, 2008-09,Whole Year ,815,1303,1.59877300613497
, 2009-10,Whole Year ,297,453,1.52525252525253
, 2010-11,Kharif     ,106,234,2.20754716981132
, 2011-12,Kharif     ,88,178,2.02272727272727
, 2012-13,Kharif     ,64,147,2.296875
, 2013-14,Kharif     ,281,832,2.96085409252669
, 2014-15,Kharif     ,400,1091,2.7275
, 2015-16,Kharif     ,354,651,1.83898305084746
, 2016-17,Kharif     ,97,94,0.969072164948454
, 2017-18,Kharif     ,125,416,3.328
, 2018-19,Kharif     ,48,54,1.125
Total - Cotton(lint),,,28356,37797,1.33294540837918
Cowpea(Lobia),,,,,
 1.HASSAN, 2010-11,Kharif     ,9186,3787,0.412257783583714
,,Rabi       ,4507,1190,0.264033725316175
,,Total,13693,4977,0.363470386328781
, 2011-12,Kharif     ,11998,5574,0.464577429571595
,,Rabi       ,1214,458,0.377265238879736
,,Total,13212,6032,0.456554647290342
, 2012-13,Kharif     ,13387,1908,0.142526331515649
,,Rabi       ,821,250,0.304506699147381
,,Summer     ,123,44,0.357723577235772
,,Total,14331,2202,0.15365292024283
, 2013-14,Kharif     ,13954,1829,0.131073527303999
,,Rabi       ,474,212,0.447257383966245
,,Summer     ,18,7,0.388888888888889
,,Total,14446,2048,0.141769347916378
, 2014-15,Kharif     ,11756,3887,0.330639673358285
,,Rabi       ,2109,890,0.422000948316738
,,Summer     ,33,12,0.363636363636364
,,Total,13898,4789,0.34458195423802
, 2015-16,Kharif     ,11765,4616,0.392350191245219
,,Rabi       ,1027,549,0.534566699123661
,,Summer     ,24,7,0.291666666666667
,,Total,12816,5172,0.403558052434457
, 2016-17,Kharif     ,7848,6009,0.765672782874618
,,Rabi       ,579,14,0.0241796200345423
,,Summer     ,13,2,0.153846153846154
,,Total,8440,6025,0.713862559241706
, 2017-18,Kharif     ,13546,1467,0.108297652443526
,,Rabi       ,1156,553,0.478373702422145
,,Summer     ,9,3,0.333333333333333
,,Total,14711,2023,0.137516144381755
, 2018-19,Kharif     ,9505,3025,0.318253550762756
,,Rabi       ,984,277,0.28150406504065
,,Summer     ,12,2,0.166666666666667
,,Total,10501,3304,0.314636701266546
Total - Cowpea(Lobia),,,116048,36572,0.315145457052254
Dry chillies,,,,,
 1.HASSAN, 1997-98,Kharif     ,1846,4855,2.63001083423619
,,Rabi       ,90,278,3.08888888888889
,,Total,1936,5133,2.65134297520661
, 1998-99,Whole Year ,1712,4571,2.66997663551402
, 1999-00,Whole Year ,1357,2081,1.53352984524687
, 2000-01,Whole Year ,1686,2843,1.68623962040332
, 2001-02,Whole Year ,1923,5573,2.89807592303692
, 2002-03,Whole Year ,3439,10416,3.02878743820878
, 2003-04,Whole Year ,1436,2969,2.06754874651811
, 2004-05,Whole Year ,2261,4306,1.90446704997789
, 2005-06,Kharif     ,1198,871,0.727045075125209
,,Rabi       ,87,218,2.50574712643678
,,Summer     ,852,2676,3.14084507042253
,,Total,2137,3765,1.76181562938699
, 2006-07,Whole Year ,2084,6681,3.20585412667946
, 2007-08,Kharif     ,1142,1028,0.900175131348511
,,Rabi       ,240,419,1.74583333333333
,,Summer     ,825,4401,5.33454545454546
,,Total,2207,5848,2.64975079293158
, 2008-09,Kharif     ,1152,2520,2.1875
