,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
district,BAGALKOT,BANGALORE RURAL,BANGALORE URBAN,BELGAUM,BELLARY,BIDAR,BIJAPUR,CHAMARAJANAGAR,CHIKBALLAPUR,CHIKMAGALUR,CHITRADURGA,DAKSHIN KANNAD,DAVANGERE,DHARWAD,GADAG,GULBARGA,HASSAN,HAVERI,KODAGU,KOLAR,KOPPAL,MANDYA,MYSORE,RAICHUR,RAMANAGARA,SHIMOGA,TUMKUR,UDUPI,UTTAR KANNAD,YADGIR
2006_07,0.39899999999999997,0.373,0.354,0.424,0.364,0.38,0.358,0.405,0.34700000000000003,0.434,0.322,0.61,0.359,0.418,0.337,0.327,0.42700000000000005,0.36700000000000005,0.581,0.376,0.309,0.44299999999999995,0.384,0.375,0.38799999999999996,0.45899999999999996,0.355,0.629,0.528,0.392
2007_08,0.39399999999999996,0.41600000000000004,0.428,0.39,0.40299999999999997,0.327,0.311,0.45,0.384,0.45,0.33,0.5710000000000001,0.381,0.40299999999999997,0.359,0.31,0.436,0.382,0.568,0.419,0.37,0.45799999999999996,0.40700000000000003,0.449,0.444,0.45799999999999996,0.386,0.594,0.512,0.41200000000000003
2008_09,0.418,0.439,0.434,0.439,0.377,0.375,0.344,0.431,0.38299999999999995,0.457,0.33399999999999996,0.61,0.375,0.486,0.42100000000000004,0.353,0.455,0.39299999999999996,0.5760000000000001,0.428,0.355,0.45899999999999996,0.391,0.395,0.46799999999999997,0.449,0.401,0.627,0.523,0.409
2009_10,0.508,0.44799999999999995,0.45799999999999996,0.515,0.429,0.424,0.434,0.45399999999999996,0.42700000000000005,0.522,0.38,0.665,0.429,0.5720000000000001,0.478,0.424,0.505,0.47100000000000003,0.638,0.469,0.41,0.508,0.45299999999999996,0.45299999999999996,0.465,0.522,0.41600000000000004,0.684,0.589,0.469
2010_11,0.462,0.47200000000000003,0.465,0.47600000000000003,0.41200000000000003,0.465,0.4,0.489,0.431,0.528,0.41,0.642,0.44299999999999995,0.52,0.46799999999999997,0.418,0.5,0.47200000000000003,0.624,0.47100000000000003,0.385,0.508,0.46,0.397,0.507,0.51,0.446,0.66,0.5760000000000001,0.42
2011_12,0.41700000000000004,0.42200000000000004,0.419,0.44,0.371,0.371,0.332,0.461,0.39799999999999996,0.478,0.32799999999999996,0.61,0.363,0.445,0.35700000000000004,0.35600000000000004,0.475,0.39399999999999996,0.603,0.41200000000000003,0.325,0.501,0.445,0.379,0.45799999999999996,0.489,0.39299999999999996,0.626,0.557,0.39799999999999996
2012_13,0.406,0.37200000000000005,0.368,0.418,0.374,0.39,0.358,0.386,0.353,0.444,0.331,0.611,0.379,0.425,0.371,0.349,0.41,0.415,0.5720000000000001,0.40299999999999997,0.337,0.45399999999999996,0.381,0.38299999999999995,0.402,0.486,0.369,0.637,0.55,0.415
2013_14,0.44,0.42,0.39899999999999997,0.447,0.381,0.466,0.376,0.402,0.368,0.45899999999999996,0.33299999999999996,0.619,0.37799999999999995,0.44299999999999995,0.375,0.395,0.444,0.406,0.596,0.395,0.361,0.47200000000000003,0.406,0.429,0.43700000000000006,0.48200000000000004,0.4,0.634,0.555,0.444
2014_15,0.457,0.44299999999999995,0.418,0.502,0.42,0.37200000000000005,0.384,0.413,0.33299999999999996,0.498,0.368,0.637,0.424,0.512,0.42200000000000004,0.397,0.47600000000000003,0.455,0.619,0.39299999999999996,0.38,0.513,0.447,0.42700000000000005,0.45799999999999996,0.511,0.414,0.655,0.5870000000000001,0.442
2015_16,0.40399999999999997,0.48200000000000004,0.45399999999999996,0.41100000000000003,0.37799999999999995,0.315,0.33299999999999996,0.507,0.445,0.532,0.37200000000000005,0.645,0.38799999999999996,0.395,0.341,0.33399999999999996,0.511,0.405,0.629,0.483,0.325,0.515,0.466,0.386,0.51,0.506,0.46399999999999997,0.677,0.5660000000000001,0.381
2016_17,0.40299999999999997,0.43700000000000006,0.43,0.425,0.34700000000000003,0.43,0.33899999999999997,0.369,0.374,0.465,0.31,0.629,0.368,0.36200000000000004,0.32299999999999995,0.396,0.447,0.37200000000000005,0.619,0.434,0.317,0.485,0.40399999999999997,0.39,0.474,0.49700000000000005,0.39299999999999996,0.647,0.555,0.41700000000000004
2017_18,0.461,0.433,0.419,0.48,0.406,0.41,0.40399999999999997,0.451,0.38,0.465,0.359,0.632,0.391,0.46299999999999997,0.39399999999999996,0.408,0.45,0.408,0.622,0.449,0.38799999999999996,0.5,0.444,0.47700000000000004,0.483,0.516,0.41700000000000004,0.66,0.585,0.483
2018_19,0.431,0.39299999999999996,0.39299999999999996,0.457,0.381,0.36,0.33299999999999996,0.42700000000000005,0.32899999999999996,0.48700000000000004,0.33799999999999997,0.598,0.391,0.44,0.363,0.359,0.466,0.419,0.586,0.37799999999999995,0.332,0.502,0.425,0.392,0.46,0.514,0.401,0.631,0.551,0.38
2019_20,0.501,0.462,0.456,0.523,0.451,0.496,0.47100000000000003,0.495,0.429,0.556,0.414,0.69,0.445,0.5710000000000001,0.499,0.47600000000000003,0.525,0.474,0.6709999999999999,0.47600000000000003,0.426,0.537,0.47600000000000003,0.47,0.52,0.534,0.449,0.685,0.561,0.48100000000000004
