,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
district,BAGALKOT,BANGALORE RURAL,BANGALORE URBAN,BELGAUM,BELLARY,BIDAR,BIJAPUR,CHAMARAJANAGAR,CHIKBALLAPUR,CHIKMAGALUR,CHITRADURGA,DAKSHIN KANNAD,DAVANGERE,DHARWAD,GADAG,GULBARGA,HASSAN,HAVERI,KODAGU,KOLAR,KOPPAL,MANDYA,MYSORE,RAICHUR,RAMANAGARA,SHIMOGA,TUMKUR,UDUPI,UTTAR KANNAD,YADGIR
2006_07,0.395,0.43200000000000005,0.504,0.44299999999999995,0.33299999999999996,0.382,0.284,0.48100000000000004,0.345,0.491,0.32,0.594,0.386,0.354,0.316,0.308,0.521,0.33299999999999996,0.6859999999999999,0.42,0.317,0.5479999999999999,0.516,0.32799999999999996,0.522,0.518,0.405,0.627,0.593,0.353
2007_08,0.342,0.389,0.442,0.369,0.28,0.275,0.247,0.451,0.35600000000000004,0.469,0.315,0.613,0.348,0.312,0.273,0.239,0.44799999999999995,0.289,0.67,0.385,0.264,0.48,0.449,0.304,0.434,0.444,0.386,0.564,0.5,0.28600000000000003
2008_09,0.33,0.429,0.47,0.366,0.29100000000000004,0.25,0.243,0.47700000000000004,0.37200000000000005,0.475,0.316,0.5820000000000001,0.377,0.337,0.292,0.244,0.493,0.331,0.628,0.406,0.28,0.522,0.473,0.27699999999999997,0.48200000000000004,0.52,0.41200000000000003,0.578,0.529,0.273
2009_10,0.368,0.47100000000000003,0.527,0.39799999999999996,0.32299999999999995,0.278,0.261,0.551,0.37200000000000005,0.529,0.354,0.6459999999999999,0.392,0.34,0.316,0.242,0.525,0.361,0.685,0.444,0.324,0.565,0.545,0.301,0.5529999999999999,0.536,0.43700000000000006,0.654,0.5820000000000001,0.28300000000000003
2010_11,0.381,0.456,0.516,0.386,0.327,0.254,0.272,0.5479999999999999,0.389,0.521,0.37,0.626,0.387,0.33299999999999996,0.305,0.243,0.524,0.34299999999999997,0.618,0.485,0.32899999999999996,0.563,0.5529999999999999,0.302,0.534,0.529,0.431,0.604,0.537,0.28
2011_12,0.396,0.469,0.535,0.41600000000000004,0.313,0.306,0.276,0.536,0.39,0.498,0.341,0.591,0.41100000000000003,0.331,0.301,0.265,0.534,0.33899999999999997,0.633,0.456,0.292,0.583,0.522,0.304,0.578,0.488,0.439,0.534,0.49,0.294
2012_13,0.327,0.38,0.408,0.35600000000000004,0.28800000000000003,0.23800000000000002,0.23,0.461,0.332,0.48200000000000004,0.326,0.573,0.392,0.3,0.27399999999999997,0.225,0.486,0.326,0.6,0.39799999999999996,0.258,0.546,0.49,0.247,0.462,0.503,0.392,0.5329999999999999,0.516,0.24100000000000002
2013_14,0.35100000000000003,0.33399999999999996,0.375,0.365,0.282,0.317,0.253,0.418,0.273,0.426,0.295,0.483,0.389,0.309,0.28,0.253,0.38799999999999996,0.318,0.546,0.34600000000000003,0.278,0.462,0.43200000000000005,0.278,0.415,0.47200000000000003,0.315,0.503,0.483,0.257
2014_15,0.42700000000000005,0.40700000000000003,0.43,0.451,0.33799999999999997,0.298,0.292,0.49700000000000005,0.349,0.532,0.358,0.645,0.415,0.375,0.324,0.285,0.519,0.386,0.6729999999999999,0.384,0.332,0.573,0.523,0.318,0.48100000000000004,0.555,0.415,0.617,0.62,0.297
2015_16,0.41200000000000003,0.512,0.5429999999999999,0.45399999999999996,0.353,0.305,0.284,0.5920000000000001,0.40299999999999997,0.584,0.40399999999999997,0.649,0.41700000000000004,0.33299999999999996,0.307,0.29100000000000004,0.596,0.359,0.71,0.48200000000000004,0.32799999999999996,0.6609999999999999,0.591,0.306,0.633,0.574,0.496,0.653,0.5820000000000001,0.294
2016_17,0.335,0.439,0.442,0.36200000000000004,0.271,0.251,0.254,0.455,0.371,0.478,0.335,0.555,0.379,0.302,0.27,0.256,0.462,0.309,0.61,0.467,0.293,0.493,0.48,0.276,0.49700000000000005,0.48,0.42200000000000004,0.578,0.48100000000000004,0.275
2017_18,0.374,0.46,0.48,0.396,0.27699999999999997,0.315,0.276,0.525,0.358,0.43200000000000005,0.28600000000000003,0.588,0.33399999999999996,0.33399999999999996,0.273,0.275,0.49,0.311,0.6729999999999999,0.44799999999999995,0.287,0.59,0.568,0.293,0.55,0.47700000000000004,0.40299999999999997,0.575,0.528,0.299
2018_19,0.408,0.517,0.53,0.457,0.34299999999999997,0.312,0.292,0.612,0.42700000000000005,0.5770000000000001,0.389,0.634,0.418,0.366,0.32,0.292,0.6,0.38799999999999996,0.636,0.514,0.34600000000000003,0.64,0.616,0.292,0.608,0.5770000000000001,0.49200000000000005,0.6679999999999999,0.596,0.297
2019_20,0.38,0.47200000000000003,0.495,0.392,0.27699999999999997,0.233,0.256,0.575,0.35700000000000004,0.488,0.315,0.5760000000000001,0.38299999999999995,0.331,0.271,0.23800000000000002,0.514,0.322,0.6779999999999999,0.465,0.271,0.602,0.583,0.265,0.5589999999999999,0.495,0.43799999999999994,0.5589999999999999,0.536,0.255
