Date,Year,Month,Production(Tonnes),MeanPrice(Rs./Quintal)
2015-06-01,2015,6,117,1270
2015-07-01,2015,7,60,1280
2015-08-01,2015,8,53,1626
2015-11-01,2015,11,107,1042
2015-12-01,2015,12,52,990
2016-06-01,2016,6,14,950
2017-01-01,2017,1,13,1080
2017-07-01,2017,7,39,2316
2017-08-01,2017,8,16,950
2017-11-01,2017,11,36,1133
2017-12-01,2017,12,33,1233
2018-11-01,2018,11,3,2400
2019-12-01,2019,12,14,1800
