Date,Year,Month,Production(Tonnes),MeanPrice(Rs./Quintal)
2017-08-01,2017,8,15,5000
2017-12-01,2017,12,20,4500
2018-01-01,2018,1,254,4520
2018-06-01,2018,6,16,4500
2018-08-01,2018,8,14,5000
2018-11-01,2018,11,30,5000
2018-12-01,2018,12,20,9800
2019-08-01,2019,8,5,13500
2019-12-01,2019,12,16,11000
